,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,dam-lev,jac
1220,ref-sifre-n.42.4.37-ref-sifre-n.42.4.52,ref-sifre-d.306.8.43-ref-sifre-d.306.8.59,72407,72477,10562,10577,ref-sifre-n.42.4.37,ref-sifre-n.42.4.52,299751,299831,50181,50197,ref-sifre-d.306.8.43,ref-sifre-d.306.8.59,האותי לא תיראו נאם ה' אם מפני לא תחילו אשר שמתי חול גבול לים חק עולם ,ואותי לא תיראו נאם ה' אם מפני לא תחילו אשר שמתי חול גבול לים שמשעה שגזרתי על ,16,17,439,1220,0.19480519480519481,0.33333333333333337
1221,ref-sifre-n.114.1.63-ref-sifre-n.114.1.72,ref-sifre-d.306.9.16-ref-sifre-d.306.9.23,169207,169264,26615,26623,ref-sifre-n.114.1.63,ref-sifre-n.114.1.72,300384,300426,50294,50301,ref-sifre-d.306.9.16,ref-sifre-d.306.9.23,העדה כמשמעו תלמוד לומר יד העדים תהיה בו בראשונה להמיתו ,עדים שנא' יד העדים תהיה בו בראשונה להמיתו ,10,8,730,1221,0.34545454545454546,0.4444444444444444
1222,ref-sifre-n.114.1.158-ref-sifre-n.114.1.167,ref-sifre-d.306.9.18-ref-sifre-d.306.9.33,169687,169740,26695,26704,ref-sifre-n.114.1.158,ref-sifre-n.114.1.167,300394,300484,50296,50310,ref-sifre-d.306.9.18,ref-sifre-d.306.9.33,יד העדים תהיה בו בראשונה להמיתו ויד כל העם באחרונה ,"יד העדים תהיה בו בראשונה להמיתו ואח""כ בני אדם שמשתמשים ובאים שנא' ויד כל העם באחרונה ",10,16,734,1222,0.4,0.4285714285714286
1223,ref-sifre-n.78.1.80-ref-sifre-n.78.1.147,ref-sifre-d.306.9.73-ref-sifre-d.306.10.18,102795,103083,15520,15563,ref-sifre-n.78.1.80,ref-sifre-n.78.1.147,300688,300823,50336,50356,ref-sifre-d.306.9.73,ref-sifre-d.306.10.18,היה שמו ולמה נקרא שמו קיני שפירש ממעשה קנאי דבר שמקנאים בו למקום שנאמר     ואומר       רבי יוסי אומר קיני היה שמו ולמה נקרא שמו קיני שקנה שמים והארץ לו את התורה רבי ישמעאל ברבי יוסי אומר רעואל היה שמו ולמה נקרא שמו רעואל שריעה לאל שנאמר      רבי שמעון בן יוחי אומר שני שמות ,"השמים והארץ תענה וזרעתיה לי בארץ ד""א האזינו השמים ואדברה היה ר' יהודה בן חנניה אומר בשעה שאמר משה האזינו השמים היו השמים ושמי ",53,24,568,1223,0.7335766423357665,0.8571428571428572
1225,ref-sifre-n.41.1.128-ref-sifre-n.41.1.144,ref-sifre-d.306.19.20-ref-sifre-d.306.19.33,66114,66206,9563,9578,ref-sifre-n.41.1.128,ref-sifre-n.41.1.144,303593,303658,50810,50820,ref-sifre-d.306.19.20,ref-sifre-d.306.19.33,תתן לראשך לוית חן ואומר כי לוית חן הם לראשך וענקים לגרגרותיך דבר אחר ויחונך במתנת חנם ,אותן וכן הוא אומר כי לוית חן הם לראשך ואומר תתן לראשך לוית חן ,17,14,414,1225,0.5116279069767442,0.6
1226,ref-sifre-n.105.1.505-ref-sifre-n.105.1.512,ref-sifre-d.306.25.31-ref-sifre-d.306.25.35,144730,144776,22616,22622,ref-sifre-n.105.1.505,ref-sifre-n.105.1.512,304683,304710,50988,50992,ref-sifre-d.306.25.31,ref-sifre-d.306.25.35,ה' כראשונה את ארבעים היום ואת ארבעים הלילה ,ה' ארבעים יום וארבעים לילה ,8,5,646,1226,0.37209302325581395,0.5714285714285714
1227,ref-sifre-n.134.5.244-ref-sifre-n.134.5.252,ref-sifre-d.306.37.168-ref-sifre-d.306.37.176,243806,243863,38723,38731,ref-sifre-n.134.5.244,ref-sifre-n.134.5.252,309592,309646,51787,51795,ref-sifre-d.306.37.168,ref-sifre-d.306.37.176,"וכגבורותיך על הים ד""א כמעשיך וכגבורותיך על נחלי ארנון ",וגבורות לאבותינו על הים ועל הירדן ועל נחלי ארנון ,9,9,1091,1227,0.5,0.6666666666666667
1228,ref-sifre-n.136.2.63-ref-sifre-n.136.2.71,ref-sifre-d.306.37.297-ref-sifre-d.306.37.304,247067,247109,39282,39290,ref-sifre-n.136.2.63,ref-sifre-n.136.2.71,310284,310327,51903,51910,ref-sifre-d.306.37.297,ref-sifre-d.306.37.304,שמות טו ויאמר אם שמוע תשמע בקול ה' אלהיך ,שמו ישראל מלמטה שנאמר שמע ישראל ה' אלהינו ,9,8,1102,1228,0.5238095238095238,0.7692307692307692
1229,ref-sifre-n.40.1.28-ref-sifre-n.40.1.33,ref-sifre-d.306.37.301-ref-sifre-d.306.37.305,64402,64430,9295,9300,ref-sifre-n.40.1.28,ref-sifre-n.40.1.33,310308,310330,51907,51911,ref-sifre-d.306.37.301,ref-sifre-d.306.37.305,תשמע בקול ה' אלהיך יברכך ה' ,שמע ישראל ה' אלהינו ה' ,6,5,404,1229,0.42857142857142855,0.875
1230,ref-sifre-n.134.5.153-ref-sifre-n.134.5.161,ref-sifre-d.307.8.7-ref-sifre-d.307.8.16,243327,243375,38639,38647,ref-sifre-n.134.5.153,ref-sifre-n.134.5.161,311586,311634,52125,52133,ref-sifre-d.307.8.7,ref-sifre-d.307.8.16,"שלא כמדת הקב""ה מדת ב""ו מדת ב""ו הגדול מחבירו ","שלא כמדתו מדת בשר ודם מדת ב""ו מפקיד אצל חבירו ",9,10,1089,1230,0.41304347826086957,0.5454545454545454
1231,ref-sifre-n.103.1.297-ref-sifre-n.103.1.307,ref-sifre-d.307.10.12-ref-sifre-d.307.10.20,141471,141532,22082,22090,ref-sifre-n.103.1.297,ref-sifre-n.103.1.307,311912,311959,52182,52189,ref-sifre-d.307.10.12,ref-sifre-d.307.10.20,מתן שכרן של צדיקים ופורענותם של רשעים לעולם הבא וכתוב אליה ,מתן שכרם של צדיקים ומאחר פורענותם של רשעים אלו ,11,9,633,1231,0.4067796610169492,0.5
1232,ref-sifre-n.112.2.251-ref-sifre-n.112.2.263,ref-sifre-d.308.1.1-ref-sifre-d.308.1.7,166961,167020,26256,26267,ref-sifre-n.112.2.251,ref-sifre-n.112.2.263,313593,313622,52470,52475,ref-sifre-d.308.1.1,ref-sifre-d.308.1.7,שחת לו לא בניו מומם כשמומם בם אינם בניו וכשאין מומם בם הם ,"שחת לו לא בניו מומם אע""פ שהם ",13,7,694,1232,0.5517241379310345,0.6666666666666667
1233,ref-sifre-n.75.1.27-ref-sifre-n.75.1.39,ref-sifre-d.308.1.11-ref-sifre-d.308.1.33,99735,99802,15021,15032,ref-sifre-n.75.1.27,ref-sifre-n.75.1.39,313642,313745,52479,52496,ref-sifre-d.308.1.11,ref-sifre-d.308.1.33,"ובין בעלי מומין דברי ר' טרפון ר""ע אומר תמימים ולא בעלי מומין נאמר ",בנים שנא' שחת לו לא בניו מומם דברי ר' מאיר וכן היה ר' יהודה אומר אין בהם מומים שנ' לא בניו מומם ואומר ,13,23,531,1233,0.5686274509803921,0.7647058823529411
1234,ref-sifre-n.52.1.113-ref-sifre-n.52.1.119,ref-sifre-d.308.1.91-ref-sifre-d.308.1.97,80958,80997,11974,11980,ref-sifre-n.52.1.113,ref-sifre-n.52.1.119,314049,314087,52538,52544,ref-sifre-d.308.1.91,ref-sifre-d.308.1.97,ויבואו אליך כמבוא עם וישבו לפניך עמי ,ויבוא אליך כמבוא עם וישבו לפניו עמי ,7,7,448,1234,0.05405405405405406,0.2857142857142857
1235,ref-sifre-n.92.1.167-ref-sifre-n.92.1.175,ref-sifre-d.310.3.13-ref-sifre-d.310.4.5,129214,129268,19982,19990,ref-sifre-n.92.1.167,ref-sifre-n.92.1.175,317250,317280,53066,53071,ref-sifre-d.310.3.13,ref-sifre-d.310.4.5,ואביהו ושבעים מזקני ישראל ואל הזקנים אמר שבו לנו ,אבי זקניך ויאמרו לך אלו זקנים ,9,6,613,1235,0.673469387755102,0.6
1236,ref-sifre-n.86.1.229-ref-sifre-n.86.1.240,ref-sifre-d.310.4.2-ref-sifre-d.310.4.13,120279,120341,18431,18442,ref-sifre-n.86.1.229,ref-sifre-n.86.1.240,317260,317320,53068,53079,ref-sifre-d.310.4.2,ref-sifre-d.310.4.13,אומר אלו הזקנים נאמר במדבר יא אספה לי שבעים איש מזקני ישראל ,ויאמרו לך אלו זקנים כענין שנא' אספר לי ע' איש מזקני ישראל ,12,12,603,1236,0.4166666666666667,0.6153846153846154
1237,ref-sifre-n.86.1.229-ref-sifre-n.86.1.240,ref-sifre-d.310.7.23-ref-sifre-d.310.8.22,120279,120341,18431,18442,ref-sifre-n.86.1.229,ref-sifre-n.86.1.240,317659,317788,53139,53161,ref-sifre-d.310.7.23,ref-sifre-d.310.8.22,אומר אלו הזקנים נאמר במדבר יא אספה לי שבעים איש מזקני ישראל ,מוריך זקניך ויאמרו לך מה שהראיתי לזקנים בהר כענין שנאמר ואל משה אמר עלה אל ה' אתה ואהרן נדב ואביהוא ושבעים מזקני ישראל ,12,23,604,1237,0.6470588235294118,0.7142857142857143
1239,ref-sifre-n.92.1.158-ref-sifre-n.92.1.170,ref-sifre-d.310.8.10-ref-sifre-d.310.8.22,129176,129242,19973,19985,ref-sifre-n.92.1.158,ref-sifre-n.92.1.170,317721,317788,53149,53161,ref-sifre-d.310.8.10,ref-sifre-d.310.8.22,ואל משה אמר עלה אל ה' אתה ואהרן נדב ואביהו ושבעים מזקני ישראל ,ואל משה אמר עלה אל ה' אתה ואהרן נדב ואביהוא ושבעים מזקני ישראל ,13,13,611,1239,0.015873015873015872,0.0
1240,ref-sifre-n.84.3.1-ref-sifre-n.84.3.8,ref-sifre-d.313.13.6-ref-sifre-d.313.13.11,113840,113891,17377,17384,ref-sifre-n.84.3.1,ref-sifre-n.84.3.8,322142,322179,53885,53890,ref-sifre-d.313.13.6,ref-sifre-d.313.13.11,קומה ה' ויפוצו אויביך אלו המכונסים וינוסו משנאיך ,קומה ה' ויפוצו אויביך וינוסו משנאיך ,8,6,590,1240,0.2653061224489796,0.25
1241,ref-sifre-n.84.4.94-ref-sifre-n.84.4.98,ref-sifre-d.313.16.16-ref-sifre-d.313.16.20,114690,114718,17511,17515,ref-sifre-n.84.4.94,ref-sifre-n.84.4.98,322440,322466,53931,53935,ref-sifre-d.313.16.16,ref-sifre-d.313.16.20,הנוגע בהם כנוגע בבבת עינו ,הנוגע בכם נוגע בבבת עינו ,5,5,592,1241,0.07692307692307693,0.5
1243,ref-sifre-n.120.1.52-ref-sifre-n.120.1.65,ref-sifre-d.323.4.11-ref-sifre-d.323.4.27,201267,201339,31806,31819,ref-sifre-n.120.1.52,ref-sifre-n.120.1.65,337496,337596,56562,56577,ref-sifre-d.323.4.11,ref-sifre-d.323.4.27,ניתן להם חלק בארץ ניתן להם אחד מעשר בפירות והרמותם ממנו ממין על מינו ,נותן להם כשאתה נותן את התוקף הם מתנהגים עמנו במדת אכזריות הורגים ממנו ושורפים ממנו וצולבים ממנו ,14,17,877,1243,0.59375,0.8571428571428572
1244,ref-sifre-n.135.1.122-ref-sifre-n.135.1.127,ref-sifre-d.324.3.26-ref-sifre-d.324.3.31,244747,244774,38884,38889,ref-sifre-n.135.1.122,ref-sifre-n.135.1.127,339865,339892,56968,56973,ref-sifre-d.324.3.26,ref-sifre-d.324.3.31,מה רב טובך אשר צפנת ליראיך ,מה רב טובך אשר צפנת ליראיך ,6,6,1096,1244,0.0,0.0
1245,ref-sifre-n.84.4.312-ref-sifre-n.84.4.317,ref-sifre-d.325.1.27-ref-sifre-d.325.1.32,115794,115824,17684,17689,ref-sifre-n.84.4.312,ref-sifre-n.84.4.317,340158,340188,57022,57027,ref-sifre-d.325.1.27,ref-sifre-d.325.1.32,ויצא מלאך ה' ויך במחנה אשור ,ויצא מלאך ה' ויך במחנה אשור ,6,6,594,1245,0.0,0.0
1246,ref-sifre-n.131.2.743-ref-sifre-n.131.2.747,ref-sifre-d.326.6.13-ref-sifre-d.326.6.17,233874,233908,37036,37040,ref-sifre-n.131.2.743,ref-sifre-n.131.2.747,341461,341493,57253,57257,ref-sifre-d.326.6.13,ref-sifre-d.326.6.17,ויעמוד פינחס ויפלל ותעצר המגפה ,ויעמד פנחס ויפלל ותעצר המגפה ,5,5,1037,1246,0.06451612903225806,0.0
1247,ref-sifre-n.116.1.303-ref-sifre-n.116.1.315,ref-sifre-d.329.2.3-ref-sifre-d.329.2.14,179522,179585,28343,28354,ref-sifre-n.116.1.303,ref-sifre-n.116.1.315,342731,342796,57471,57482,ref-sifre-d.329.2.3,ref-sifre-d.329.2.14,"ואני לקחתי את אחיכם הלוים מתוך ב""י לכם מתנה נתונים לה' לה' הם ",אמית ואחיה זה שניתן להם רמז לתחיית המתים אני אמית ואחיה תמות ,13,12,809,1247,0.7419354838709677,0.8888888888888888
1248,ref-sifre-n.125.1.273-ref-sifre-n.125.1.285,ref-sifre-d.329.2.10-ref-sifre-d.329.2.23,217724,217786,34385,34397,ref-sifre-n.125.1.273,ref-sifre-n.125.1.285,342769,342845,57478,57488,ref-sifre-d.329.2.10,ref-sifre-d.329.2.23,"במת בנפש האדם אשר ימות שאין ת""ל אשר ימות ומה ת""ל אשר ימות ",המתים אני אמית ואחיה תמות נפשי מות ישרים יחי ראובן ואל ימות יחיינו מיומים ,13,14,959,1248,0.6486486486486487,0.7857142857142857
1249,ref-sifre-n.134.5.153-ref-sifre-n.134.5.159,ref-sifre-d.330.2.5-ref-sifre-d.330.2.12,243327,243360,38639,38645,ref-sifre-n.134.5.153,ref-sifre-n.134.5.159,343558,343596,57620,57626,ref-sifre-d.330.2.5,ref-sifre-d.330.2.12,"שלא כמדת הקב""ה מדת ב""ו מדת ב""ו ","שלא כמדת הקב""ה מדת בשר ודם מדת ב""ו ",7,8,1087,1249,0.14285714285714285,0.2857142857142857
1250,ref-sifre-n.84.4.78-ref-sifre-n.84.4.89,ref-sifre-d.331.3.8-ref-sifre-d.331.3.19,114600,114672,17497,17508,ref-sifre-n.84.4.78,ref-sifre-n.84.4.89,343988,344060,57688,57699,ref-sifre-d.331.3.8,ref-sifre-d.331.3.19,הלא משנאיך ה' אשנא ובתקוממיך אתקוטט תכלית שנאה שנאתים לאויבים היו לי ,הלא משנאיך ה' אשנא ובתקוממיך אתקוטט תכלית שנאה שנאתים לאויבים היו לי ,12,12,591,1250,0.0,0.0
1251,ref-sifre-n.42.2.619-ref-sifre-n.42.2.625,ref-sifre-d.336.2.56-ref-sifre-d.336.2.62,69783,69816,10151,10157,ref-sifre-n.42.2.619,ref-sifre-n.42.2.625,348889,348922,58501,58507,ref-sifre-d.336.2.56,ref-sifre-d.336.2.62,וכל בניך למודי ה' ורב שלום בניך ,וכל בניך למודי ה' ורב שלום בניך ,7,7,425,1251,0.0,0.0
1252,ref-sifre-n.78.3.82-ref-sifre-n.78.3.90,ref-sifre-d.339.1.23-ref-sifre-d.339.1.43,107706,107760,16309,16317,ref-sifre-n.78.3.82,ref-sifre-n.78.3.90,350344,350461,58754,58771,ref-sifre-d.339.1.23,ref-sifre-d.339.1.43,אומרים אם מי שהוציאנו ממצרים ועשה לנו נסים וגבורות ,שיאמרו זה משה שהוציאנו ממצרים וקרע לנו את הים והוריד לנו את התורה והגיז לנו את השליו ועשה לנו נסים וגבורות ,9,21,570,1252,0.5981308411214953,0.6470588235294117
1253,ref-sifre-n.134.5.130-ref-sifre-n.134.5.137,ref-sifre-d.342.2.142-ref-sifre-d.342.2.149,243213,243246,38616,38623,ref-sifre-n.134.5.130,ref-sifre-n.134.5.137,352929,352962,59194,59201,ref-sifre-d.342.2.142,ref-sifre-d.342.2.149,מי אל כמוך נושא עון ועובר על פשע ,מי אל כמוך נושא עון ועובר על פשע ,8,8,1083,1253,0.0,0.0
1254,ref-sifre-n.134.5.141-ref-sifre-n.134.5.148,ref-sifre-d.342.2.160-ref-sifre-d.342.2.174,243261,243306,38627,38634,ref-sifre-n.134.5.141,ref-sifre-n.134.5.148,353010,353096,59212,59226,ref-sifre-d.342.2.160,ref-sifre-d.342.2.174,ישוב ירחמנו יכבוש עונותינו תתן אמת ליעקב אשר ,ישוב ירחמנו יכבוש עונותינו ותשליך במצולות ים כל חטאתם תתן אמת ליעקב חסד לאברהם אשר ,8,15,1084,1254,0.4578313253012048,0.4285714285714286
1255,ref-sifre-n.39.1.291-ref-sifre-n.39.1.311,ref-sifre-d.342.4.65-ref-sifre-d.342.5.8,63859,63982,9214,9230,ref-sifre-n.39.1.291,ref-sifre-n.39.1.311,353853,353964,59360,59378,ref-sifre-d.342.4.65,ref-sifre-d.342.5.8,ברכה לישראל ברכה לגרים מנין לעבדים ולנשים מנין תלמוד לומר ואני אברכם אמור להם ברכה לכהנים מנין תלמוד לומר ואני אברכם ,כשהוא אומר וזאת הברכה הוי תפלה קודמת את הברכה ואין ברכה קודמת לתפלה אלו אחרים ברכו את ישראל כדי היא ברכתם ,21,21,399,1255,0.7008547008547008,0.8571428571428572
1256,ref-sifre-n.42.2.352-ref-sifre-n.42.2.359,ref-sifre-d.343.7.65-ref-sifre-d.343.7.75,68305,68340,9908,9914,ref-sifre-n.42.2.352,ref-sifre-n.42.2.359,357958,358005,60037,60043,ref-sifre-d.343.7.65,ref-sifre-d.343.7.75,עוז לעמו יתן ה' יברך את עמו בשלום ,עוז ותושיה אמרו לו אם כן ה' יברך את עמו בשלום ,8,11,417,1256,0.34782608695652173,0.4545454545454546
1257,ref-sifre-n.42.2.296-ref-sifre-n.42.2.304,ref-sifre-d.343.7.65-ref-sifre-d.343.8.1,68031,68074,9861,9868,ref-sifre-n.42.2.296,ref-sifre-n.42.2.304,357958,358009,60037,60044,ref-sifre-d.343.7.65,ref-sifre-d.343.8.1,עוז לעמו יתן ה' יברך את עמו בשלום דבר אחר ,"עוז ותושיה אמרו לו אם כן ה' יברך את עמו בשלום ד""א ",10,12,416,1257,0.42,0.5714285714285714
1258,ref-sifre-n.134.5.153-ref-sifre-n.134.5.159,ref-sifre-d.343.11.4-ref-sifre-d.343.11.11,243327,243360,38639,38645,ref-sifre-n.134.5.153,ref-sifre-n.134.5.159,359037,359080,60216,60222,ref-sifre-d.343.11.4,ref-sifre-d.343.11.11,"שלא כמדת הקב""ה מדת ב""ו מדת ב""ו ","שלא כמדת הקב""ה מדת בשר ודם מדת בשר ודם ",7,9,1088,1258,0.2564102564102564,0.4285714285714286
1259,ref-sifre-n.102.1.67-ref-sifre-n.102.1.74,ref-sifre-d.343.11.4-ref-sifre-d.343.11.13,139028,139067,21673,21678,ref-sifre-n.102.1.67,ref-sifre-n.102.1.74,359037,359087,60216,60223,ref-sifre-d.343.11.4,ref-sifre-d.343.11.13,שלא כמדת בשר ודם מדת בשר ודם כשהוא ,"שלא כמדת הקב""ה מדת בשר ודם מדת בשר ודם כשהוא ",8,10,627,1259,0.2222222222222222,0.1428571428571429
1260,ref-sifre-n.40.1.179-ref-sifre-n.40.1.184,ref-sifre-d.344.7.27-ref-sifre-d.344.7.32,65179,65215,9419,9424,ref-sifre-n.40.1.179,ref-sifre-n.40.1.184,362214,362250,60752,60757,ref-sifre-d.344.7.27,ref-sifre-d.344.7.32,והיתה נפש אדוני צרורה בצרור החיים ,והיתה נפש אדוני צרורה בצרור החיים ,6,6,408,1260,0.0,0.0
1261,ref-sifre-n.139.1.51-ref-sifre-n.139.1.56,ref-sifre-d.344.7.27-ref-sifre-d.344.7.32,249840,249876,39747,39752,ref-sifre-n.139.1.51,ref-sifre-n.139.1.56,362214,362250,60752,60757,ref-sifre-d.344.7.27,ref-sifre-d.344.7.32,והיתה נפש אדוני צרורה בצרור החיים ,והיתה נפש אדוני צרורה בצרור החיים ,6,6,1127,1261,0.0,0.0
1262,ref-sifre-n.86.1.231-ref-sifre-n.86.1.240,ref-sifre-d.346.1.24-ref-sifre-d.346.1.31,120288,120341,18433,18442,ref-sifre-n.86.1.231,ref-sifre-n.86.1.240,363082,363125,60900,60907,ref-sifre-d.346.1.24,ref-sifre-d.346.1.31,הזקנים נאמר במדבר יא אספה לי שבעים איש מזקני ישראל ,זקנים שנאמר אספה לי שבעים איש מזקני ישראל ,10,8,605,1262,0.21568627450980393,0.375
1263,ref-sifre-n.92.1.168-ref-sifre-n.92.1.175,ref-sifre-d.346.1.24-ref-sifre-d.346.1.31,129222,129268,19983,19990,ref-sifre-n.92.1.168,ref-sifre-n.92.1.175,363082,363125,60900,60907,ref-sifre-d.346.1.24,ref-sifre-d.346.1.31,ושבעים מזקני ישראל ואל הזקנים אמר שבו לנו ,זקנים שנאמר אספה לי שבעים איש מזקני ישראל ,8,8,614,1263,0.7857142857142857,0.7
