,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,dam-lev,jac
48,ref-sifre-n.105.1.221-ref-sifre-n.105.1.226,ref-sifre-d.26.9.71-ref-sifre-d.26.9.75,143371,143401,22399,22404,ref-sifre-n.105.1.221,ref-sifre-n.105.1.226,29874,29895,5034,5038,ref-sifre-d.26.9.71,ref-sifre-d.26.9.75,ויצעק משה אל ה' כענין שנאמר ,ויצעק משה אל ה' לאמר ,6,5,634,48,0.2857142857142857,0.4285714285714286
49,ref-sifre-n.138.1.131-ref-sifre-n.138.1.141,ref-sifre-d.26.9.75-ref-sifre-d.26.9.104,249091,249141,39627,39634,ref-sifre-n.138.1.131,ref-sifre-n.138.1.141,29891,30030,5038,5059,ref-sifre-d.26.9.75,ref-sifre-d.26.9.104,כיוצא בו אתה אומר במדבר יב ויצעק משה אל ה' לאמר ,לאמר הודיעני אם אתה מרפא אותה אם לאו כיוצא בו אתה אומר ויצעק משה אל ה' לאמר הודיעני אם אתה מרפא אותה אם לאו כיוצא בו אתה אומר וידבר משה ,11,30,1117,49,0.7426470588235294,0.46153846153846156
50,ref-sifre-n.105.1.221-ref-sifre-n.105.1.226,ref-sifre-d.26.9.87-ref-sifre-d.26.9.91,143371,143401,22399,22404,ref-sifre-n.105.1.221,ref-sifre-n.105.1.226,29947,29968,5046,5050,ref-sifre-d.26.9.87,ref-sifre-d.26.9.91,ויצעק משה אל ה' כענין שנאמר ,ויצעק משה אל ה' לאמר ,6,5,635,50,0.2857142857142857,0.4285714285714286
52,ref-sifre-n.138.1.25-ref-sifre-n.138.1.33,ref-sifre-d.26.9.96-ref-sifre-d.26.9.115,248582,248624,39547,39554,ref-sifre-n.138.1.25,ref-sifre-n.138.1.33,29989,30083,5055,5069,ref-sifre-d.26.9.96,ref-sifre-d.26.9.115,אמר לו הודיעני נא אם אתה ממנה עליהם פרנסים ,אותה אם לאו כיוצא בו אתה אומר וידבר משה לפני ה' לאמר אמר לו הודיעני אם אתה ממנה עליהם פרנסים ,9,20,1111,52,0.5913978494623656,0.41666666666666663
53,ref-sifre-n.105.1.341-ref-sifre-n.105.1.350,ref-sifre-d.26.9.99-ref-sifre-d.26.9.106,143946,143993,22489,22495,ref-sifre-n.105.1.341,ref-sifre-n.105.1.350,30001,30038,5057,5061,ref-sifre-d.26.9.99,ref-sifre-d.26.9.106,כיוצא בו אתה אומר במדבר כז ויאמר משה לפני ה' ,כיוצא בו אתה אומר וידבר משה לפני ה' ,10,8,640,53,0.24444444444444444,0.33333333333333337
54,ref-sifre-n.138.1.70-ref-sifre-n.138.1.79,ref-sifre-d.26.9.99-ref-sifre-d.26.9.106,248793,248837,39580,39586,ref-sifre-n.138.1.70,ref-sifre-n.138.1.79,30001,30038,5057,5061,ref-sifre-d.26.9.99,ref-sifre-d.26.9.106,כיוצא בו אתה אומר שמות ו וידבר משה לפני ה' ,כיוצא בו אתה אומר וידבר משה לפני ה' ,10,8,1114,54,0.16279069767441862,0.125
55,ref-sifre-n.105.1.301-ref-sifre-n.105.1.311,ref-sifre-d.26.9.99-ref-sifre-d.26.9.107,143766,143815,22461,22468,ref-sifre-n.105.1.301,ref-sifre-n.105.1.311,30001,30043,5057,5062,ref-sifre-d.26.9.99,ref-sifre-d.26.9.107,כיוצא בו אתה אומר שמות ו וידבר משה לפני ה' לאמר ,כיוצא בו אתה אומר וידבר משה לפני ה' לאמר ,11,9,637,55,0.14583333333333334,0.125
56,ref-sifre-n.138.1.190-ref-sifre-n.138.1.200,ref-sifre-d.26.9.106-ref-sifre-d.26.9.111,249364,249414,39670,39677,ref-sifre-n.138.1.190,ref-sifre-n.138.1.200,30036,30061,5061,5065,ref-sifre-d.26.9.106,ref-sifre-d.26.9.111,"ה' בעת ההיא לאמר אין ת""ל לאמר אלא אמר לו הודיעני ",ה' לאמר אמר לו הודיעני אם ,11,6,1124,56,0.5918367346938775,0.5714285714285714
57,ref-sifre-n.138.1.25-ref-sifre-n.138.1.33,ref-sifre-d.26.9.108-ref-sifre-d.26.9.115,248582,248624,39547,39554,ref-sifre-n.138.1.25,ref-sifre-n.138.1.33,30044,30083,5063,5069,ref-sifre-d.26.9.108,ref-sifre-d.26.9.115,אמר לו הודיעני נא אם אתה ממנה עליהם פרנסים ,אמר לו הודיעני אם אתה ממנה עליהם פרנסים ,9,8,1112,57,0.06976744186046512,0.0
58,ref-sifre-n.138.1.220-ref-sifre-n.138.1.228,ref-sifre-d.26.9.108-ref-sifre-d.26.9.115,249498,249540,39690,39697,ref-sifre-n.138.1.220,ref-sifre-n.138.1.228,30044,30083,5063,5069,ref-sifre-d.26.9.108,ref-sifre-d.26.9.115,אמר לו הודיעני נא אם ממנה אתה עליהם פרנסים ,אמר לו הודיעני אם אתה ממנה עליהם פרנסים ,9,8,1126,58,0.18604651162790697,0.0
59,ref-sifre-n.134.5.8-ref-sifre-n.134.5.19,ref-sifre-d.26.9.108-ref-sifre-d.26.9.133,242569,242628,38502,38513,ref-sifre-n.134.5.8,ref-sifre-n.134.5.19,30044,30167,5063,5086,ref-sifre-d.26.9.108,ref-sifre-d.26.9.133,"בעת ההיא לאמר שאין ת""ל אלא א""ל הודיעני אם אני נכנס לארץ ","אמר לו הודיעני אם אתה ממנה עליהם פרנסים אם לאו כך אתה אומר בעת ההיא לאמר שאין ת""ל לאמר מה ת""ל לאמר הודיעני אם אכנס לארץ ",12,26,1081,59,0.625,0.5
60,ref-sifre-n.105.1.395-ref-sifre-n.105.1.407,ref-sifre-d.26.9.121-ref-sifre-d.26.9.133,144200,144262,22525,22534,ref-sifre-n.105.1.395,ref-sifre-n.105.1.407,30103,30167,5074,5086,ref-sifre-d.26.9.121,ref-sifre-d.26.9.133,"בעת ההיא לאמר אין ת""ל לאמר אלא שאמר לו השיבני אם אכנס לארץ ","בעת ההיא לאמר שאין ת""ל לאמר מה ת""ל לאמר הודיעני אם אכנס לארץ ",13,13,644,60,0.21311475409836064,0.4545454545454546
61,ref-sifre-n.138.1.191-ref-sifre-n.138.1.203,ref-sifre-d.26.9.121-ref-sifre-d.26.9.133,249367,249428,39671,39680,ref-sifre-n.138.1.191,ref-sifre-n.138.1.203,30103,30167,5074,5086,ref-sifre-d.26.9.121,ref-sifre-d.26.9.133,"בעת ההיא לאמר אין ת""ל לאמר אלא אמר לו הודיעני אם אכנס לארץ ","בעת ההיא לאמר שאין ת""ל לאמר מה ת""ל לאמר הודיעני אם אכנס לארץ ",13,13,1125,61,0.16393442622950818,0.2222222222222222
63,ref-sifre-n.134.5.148-ref-sifre-n.134.5.158,ref-sifre-d.27.6.1-ref-sifre-d.27.6.12,243303,243356,38634,38644,ref-sifre-n.134.5.148,ref-sifre-n.134.5.158,32248,32305,5429,5440,ref-sifre-d.27.6.1,ref-sifre-d.27.6.12,"אשר מי אל בשמים ובארץ שלא כמדת הקב""ה מדת ב""ו מדת ","אשר מי אל בשמים ובארץ שלא כמדת ב""ו מדת הקב""ה מדת ב""ו ",11,12,1085,63,0.18867924528301888,0.0
64,ref-sifre-n.134.5.238-ref-sifre-n.134.5.255,ref-sifre-d.27.7.1-ref-sifre-d.28.1.3,243761,243879,38718,38734,ref-sifre-n.134.5.238,ref-sifre-n.134.5.255,32530,32632,5482,5496,ref-sifre-d.27.7.1,ref-sifre-d.28.1.3,"אשר יעשה כמעשיך וכגבורותיך כמעשיך במצרים וכגבורותיך על הים ד""א כמעשיך וכגבורותיך על נחלי ארנון אעברה נא ואראה ","אשר יעשה כמעשיך במצרים וכגבורותיך על הים ד""א כמעשיך במצרים וכגבורותיך על הירדן אעברה נא ואראה ",18,16,1090,64,0.2909090909090909,0.25
65,ref-sifre-n.135.1.1-ref-sifre-n.135.1.11,ref-sifre-d.29.1.1-ref-sifre-d.29.1.13,244156,244214,38783,38793,ref-sifre-n.135.1.1,ref-sifre-n.135.1.11,33467,33532,5651,5661,ref-sifre-d.29.1.1,ref-sifre-d.29.1.13,ויתעבר ה' בי כאדם שאומר נתעבר בי פלוני ונתמלא עלי חימה ,ויתעבר ה' בי למענכם ולא שמע אלי רבי אליעזר אומר נתמלא עליו חימה ,11,13,1092,65,0.390625,0.7333333333333334
66,ref-sifre-n.135.1.233-ref-sifre-n.135.1.239,ref-sifre-d.29.2.17-ref-sifre-d.29.2.23,245264,245294,38974,38980,ref-sifre-n.135.1.233,ref-sifre-n.135.1.239,33655,33685,5682,5688,ref-sifre-d.29.2.17,ref-sifre-d.29.2.23,אל תוסף דבר אלי עוד בדבר הזה ,אל תוסף דבר אלי עוד בדבר הזה ,7,7,1098,66,0.0,0.0
67,ref-sifre-n.135.1.88-ref-sifre-n.135.1.97,ref-sifre-d.29.3.15-ref-sifre-d.29.3.21,244586,244632,38854,38863,ref-sifre-n.135.1.88,ref-sifre-n.135.1.97,33826,33853,5716,5722,ref-sifre-d.29.3.15,ref-sifre-d.29.3.21,משה חכם חכמים גדולים אבי נביאים לא נשא לו פנים ,משה חכם גדול לא נשא לו פנים ,10,7,1093,67,0.40425531914893614,0.19999999999999996
68,ref-sifre-n.135.1.102-ref-sifre-n.135.1.108,ref-sifre-d.29.3.33-ref-sifre-d.29.3.39,244650,244691,38867,38871,ref-sifre-n.135.1.102,ref-sifre-n.135.1.108,33910,33952,5733,5737,ref-sifre-d.29.3.33,ref-sifre-d.29.3.39,"המענים את הדין והמעותין את הדין עאכ""ו ","המענין את הדין והמעוותין את הדין עאכ""ו ",7,7,1094,68,0.05128205128205128,0.0
69,ref-sifre-n.135.1.108-ref-sifre-n.135.1.115,ref-sifre-d.29.3.98-ref-sifre-d.29.4.10,244686,244717,38871,38877,ref-sifre-n.135.1.108,ref-sifre-n.135.1.115,34236,34280,5793,5801,ref-sifre-d.29.3.98,ref-sifre-d.29.4.10,"עאכ""ו רב לך אמר לו הרבה שמור לך ","עאכ""ו ד""א ויאמר ה' אלי רב לך א""ל משה הרבה לך ",8,11,1095,69,0.5555555555555556,0.6
71,ref-sifre-n.134.4.37-ref-sifre-n.134.4.53,ref-sifre-d.29.6.3-ref-sifre-d.29.6.14,242112,242194,38425,38436,ref-sifre-n.134.4.37,ref-sifre-n.134.4.53,35107,35165,5930,5941,ref-sifre-d.29.6.3,ref-sifre-d.29.6.14,המלך משל למה הדבר דומה למלך בשר ודם שגזר על בנו שלא יכנס לפתח פלטרין שלו נכנס ,משל למלך שגזר על בנו שלא יכנס לבית לינה שלו נכנס לפתח ,17,12,1077,71,0.5128205128205128,0.46153846153846156
73,ref-sifre-n.102.1.154-ref-sifre-n.102.1.163,ref-sifre-d.29.6.23-ref-sifre-d.29.6.33,139487,139536,21753,21762,ref-sifre-n.102.1.154,ref-sifre-n.102.1.163,35212,35271,5950,5960,ref-sifre-d.29.6.23,ref-sifre-d.29.6.33,יאמר לו קרב אליך אלא מושכו במה שרוצה ומדבר עמו ,משכו ומדבר עמו כיון שבא ליכנס לקיטון אומר לו מכאן ואילך ,10,11,628,73,0.75,0.6428571428571428
74,ref-sifre-n.134.4.60-ref-sifre-n.134.4.74,ref-sifre-d.29.6.26-ref-sifre-d.29.6.37,242232,242307,38443,38456,ref-sifre-n.134.4.60,ref-sifre-n.134.4.74,35228,35286,5953,5963,ref-sifre-d.29.6.26,ref-sifre-d.29.6.37,כיון שבא ליכנס לקיטון אמר לו בני מכאן ואילך אתה אסור כך בשעה שנכנס משה ,כיון שבא ליכנס לקיטון אומר לו מכאן ואילך את אסור כך משה ,15,12,1078,74,0.23943661971830985,0.15384615384615385
75,ref-sifre-n.136.1.163-ref-sifre-n.136.1.173,ref-sifre-d.29.8.1-ref-sifre-d.29.9.4,246588,246643,39202,39211,ref-sifre-n.136.1.163,ref-sifre-n.136.1.173,35539,35632,6009,6024,ref-sifre-d.29.8.1,ref-sifre-d.29.9.4,כי הוא יעבור לפני העם הזה והוא ינחיל אותם מגיד שאין ,כי הוא יעבור לפני העם הזה אם אתה עובר לפניהם עוברים ואם לאו אין עוברים והוא ינחיל אותם אם ,11,19,1100,75,0.5555555555555556,0.4545454545454546
76,ref-sifre-n.136.2.91-ref-sifre-n.136.2.95,ref-sifre-d.30.2.4-ref-sifre-d.30.2.8,247220,247244,39309,39313,ref-sifre-n.136.2.91,ref-sifre-n.136.2.95,36185,36209,6120,6124,ref-sifre-d.30.2.4,ref-sifre-d.30.2.8,ונשב בגיא מול בית פעור ,ונשב בגיא מול בית פעור ,5,5,1106,76,0.0,0.0
77,ref-sifre-n.136.2.1-ref-sifre-n.136.2.8,ref-sifre-d.30.2.4-ref-sifre-d.30.2.9,246751,246787,39228,39234,ref-sifre-n.136.2.1,ref-sifre-n.136.2.8,36185,36213,6120,6125,ref-sifre-d.30.2.4,ref-sifre-d.30.2.9,ונשב בגיא מול בית פעור אמר להם ראו ,ונשב בגיא מול בית פעור ראו ,8,6,1101,77,0.22857142857142856,0.25
78,ref-sifre-n.40.1.28-ref-sifre-n.40.1.33,ref-sifre-d.31.1.1-ref-sifre-d.31.1.5,64402,64430,9295,9300,ref-sifre-n.40.1.28,ref-sifre-n.40.1.33,36468,36490,6171,6175,ref-sifre-d.31.1.1,ref-sifre-d.31.1.5,תשמע בקול ה' אלהיך יברכך ה' ,שמע ישראל ה' אלהינו ה' ,6,5,403,78,0.42857142857142855,0.875
80,ref-sifre-n.95.1.19-ref-sifre-n.95.1.28,ref-sifre-d.31.1.85-ref-sifre-d.31.1.91,131552,131611,20378,20387,ref-sifre-n.95.1.19,ref-sifre-n.95.1.28,36876,36925,6240,6246,ref-sifre-d.31.1.85,ref-sifre-d.31.1.91,ואני דורש בו שני דברים ודבריי נראים משל רבי הרי הוא אומר ,אני דורשן כמותו ודברי נראים מדבריו הרי הוא אומר ,12,9,618,80,0.3333333333333333,0.6
81,ref-sifre-n.95.1.31-ref-sifre-n.95.1.43,ref-sifre-d.31.2.5-ref-sifre-d.31.2.27,131612,131675,20388,20400,ref-sifre-n.95.1.31,ref-sifre-n.95.1.43,37161,37271,6288,6307,ref-sifre-d.31.2.5,ref-sifre-d.31.2.27,הצאן ובקר ישחט להם ומצא להם אפילו אתה מכניס להם כל צאן ובקר ,הצאן והבקר ישחט להם ומצא להם אם כל דגי הים יאסף להם דברי רבי עקיבא ואני אומר אפילו מכניס להם כל צאן ובקר ,13,23,620,81,0.45714285714285713,0.5
82,ref-sifre-n.95.1.91-ref-sifre-n.95.1.99,ref-sifre-d.31.2.12-ref-sifre-d.31.2.24,131924,131964,20443,20451,ref-sifre-n.95.1.91,ref-sifre-n.95.1.99,37196,37258,6295,6304,ref-sifre-d.31.2.12,ref-sifre-d.31.2.24,כל דגי הים יאסף להם אפילו אתה מכניס להם ,כל דגי הים יאסף להם דברי רבי עקיבא ואני אומר אפילו מכניס להם ,9,13,621,82,0.4098360655737705,0.5
83,ref-sifre-n.136.2.65-ref-sifre-n.136.2.71,ref-sifre-d.31.7.112-ref-sifre-d.31.8.2,247075,247109,39284,39290,ref-sifre-n.136.2.65,ref-sifre-n.136.2.71,39979,40029,6757,6765,ref-sifre-d.31.7.112,ref-sifre-d.31.8.2,ויאמר אם שמוע תשמע בקול ה' אלהיך ,אמרו הקורא את שמע ולא השמיע לאזנו יצא ה' אלהינו ,7,10,1103,83,0.5208333333333334,0.7692307692307692
85,ref-sifre-n.76.1.62-ref-sifre-n.76.1.68,ref-sifre-d.31.10.23-ref-sifre-d.31.10.30,100824,100864,15203,15209,ref-sifre-n.76.1.62,ref-sifre-n.76.1.68,40448,40485,6833,6838,ref-sifre-d.31.10.23,ref-sifre-d.31.10.30,ההם מהו אומר והיה ה' למלך על כל הארץ ,למלך על כל הארץ ביום ההוא יהיה ה' ,9,8,562,85,0.8108108108108109,0.1428571428571429
86,ref-sifre-n.119.5.50-ref-sifre-n.119.5.55,ref-sifre-d.32.12.7-ref-sifre-d.32.12.12,198771,198806,31427,31432,ref-sifre-n.119.5.50,ref-sifre-n.119.5.55,42630,42663,7196,7201,ref-sifre-d.32.12.7,ref-sifre-d.32.12.12,שהברית כרותה לכהונה כך ברית כרותה ,שהברית כרותה לארץ כך ברית כרותה ,6,6,870,86,0.14705882352941177,0.4
87,ref-sifre-n.88.1.404-ref-sifre-n.88.1.408,ref-sifre-d.33.4.26-ref-sifre-d.33.4.30,123678,123698,19033,19037,ref-sifre-n.88.1.404,ref-sifre-n.88.1.408,45484,45504,7642,7646,ref-sifre-d.33.4.26,ref-sifre-d.33.4.30,חי ה' שכבי עד הבוקר ,חי ה' שכבי עד הבוקר ,5,5,608,87,0.0,0.0
88,ref-sifre-n.118.1.283-ref-sifre-n.118.1.293,ref-sifre-d.35.6.8-ref-sifre-d.35.6.20,190486,190541,30095,30102,ref-sifre-n.118.1.283,ref-sifre-n.118.1.293,49595,49645,8311,8320,ref-sifre-d.35.6.8,ref-sifre-d.35.6.20,מיד אתה אומר תפדה מיד או אינו אלא לאחר זמן תלמוד לומר ,"יד אתה אומר בגובה של יד או אינו אלא על יד ממש ת""ל ",12,13,860,88,0.4074074074074074,0.6428571428571428
89,ref-sifre-n.118.1.283-ref-sifre-n.118.1.293,ref-sifre-d.35.7.8-ref-sifre-d.35.7.20,190486,190541,30095,30102,ref-sifre-n.118.1.283,ref-sifre-n.118.1.293,49726,49780,8337,8346,ref-sifre-d.35.7.8,ref-sifre-d.35.7.20,מיד אתה אומר תפדה מיד או אינו אלא לאחר זמן תלמוד לומר ,"יד אתה אומר בגובה של יד או אינו אלא על יד כמשמעו ת""ל ",12,13,861,89,0.42592592592592593,0.6428571428571428
90,ref-sifre-n.16.1.1-ref-sifre-n.16.1.27,ref-sifre-d.36.2.1-ref-sifre-d.36.2.17,26964,27106,4104,4125,ref-sifre-n.16.1.1,ref-sifre-n.16.1.27,51194,51271,8586,8599,ref-sifre-d.36.2.1,ref-sifre-d.36.2.17,וכתב את האלות האלה שומע אני כל אלות שבתורה תלמוד לומר האלה הכהן למה נאמר שהיה בדין נאמר כאן וכתב ונאמר להלן וכתב מה וכתב האמור להלן ,וכתבתם שומע אני על גבי אבנים הרי אתה דן נאמר כאן כתב ונאמר להלן כתב מה להלן ,27,17,98,90,0.5151515151515151,0.7142857142857143
92,ref-sifre-n.127.5.22-ref-sifre-n.127.5.38,ref-sifre-d.36.2.10-ref-sifre-d.36.2.22,224231,224307,35430,35444,ref-sifre-n.127.5.22,ref-sifre-n.127.5.38,51235,51291,8592,8603,ref-sifre-d.36.2.10,ref-sifre-d.36.2.22,נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן על פני המים אף כאן ,נאמר כאן כתב ונאמר להלן כתב מה להלן על גבי אבנים אף כאן ,17,13,987,92,0.3835616438356164,0.5384615384615384
93,ref-sifre-n.121.1.383-ref-sifre-n.121.1.396,ref-sifre-d.36.2.10-ref-sifre-d.36.2.38,203829,203894,32202,32215,ref-sifre-n.121.1.383,ref-sifre-n.121.1.396,51235,51359,8592,8615,ref-sifre-d.36.2.10,ref-sifre-d.36.2.38,נאמר כאן מלאה ונאמר להלן דברים כב מלאה מה להלן שהיא עולה אף כאן ,נאמר כאן כתב ונאמר להלן כתב מה להלן על גבי אבנים אף כאן על גבי אבנים או כלך לדרך זו נאמר כאן כתב ונאמר להלן כתב מה להלן על ,14,29,890,93,0.6585365853658537,0.625
94,ref-sifre-n.16.1.18-ref-sifre-n.16.1.27,ref-sifre-d.36.2.30-ref-sifre-d.36.2.37,27053,27106,4116,4125,ref-sifre-n.16.1.18,ref-sifre-n.16.1.27,51320,51356,8607,8614,ref-sifre-d.36.2.30,ref-sifre-d.36.2.37,נאמר כאן וכתב ונאמר להלן וכתב מה וכתב האמור להלן ,נאמר כאן כתב ונאמר להלן כתב מה להלן ,10,8,106,94,0.2653061224489796,0.33333333333333337
95,ref-sifre-n.121.1.383-ref-sifre-n.121.1.396,ref-sifre-d.36.2.30-ref-sifre-d.36.2.42,203829,203894,32202,32215,ref-sifre-n.121.1.383,ref-sifre-n.121.1.396,51320,51379,8607,8619,ref-sifre-d.36.2.30,ref-sifre-d.36.2.42,נאמר כאן מלאה ונאמר להלן דברים כב מלאה מה להלן שהיא עולה אף כאן ,נאמר כאן כתב ונאמר להלן כתב מה להלן על הספר ובדיו אף כאן ,14,13,887,95,0.421875,0.5384615384615384
96,ref-sifre-n.16.1.18-ref-sifre-n.16.1.26,ref-sifre-d.36.2.56-ref-sifre-d.36.2.64,27053,27101,4116,4124,ref-sifre-n.16.1.18,ref-sifre-n.16.1.26,51448,51490,8632,8640,ref-sifre-d.36.2.56,ref-sifre-d.36.2.64,נאמר כאן וכתב ונאמר להלן וכתב מה וכתב האמור ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור ,9,9,105,96,0.06818181818181818,0.33333333333333337
97,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,ref-sifre-d.36.2.56-ref-sifre-d.36.2.65,21749,21797,3269,3278,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,51448,51495,8632,8641,ref-sifre-d.36.2.56,ref-sifre-d.36.2.65,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,10,10,11,97,0.2127659574468085,0.33333333333333337
98,ref-sifre-n.12.1.11-ref-sifre-n.12.1.20,ref-sifre-d.36.2.56-ref-sifre-d.36.2.65,23318,23372,3535,3544,ref-sifre-n.12.1.11,ref-sifre-n.12.1.20,51448,51495,8632,8641,ref-sifre-d.36.2.56,ref-sifre-d.36.2.65,נאמר כאן שבועה ונאמר להלן שבועה מה שבועה האמורה להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,10,10,53,98,0.3018867924528302,0.33333333333333337
99,ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-sifre-d.36.2.56-ref-sifre-d.36.2.65,45379,45426,6782,6791,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,51448,51495,8632,8641,ref-sifre-d.36.2.56,ref-sifre-d.36.2.65,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,10,10,234,99,0.1956521739130435,0.33333333333333337
100,ref-sifre-n.30.1.833-ref-sifre-n.30.1.842,ref-sifre-d.36.2.56-ref-sifre-d.36.2.65,53512,53562,7816,7825,ref-sifre-n.30.1.833,ref-sifre-n.30.1.842,51448,51495,8632,8641,ref-sifre-d.36.2.56,ref-sifre-d.36.2.65,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,10,10,304,100,0.24489795918367346,0.33333333333333337
