,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
1389,ref-bible.0301.141.2.1-ref-bible.0301.141.2.8,ref-sifre-d.41.26.5-ref-sifre-d.41.26.12,1251859,1251898,213164,213171,ref-bible.301.141.2.1,ref-bible.301.141.2.8,72206,72246,12156,12163,ref-sifre-d.41.26.5,ref-sifre-d.41.26.12,תכון תפלתי קטרת לפניך משאת כפי מנחת ערב ,תכון תפלתי קטורת לפניך משאת כפי מנחת ערב ,8,8,1389,289,0.024390243902439025,0.024390243902439046,0.024390243902439025
1390,ref-bible.0301.141.6.1-ref-bible.0301.141.6.6,ref-sifre-d.26.3.70-ref-sifre-d.26.4.3,1252083,1252117,213207,213212,ref-bible.301.141.6.1,ref-bible.301.141.6.6,27739,27776,4649,4655,ref-sifre-d.26.3.70,ref-sifre-d.26.4.3,נשמטו בידי סלע שפטיהם ושמעו אמרי ,נשמטו בידי סלע שופטיהם דוד המלך אמר ,6,7,1390,129,0.2222222222222222,0.23076923076923073,0.19444444444444445
1391,ref-bible.0301.145.17.1-ref-bible.0301.145.18.2,ref-sifre-d.49.1.62-ref-sifre-d.49.1.71,1254655,1254703,213670,213678,ref-bible.301.145.17.1,ref-bible.301.145.18.2,96757,96804,16222,16231,ref-sifre-d.49.1.62,ref-sifre-d.49.1.71,צדיק יהוה בכל דרכיו וחסיד בכל מעשיו קרוב יהוה ,צדיק ה' בכל דרכיו וחסיד בכל מעשיו אף אתה הוי ,9,10,1391,395,0.2391304347826087,0.25,0.1956521739130435
1392,ref-bible.0302.1.9.1-ref-bible.0302.1.9.7,ref-sifre-d.48.7.40-ref-sifre-d.48.7.46,1257507,1257545,214175,214181,ref-bible.302.1.9.1,ref-bible.302.1.9.7,93466,93505,15700,15706,ref-sifre-d.48.7.40,ref-sifre-d.48.7.46,כי לוית חן הם לראשך וענקים לגרגרתיך ,כי לוית חן הם לראשך וענקים לגרגרותיך ,7,7,1392,380,0.02702702702702703,0.027027027027026973,0.02702702702702703
1393,ref-bible.0302.3.4.1-ref-bible.0302.3.4.7,ref-sifre-d.79.5.21-ref-sifre-d.79.5.33,1259426,1259463,214529,214535,ref-bible.302.3.4.1,ref-bible.302.3.4.7,126980,127048,21205,21215,ref-sifre-d.79.5.21,ref-sifre-d.79.5.33,ומצא חן ושכל טוב בעיני אלהים ואדם ,והטוב בעיני שמים אדם וכן הוא אומר ומצא חן ושכל טוב בעיני אלהים ,7,13,1393,528,0.6190476190476191,0.46031746031746035,0.5396825396825397
1395,ref-bible.0302.3.8.1-ref-bible.0302.3.8.5,ref-sifre-d.48.7.34-ref-sifre-d.48.7.38,1259579,1259611,214558,214562,ref-bible.302.3.8.1,ref-bible.302.3.8.5,93425,93458,15694,15698,ref-sifre-d.48.7.34,ref-sifre-d.48.7.38,רפאות תהי לשרך ושקוי לעצמותיך ,רפאות תהיה לשרך ושקוי לעצמותיך ,5,5,1395,379,0.03225806451612903,0.032258064516129004,0.03225806451612903
1396,ref-bible.0302.3.12.3-ref-bible.0302.3.12.10,ref-sifre-d.32.9.10-ref-sifre-d.32.9.17,1259734,1259770,214584,214590,ref-bible.302.3.12.3,ref-bible.302.3.12.10,42240,42274,7130,7136,ref-sifre-d.32.9.10,ref-sifre-d.32.9.17,אשר יאהב יהוה יוכיח וכאב את בן ירצה ,אשר יאהב ה' יוכיח וכאב את בן ירצה ,8,8,1396,180,0.08333333333333333,0.10810810810810811,0.08333333333333333
1397,ref-bible.0302.3.15.1-ref-bible.0302.3.15.9,ref-sifre-d.48.5.174-ref-sifre-d.48.5.181,1259842,1259889,214605,214613,ref-bible.302.3.15.1,ref-bible.302.3.15.9,92763,92802,15576,15583,ref-sifre-d.48.5.174,ref-sifre-d.48.5.181,יקרה היא מפניים מפנינים וכל חפציך לא ישוו בה ,יקרה היא מפנינים וכל חפצים לא ישוו בה ,9,8,1397,376,0.17777777777777778,0.15555555555555556,0.17777777777777778
1398,ref-bible.0302.3.18.1-ref-bible.0302.3.18.7,ref-sifre-d.48.12.43-ref-sifre-d.48.12.49,1259961,1259998,214626,214632,ref-bible.302.3.18.1,ref-bible.302.3.18.7,96018,96057,16098,16104,ref-sifre-d.48.12.43,ref-sifre-d.48.12.49,עץ חיים היא למחזיקים בה ותמכיה מאשר ,עץ חיים היא למחזיקים בה ותומכיה מאושר ,7,7,1398,391,0.05263157894736842,0.052631578947368474,0.05263157894736842
1399,ref-bible.0302.4.2.2-ref-bible.0302.4.2.7,ref-sifre-d.43.35.26-ref-sifre-d.43.35.31,1260695,1260720,214766,214771,ref-bible.302.4.2.2,ref-bible.302.4.2.7,85800,85825,14430,14435,ref-sifre-d.43.35.26,ref-sifre-d.43.35.31,לקח טוב נתתי לכם תורתי אל ,לקח טוב נתתי לכם תורתי אל ,6,6,1399,355,0.0,0.0,0.0
1400,ref-bible.0302.4.9.1-ref-bible.0302.4.9.7,ref-sifre-d.48.7.48-ref-sifre-d.48.7.54,1260955,1260990,214818,214824,ref-bible.302.4.9.1,ref-bible.302.4.9.7,93513,93548,15708,15714,ref-sifre-d.48.7.48,ref-sifre-d.48.7.54,תתן לראשך לוית חן עטרת תפארת תמגנך ,תתן לראשך לוית חן עטרת תפארת תמגנך ,7,7,1400,381,0.0,0.0,0.0
1401,ref-bible.0302.4.9.1-ref-bible.0302.4.9.7,ref-sifre-d.48.12.51-ref-sifre-d.48.12.59,1260955,1260990,214818,214824,ref-bible.302.4.9.1,ref-bible.302.4.9.7,96065,96112,16106,16113,ref-sifre-d.48.12.51,ref-sifre-d.48.12.59,תתן לראשך לוית חן עטרת תפארת תמגנך ,תתן לראשך לוית חן בעולם הזה עטרת תפארת תמגנך ,7,9,1401,392,0.2222222222222222,0.2222222222222222,0.2222222222222222
1402,ref-bible.0302.5.15.4-ref-bible.0302.5.16.3,ref-sifre-d.306.28.24-ref-sifre-d.306.28.29,1262190,1262227,215054,215059,ref-bible.302.5.15.4,ref-bible.302.5.16.3,305573,305611,51135,51140,ref-sifre-d.306.28.24,ref-sifre-d.306.28.29,ונזלים מתוך בארך יפוצו מעינתיך חוצה ,ונוזלים מתוך בארך יפוצו מעייניך חוצה ,6,6,1402,1162,0.08108108108108109,0.07894736842105265,0.05405405405405406
1403,ref-bible.0302.5.17.1-ref-bible.0302.5.17.6,ref-sifre-d.34.6.40-ref-sifre-d.34.6.45,1262245,1262274,215063,215068,ref-bible.302.5.17.1,ref-bible.302.5.17.6,47376,47405,7962,7967,ref-sifre-d.34.6.40,ref-sifre-d.34.6.45,יהיו לך לבדך ואין לזרים אתך ,יהיו לך לבדך ואין לזרים אתך ,6,6,1403,201,0.0,0.0,0.0
1404,ref-bible.0302.6.6.1-ref-bible.0302.6.8.3,ref-sifre-d.306.1.250-ref-sifre-d.306.1.263,1262724,1262797,215153,215167,ref-bible.302.6.6.1,ref-bible.302.6.8.3,296425,296488,49634,49646,ref-sifre-d.306.1.250,ref-sifre-d.306.1.263,לך אל נמלה עצל ראה דרכיה וחכם אשר אין לה קצין שטר ומשל תכין בקיץ לחמה ,לך אל נמלה עצל ראה דרכיה וחכם אשר אין לה קצין תכין בקיץ לחמה ,16,14,1404,1140,0.12857142857142856,0.12857142857142856,0.12857142857142856
1405,ref-bible.0302.6.22.2-ref-bible.0302.6.22.7,ref-sifre-d.34.8.2-ref-sifre-d.34.8.11,1263314,1263348,215270,215275,ref-bible.302.6.22.2,ref-bible.302.6.22.7,47499,47557,7982,7990,ref-sifre-d.34.8.2,ref-sifre-d.34.8.11,תנחה אתך בשכבך תשמר עליך והקיצות ,תנחה אותך בעולם הזה בשכבך תשמר עליך בשעת מיתה והקיצות ,6,10,1405,203,0.3888888888888889,0.38888888888888884,0.3888888888888889
1406,ref-bible.0302.6.22.2-ref-bible.0302.6.22.8,ref-sifre-d.34.7.6-ref-sifre-d.34.7.12,1263314,1263352,215270,215276,ref-bible.302.6.22.2,ref-bible.302.6.22.8,47443,47483,7973,7979,ref-sifre-d.34.7.6,ref-sifre-d.34.7.12,תנחה אתך בשכבך תשמר עליך והקיצות היא ,תנחה אותך ובשכבך תשמר עליו והקיצות היא ,7,7,1406,202,0.07692307692307693,0.09999999999999998,0.07692307692307693
1407,ref-bible.0302.6.23.1-ref-bible.0302.6.23.9,ref-sifre-d.32.16.5-ref-sifre-d.32.16.13,1263359,1263403,215278,215286,ref-bible.302.6.23.1,ref-bible.302.6.23.9,43134,43178,7273,7281,ref-sifre-d.32.16.5,ref-sifre-d.32.16.13,כי נר מצוה ותורה אור ודרך חיים תוכחות מוסר ,כי נר מצוה ותורה אור ודרך חיים תוכחות מוסר ,9,9,1407,184,0.0,0.0,0.0
1408,ref-bible.0302.6.27.1-ref-bible.0302.6.30.1,ref-sifre-d.345.2.50-ref-sifre-d.345.2.73,1263526,1263648,215311,215336,ref-bible.302.6.27.1,ref-bible.302.6.30.1,362809,362924,60849,60872,ref-sifre-d.345.2.50,ref-sifre-d.345.2.73,היחתה איש אש בחיקו ובגדיו לא תשרפנה אם יהלך איש על הגחלים ורגליו לא תכוינה כן הבא אל אשת רעהו לא ינקה כל הנגע בה לא ,היחתה איש אש בחיקו ובגדיו לא תשרפנה אם יהלך איש על הגחלים ורגליו לא תכוינה כן הבא אל אשת רעהו כל הנוגע בה לא ,26,24,1408,1422,0.07758620689655173,0.07692307692307687,0.06896551724137931
1409,ref-bible.0302.7.3.1-ref-bible.0302.7.4.7,ref-sifre-d.34.1.21-ref-sifre-d.34.1.35,1263939,1264007,215396,215408,ref-bible.302.7.3.1,ref-bible.302.7.4.7,45752,45831,7691,7704,ref-sifre-d.34.1.21,ref-sifre-d.34.1.35,קשרם על אצבעתיך כתבם על לוח לבך אמר לחכמה אחתי את ומדע לבינה תקרא ,אמור לחכמה אחותי את ומודע לבינה תקרא ואומר קשרם על אצבעותיך ענדם על לוח לבך ,14,15,1409,194,0.7368421052631579,0.20253164556962022,0.5526315789473685
1411,ref-bible.0302.7.9.1-ref-bible.0302.7.9.6,ref-sifre-d.87.12.12-ref-sifre-d.87.12.17,1264148,1264183,215435,215440,ref-bible.302.7.9.1,ref-bible.302.7.9.6,132095,132130,22072,22077,ref-sifre-d.87.12.12,ref-sifre-d.87.12.17,בנשף בערב יום באישון לילה ואפלה ,בנשף בערב יום באישון לילה ואפלה ,6,6,1411,561,0.0,0.0,0.0
1412,ref-bible.0302.7.26.1-ref-bible.0302.7.26.7,ref-sifre-d.306.27.51-ref-sifre-d.306.27.56,1264809,1264845,215558,215564,ref-bible.302.7.26.1,ref-bible.302.7.26.7,305415,305450,51111,51116,ref-sifre-d.306.27.51,ref-sifre-d.306.27.56,כי רבים חללים הפילה ועצמים כל הרגיה ,כי רבים חללים הפילה ועצומים הרוגיה ,7,6,1412,1161,0.1388888888888889,0.13157894736842102,0.08333333333333333
1413,ref-bible.0302.8.11.4-ref-bible.0302.8.11.9,ref-sifre-d.48.5.176-ref-sifre-d.48.5.181,1265247,1265277,215641,215646,ref-bible.302.8.11.4,ref-bible.302.8.11.9,92772,92802,15578,15583,ref-sifre-d.48.5.176,ref-sifre-d.48.5.181,מפנינים וכל חפצים לא ישוו בה ,מפנינים וכל חפצים לא ישוו בה ,6,6,1413,377,0.0,0.0,0.0
1414,ref-bible.0302.9.8.1-ref-bible.0302.9.8.8,ref-sifre-d.1.8.70-ref-sifre-d.1.8.77,1266479,1266517,215873,215880,ref-bible.302.9.8.1,ref-bible.302.9.8.8,1923,1961,317,324,ref-sifre-d.1.8.70,ref-sifre-d.1.8.77,אל תוכח לץ פן ישנאך הוכח לחכם ויאהבך ,אל תוכח לץ פן ישנאך הוכח לחכם ויאהבך ,8,8,1414,4,0.0,0.0,0.0
1415,ref-bible.0302.18.8.1-ref-bible.0302.18.8.7,ref-sifre-d.24.1.11-ref-sifre-d.24.1.31,1276417,1276455,217813,217819,ref-bible.302.18.8.1,ref-bible.302.18.8.7,25219,25342,4226,4244,ref-sifre-d.24.1.11,ref-sifre-d.24.1.31,דברי נרגן כמתלהמים והם ירדו חדרי בטן ,דברים כמתלהמים ומתרגנים כמתלהמים שנ' דברי נרגן כמתלהמים אבל סכין ירדה מן השמים ובקעה את כריסן שנא' והם ירדו חדרי בטן ,7,21,1415,116,0.6837606837606838,0.6837606837606838,0.6837606837606838
1416,ref-bible.0302.18.21.1-ref-bible.0302.18.21.7,ref-sifre-d.54.1.49-ref-sifre-d.54.1.57,1276930,1276968,217910,217916,ref-bible.302.18.21.1,ref-bible.302.18.21.7,103576,103623,17354,17361,ref-sifre-d.54.1.49,ref-sifre-d.54.1.57,מות וחיים ביד לשון ואהביה יאכל פריה ,מות וחיים ביד לשון אוהב את הטוב אוכל הפירות ,7,9,1416,450,0.3409090909090909,0.26086956521739135,0.29545454545454547
1417,ref-bible.0302.18.23.1-ref-bible.0302.18.23.6,ref-sifre-d.26.1.10-ref-sifre-d.26.1.15,1277003,1277035,217924,217929,ref-bible.302.18.23.1,ref-bible.302.18.23.6,26788,26820,4479,4484,ref-sifre-d.26.1.10,ref-sifre-d.26.1.15,תחנונים ידבר רש ועשיר יענה עזות ,תחנונים ידבר רש ועשיר יענה עזות ,6,6,1417,126,0.0,0.0,0.0
1418,ref-bible.0302.22.22.2-ref-bible.0302.22.23.8,ref-sifre-d.9.2.112-ref-sifre-d.9.2.128,1281362,1281437,218795,218810,ref-bible.302.22.22.2,ref-bible.302.22.23.8,13703,13777,2305,2320,ref-sifre-d.9.2.112,ref-sifre-d.9.2.128,תגזל דל כי דל הוא ואל תדכא עני בשער כי יהוה יריב ריבם וקבע את קבעיהם נפש ,תגזל דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש ,17,17,1418,67,0.0547945205479452,0.04054054054054057,0.0410958904109589
1419,ref-bible.0302.23.5.3-ref-bible.0302.23.5.14,ref-sifre-d.48.8.69-ref-sifre-d.48.8.79,1281825,1281886,218886,218897,ref-bible.302.23.5.3,ref-bible.302.23.5.14,93977,94032,15773,15783,ref-sifre-d.48.8.69,ref-sifre-d.48.8.79,עיניך בו ואיננו כי עשה יעשה לו כנפים כנשר ועיף יעוף השמים ,עיניך בו ואיננו כי עשה יעשה לו כנפים כנשר יעוף השמים ,12,11,1419,382,0.08620689655172414,0.08620689655172409,0.08620689655172414
1420,ref-bible.0302.23.15.1-ref-bible.0302.23.15.8,ref-sifre-d.48.10.91-ref-sifre-d.48.10.106,1282247,1282277,218968,218975,ref-bible.302.23.15.1,ref-bible.302.23.15.8,95376,95449,15991,16006,ref-sifre-d.48.10.91,ref-sifre-d.48.10.106,בני אם חכם לבך ישמח לבי גם אני ,חכם בני ושמח לבי ואשיבה חורפי דבר ואומר בני אם חכם לבך ישמח לבי גם אני ,8,16,1420,388,0.5633802816901409,0.5633802816901409,0.5633802816901409
1421,ref-bible.0302.23.15.1-ref-bible.0302.23.15.8,ref-sifre-d.48.10.99-ref-sifre-d.48.10.106,1282247,1282277,218968,218975,ref-bible.302.23.15.1,ref-bible.302.23.15.8,95419,95449,15999,16006,ref-sifre-d.48.10.99,ref-sifre-d.48.10.106,בני אם חכם לבך ישמח לבי גם אני ,בני אם חכם לבך ישמח לבי גם אני ,8,8,1421,389,0.0,0.0,0.0
1422,ref-bible.0302.23.20.1-ref-bible.0302.23.21.7,ref-sifre-d.219.4.63-ref-sifre-d.219.4.89,1282425,1282495,219001,219014,ref-bible.302.23.20.1,ref-bible.302.23.21.7,222572,222715,37164,37188,ref-sifre-d.219.4.63,ref-sifre-d.219.4.89,אל תהי בסבאי יין בזללי בשר למו כי סבא וזולל יורש וקרעים תלביש נומה ,וסובא זולל בבשר וסובא ביין אף על פי שאין ראיה לדבר זכר לדבר אל תהי בסובאי יין בזוללי בשר למו ואומר זולל וסובא יורש וקרעים תלביש נומה ,14,27,1422,899,0.556390977443609,0.49624060150375937,0.5413533834586466
1424,ref-bible.0302.24.30.1-ref-bible.0302.24.30.10,ref-sifre-d.48.3.92-ref-sifre-d.48.3.105,1284266,1284306,219359,219368,ref-bible.302.24.30.1,ref-bible.302.24.30.10,90971,91028,15266,15279,ref-sifre-d.48.3.92,ref-sifre-d.48.3.105,על שדה איש עצל עברתי ועל כרם אדם חסר לב ,על שדה איש עצל עברתי זה שקנה שדה כבר ועל כרם אדם חסר לב ,10,14,1424,372,0.2857142857142857,0.2857142857142857,0.2857142857142857
1425,ref-bible.0302.24.30.1-ref-bible.0302.24.31.2,ref-sifre-d.48.3.123-ref-sifre-d.48.3.138,1284266,1284316,219359,219370,ref-bible.302.24.30.1,ref-bible.302.24.31.2,91111,91176,15297,15312,ref-sifre-d.48.3.123,ref-sifre-d.48.3.138,על שדה איש עצל עברתי ועל כרם אדם חסר לב והנה עלה ,על שדה איש עצל עברתי ועל כרם אדם חסר לב ולמה נקרא שמו חסר לב על ,12,16,1425,373,0.28125,0.28787878787878785,0.265625
1426,ref-bible.0302.24.31.5-ref-bible.0302.24.31.10,ref-sifre-d.48.3.165-ref-sifre-d.48.3.173,1284328,1284360,219373,219378,ref-bible.302.24.31.5,ref-bible.302.24.31.10,91321,91369,15339,15346,ref-sifre-d.48.3.165,ref-sifre-d.48.3.173,כסו פניו חרלים וגדר אבניו נהרסה ,כסו פניו חרולים ועוד הוא אומר וגדר אבניו נהרסה ,6,9,1426,374,0.3191489361702128,0.3191489361702128,0.3191489361702128
1427,ref-bible.0302.25.1.1-ref-bible.0302.25.1.10,ref-sifre-d.32.18.16-ref-sifre-d.32.18.25,1284472,1284520,219400,219409,ref-bible.302.25.1.1,ref-bible.302.25.1.10,44081,44130,7417,7426,ref-sifre-d.32.18.16,ref-sifre-d.32.18.25,גם אלה משלי שלמה אשר העתיקו אנשי חזקיה מלך יהודה ,גם אלה משלי שלמה אשר העתיקו אנשי חזקיה מלך יהודה ,10,10,1427,186,0.0,0.0,0.0
1428,ref-bible.0302.25.21.1-ref-bible.0302.25.22.6,ref-sifre-d.45.1.119-ref-sifre-d.45.1.137,1285302,1285369,219569,219583,ref-bible.302.25.21.1,ref-bible.302.25.22.6,86810,86901,14603,14620,ref-sifre-d.45.1.119,ref-sifre-d.45.1.137,אם רעב שנאך האכלהו לחם ואם צמא השקהו מים כי גחלים אתה חתה על ראשו ,אם רעב שונאך האכילהו לחם האכילהו לחמה של תורה ואם צמא השקהו מים כי גחלים אתה חותה על ראשו ,15,19,1428,361,0.26666666666666666,0.2666666666666667,0.26666666666666666
1429,ref-bible.0302.26.22.1-ref-bible.0302.26.22.7,ref-sifre-d.24.1.11-ref-sifre-d.24.1.31,1286449,1286487,219796,219802,ref-bible.302.26.22.1,ref-bible.302.26.22.7,25219,25342,4226,4244,ref-sifre-d.24.1.11,ref-sifre-d.24.1.31,דברי נרגן כמתלהמים והם ירדו חדרי בטן ,דברים כמתלהמים ומתרגנים כמתלהמים שנ' דברי נרגן כמתלהמים אבל סכין ירדה מן השמים ובקעה את כריסן שנא' והם ירדו חדרי בטן ,7,21,1429,117,0.6837606837606838,0.6837606837606838,0.6837606837606838
1430,ref-bible.0302.27.7.1-ref-bible.0302.27.7.9,ref-sifre-d.48.4.9-ref-sifre-d.48.4.22,1286949,1286988,219894,219902,ref-bible.302.27.7.1,ref-bible.302.27.7.9,91619,91686,15386,15399,ref-sifre-d.48.4.9,ref-sifre-d.48.4.22,נפש שבעה תבוס נפת ונפש רעבה כל מר מתוק ,נפש שבעה תבוס נופת זה תלמיד שלא למד מתחילתו ונפש רעבה כל מר מתוק ,9,14,1430,375,0.4,0.4,0.4
1431,ref-bible.0302.27.11.1-ref-bible.0302.27.11.7,ref-sifre-d.48.10.91-ref-sifre-d.48.10.97,1287150,1287184,219936,219942,ref-bible.302.27.11.1,ref-bible.302.27.11.7,95376,95411,15991,15997,ref-sifre-d.48.10.91,ref-sifre-d.48.10.97,חכם בני ושמח לבי ואשיבה חרפי דבר ,חכם בני ושמח לבי ואשיבה חורפי דבר ,7,7,1431,387,0.029411764705882353,0.02941176470588236,0.029411764705882353
1432,ref-bible.0303.1.18.2-ref-bible.0303.1.19.4,ref-sifre-d.318.2.20-ref-sifre-d.318.2.33,1294135,1294227,221265,221281,ref-bible.303.1.18.2,ref-bible.303.1.19.4,327720,327795,54866,54879,ref-sifre-d.318.2.20,ref-sifre-d.318.2.33,זה מדבר וזה בא ויאמר בניך ובנותיך אכלים ושתים יין בבית אחיהם הבכור והנה רוח גדולה באה ,זה מדבר וזה בא ויאמר בניך ובנותיך אוכלים ושותים יין והנה רוח גדולה באה ,17,14,1432,1237,0.22093023255813954,0.1954022988505747,0.19767441860465115
1433,ref-bible.0303.2.3.5-ref-bible.0303.2.3.9,ref-sifre-d.27.3.170-ref-sifre-d.27.3.174,1294684,1294705,221356,221360,ref-bible.303.2.3.5,ref-bible.303.2.3.9,31758,31779,5350,5354,ref-sifre-d.27.3.170,ref-sifre-d.27.3.174,השמת לבך אל עבדי איוב ,השמת לבך אל עבדי איוב ,5,5,1433,135,0.0,0.0,0.0
1434,ref-bible.0303.2.4.6-ref-bible.0303.2.4.14,ref-sifre-d.32.17.38-ref-sifre-d.32.17.46,1294825,1294864,221381,221389,ref-bible.303.2.4.6,ref-bible.303.2.4.14,43456,43495,7323,7331,ref-sifre-d.32.17.38,ref-sifre-d.32.17.46,עור בעד עור וכל אשר לאיש יתן בעד נפשו ,עור בעד עור וכל אשר לאיש יתן בעד נפשו ,9,9,1434,185,0.0,0.0,0.0
1435,ref-bible.0303.2.9.1-ref-bible.0303.2.10.16,ref-sifre-d.32.7.50-ref-sifre-d.32.7.74,1295087,1295217,221430,221453,ref-bible.303.2.9.1,ref-bible.303.2.10.16,41785,41911,7060,7082,ref-sifre-d.32.7.50,ref-sifre-d.32.7.74,ותאמר לו אשתו עדך מחזיק בתמתך ברך אלהים ומת ויאמר אליה כדבר אחת הנבלות תדברי גם את הטוב נקבל מאת האלהים ואת הרע לא נקבל ,אשתו אומרת לו עודך מחזיק בתומתך ברך אלהים ומת אמר לה כדבר אחת הנבלות תדברי גם את הטוב נקבל מאת האלהים ואת הרע לא נקבל ,25,25,1435,178,0.13333333333333333,0.03305785123966942,0.08333333333333333
1437,ref-bible.0303.4.21.1-ref-bible.0303.4.21.7,ref-sifre-d.309.3.41-ref-sifre-d.309.3.47,1297378,1297412,221850,221856,ref-bible.303.4.21.1,ref-bible.303.4.21.7,315709,315743,52809,52815,ref-sifre-d.309.3.41,ref-sifre-d.309.3.47,הלא נסע יתרם בם ימותו ולא בחכמה ,הלא נסע יתרם בם ימותו ולא בחכמה ,7,7,1437,1185,0.0,0.0,0.0
1438,ref-bible.0303.5.10.1-ref-bible.0303.5.11.3,ref-sifre-d.42.1.24-ref-sifre-d.42.2.3,1297777,1297839,221929,221939,ref-bible.303.5.10.1,ref-bible.303.5.11.3,73063,73121,12306,12316,ref-sifre-d.42.1.24,ref-sifre-d.42.2.3,הנתן מטר על פני ארץ ושלח מים על פני חוצות לשום שפלים למרום ,הנותן מטר על פני ארץ ושולח מים על פני חוצות רבי נתן אומר ,13,13,1438,293,0.2542372881355932,0.24242424242424243,0.2033898305084746
1439,ref-bible.0303.5.22.4-ref-bible.0303.5.23.9,ref-sifre-d.50.2.14-ref-sifre-d.50.2.26,1298257,1298321,222015,222025,ref-bible.303.5.22.4,ref-bible.303.5.23.9,97775,97839,16392,16402,ref-sifre-d.50.2.14,ref-sifre-d.50.2.26,ומחית הארץ אל תירא כי עם אבני השדה בריתך וחית השדה השלמה לך ,החיה והלא כבר נאמר כי עם אבני השדה בריתך וחית השדה השלמה לך ,13,13,1439,398,0.23333333333333334,0.15384615384615385,0.15
1440,ref-bible.0303.12.5.1-ref-bible.0303.12.6.10,ref-sifre-d.43.10.62-ref-sifre-d.43.10.78,1304338,1304438,223210,223226,ref-bible.303.12.5.1,ref-bible.303.12.6.10,77993,78096,13111,13127,ref-sifre-d.43.10.62,ref-sifre-d.43.10.78,לפיד בוז לעשתות שאנן נכון למועדי רגל ישליו אהלים לשדדים ובטחות למרגיזי אל לאשר הביא אלוה בידו ,לפיד בוז לעשתות שאנן נכון למועדי רגל ישליו אוהלים לשודדים ובטוחות למרגיזי אל לאשר הביא אלוה בידו ,17,17,1440,319,0.030927835051546393,0.030927835051546393,0.030927835051546393
1441,ref-bible.0303.12.8.1-ref-bible.0303.12.8.8,ref-sifre-d.306.1.230-ref-sifre-d.306.1.237,1304487,1304525,223236,223243,ref-bible.303.12.8.1,ref-bible.303.12.8.8,296320,296359,49616,49623,ref-sifre-d.306.1.230,ref-sifre-d.306.1.237,או שיח לארץ ותרך ויספרו לך דגי הים ,או שיח לארץ ותורך ויספרו לך דגי הים ,8,8,1441,1139,0.027777777777777776,0.02777777777777779,0.027777777777777776
1442,ref-bible.0303.12.10.1-ref-bible.0303.12.10.9,ref-sifre-d.40.2.23-ref-sifre-d.40.2.31,1304565,1304601,223253,223261,ref-bible.303.12.10.1,ref-bible.303.12.10.9,64601,64637,10894,10902,ref-sifre-d.40.2.23,ref-sifre-d.40.2.31,אשר בידו נפש כל חי ורוח כל בשר איש ,אשר בידו נפש כל חי ורוח כל בשר איש ,9,9,1442,244,0.0,0.0,0.0
1443,ref-bible.0303.15.18.1-ref-bible.0303.15.19.8,ref-sifre-d.348.1.26-ref-sifre-d.348.1.39,1307656,1307728,223856,223869,ref-bible.303.15.18.1,ref-bible.303.15.19.8,365266,365336,61259,61272,ref-sifre-d.348.1.26,ref-sifre-d.348.1.39,אשר חכמים יגידו ולא כחדו מאבותם להם לבדם נתנה הארץ ולא עבר זר בתוכם ,אשר חכמים יגידו ולא כחדו מאבותם להם לבדם נתנה ארץ ולא עבר זר בתוכם ,14,14,1443,1428,0.014705882352941176,0.014705882352941124,0.014705882352941176
1444,ref-bible.0303.15.27.2-ref-bible.0303.15.27.8,ref-sifre-d.318.6.15-ref-sifre-d.318.6.21,1308016,1308050,223926,223932,ref-bible.303.15.27.2,ref-bible.303.15.27.8,328433,328467,54982,54988,ref-sifre-d.318.6.15,ref-sifre-d.318.6.21,כסה פניו בחלבו ויעש פימה עלי כסל ,כסה פניו בחלבו ויעש פימה עלי כסל ,7,7,1444,1239,0.0,0.0,0.0
1445,ref-bible.0303.20.27.1-ref-bible.0303.20.27.6,ref-sifre-d.306.3.68-ref-sifre-d.306.3.78,1312676,1312708,224811,224816,ref-bible.303.20.27.1,ref-bible.303.20.27.6,297777,297839,49870,49880,ref-sifre-d.306.3.68,ref-sifre-d.306.3.78,יגלו שמים עונו וארץ מתקוממה לו ,יגלו שמים עוונו ומנין שאף הארץ מודעת שנא' וארץ מתקוממה לו ,6,11,1445,1145,0.46551724137931033,0.4655172413793104,0.46551724137931033
1446,ref-bible.0303.21.10.1-ref-bible.0303.21.14.4,ref-sifre-d.43.8.12-ref-sifre-d.43.8.37,1313087,1313257,224884,224913,ref-bible.303.21.10.1,ref-bible.303.21.14.4,76806,76952,12907,12932,ref-sifre-d.43.8.12,ref-sifre-d.43.8.37,שורו עבר ולא יגעל תפלט פרתו ולא תשכל ישלחו כצאן עויליהם וילדיהם ירקדון ישאו כתף וכנור וישמחו לקול עוגב יבלו יכלו בטוב ימיהם וברגע שאול יחתו ויאמרו לאל סור ממנו ,שורו עיבר ולא יגעיל תפלט פרתו ולא תשכל ישאו בתוף וכנור וישמחו לקול עוגב יבלו ימיהם בטוב ושנותם בנעימים היא גרמה להם ויאמרו לאל סור ממנו ,30,26,1446,311,0.4,0.22754491017964074,0.31875
