lemma	pointer_in_volume	details								
 ?????????Symmachus	Vol-2-G_M-d8e16582-person	Epitaph	 Jaffa	 Clermont-Ganneau 						
 ?????????Symmachus	Vol-2-G_M-d8e16611-person	Sarcophagus	 Hammat Tiberias	 Slousch 						
 ?????????Symmachus	Vol-2-G_M-d8e16644-person	Epitaph	 Beth She‘arim	catacomb 13 						
 ?????????Symmachus	Vol-2-G_M-d8e16676-person	Epitaph	 Caesarea 							
 ?????????Symmachus	Vol-3-G_M-d8e72648-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 ?????????Symmachus	Vol-3-G_M-d8e72688-person	Epitaph	 Monteverde	 Schneider Graziosi 						
 ?????????Symmachus	Vol-3-G_M-d8e72732-person	Epitaph	 Jaffa (Israel)	 Vincent 						
 ?????????Symmachus	Vol-3-G_M-d8e72770-person	Dedicatory inscription	 Hermopolis	 Zucker 						
 ?????????Sympathes	Vol-3-G_M-d8e72825-person	Papyrus	 Antinooplis 							
 ?????????Symphorus	Vol-3-G_M-d8e72875-person	Papyrus	 Vienna 							
 ?????????Symphorus	Vol-3-G_M-d8e72910-person	Epitaph	 Vigna Randanini	 Frey 						
 ?????????Symphorus	Vol-3-G_M-d8e72950-person	Synagogue inscription	 Sardis	 Kroll 						
 ????????????Syncleticus	Vol-2-G_M-d8e16738-person	Epitaph	 Jaffa	 Clermont-Ganneau 						
 ?????????Synesius	Vol-3-G_M-d8e73009-person	Epitaph	 Nicolai 							
 ?????????Synesius	Vol-3-G_M-d8e73050-person	Renovation inscription	 Golgoi	 Menardos 						
 ?????????Syrianus	Vol-3-G_M-d8e73098-person	Epitaph	 Venosa	 Angelis & Smith 						
 ???????Syrion	Vol-3-G_M-d8e73151-person	Papyrus	 Samaria	 Wilcken 						
 ???????Syrion	Vol-3-G_M-d8e73185-person	Papyrus	 Karanis	 Rees & Bell & Barns 						
 ??????Syrus	Vol-3-G_M-d8e73230-person	Epitaph	 Monteverde	 Müller & Bees 						
 ????Tabael	Vol-2-Vol-1-ADD-B_M-d8e3091-person	Papyrus	 Zenon Archive 							
 TabictorTabictor	Vol-3-E_F-d8e1016-person	Papyrus	 Hermopolis 							
 ?????Tabitha	Vol-3-S-H_F-d8e167-person	Epitaph	 Chios 							
 TaesisTaesis	Vol-3-E_F-d8e1060-person	Papyrus	 Ptolemais Hermio	 Bilabel 						
 ?????Tafzai	Vol-1-S-H_M-d2e7875-person	Ossuary	 Wadi al-Ahmedieh 							
 ??Tam	Vol-4-S-H_F-d8e6664-person	Epitaph	 Palmyra 							
 ???Tamar	Vol-1-B_F-d2e6611-person	Papyrus	 deed	 Babatha archive 						
 ???Tamar	Vol-3-B_F-d8e8715-person	Papyrus	 Crocodilopolis 							
 ???Tamar	Vol-3-B_F-d8e8754-person	Sarcophagus	 Nicomedia	 Pogodine & Wulf 						
 ????Tamlah	Vol-2-S-H_M-d8e26042-person	Epitaph	 Samâkiyé							
                   										
 ?????Tanh?um	Vol-2-S-H_M-d8e26218-person	yBer4:2	 7d (Kosovsky	Yerushalmi	 98) 					
 ?????Tanh?um	Vol-2-S-H_M-d8e26271-person	yBer6:1	 10a (Kosovsky	Yerushalmi	 327) 					
 ?????Tanh?um	Vol-2-S-H_M-d8e26339-person	yBer5:2	 9b (Kosovsky	Yerushalmi	 61) 					
 ?????Tanh?um	Vol-2-S-H_M-d8e27003-person	Inscription	 Admedera	Vidua 						
 ?????Tanh?um	Vol-2-S-H_M-d8e27057-person	Synagogue inscriptions	 Hammat Gader	 Sukenik 						
 ?????Tanh?um	Vol-2-S-H_M-d8e27085-person	Epitaph	 Jaffa	 Clermont-Ganneau 						
 ?????Tanh?um	Vol-2-S-H_M-d8e27113-person	Epitaph	 Jaffa	 Clermont-Ganneau 						
 ?????Tanh?um	Vol-2-S-H_M-d8e27145-person	Epitaph	 Jaffa	 Clemont-Ganneau 						
 ?????Tanh?um	Vol-2-S-H_M-d8e27174-person	Synagogue inscription	 Kfar Kana	Clermont-Ganneau 						
 ?????Tanh?um	Vol-2-S-H_M-d8e27207-person	Synagogue inscription	 Beer-Sheba 							
 ?????Tanh?um	Vol-2-S-H_M-d8e27232-person	Epitaph	 Sepphoris	 Druks 						
 ?????Tanh?um	Vol-2-S-H_M-d8e27264-person	Synagogue inscription	 Sepphoris 							
 ?????Tanh?um	Vol-2-S-H_M-d8e27296-person	Epitaph	 Beth Govrin 							
 ?????Tanh?um	Vol-2-S-H_M-d8e27330-person	Synagogue inscription	 Horvat Amudim							
                   										
 ?????Tanh?um	Vol-2-S-H_M-d8e27362-person	Synagogue graffito	 Rehov							
                   										
 ?????Tanh?um	Vol-2-S-H_M-d8e27391-person	Inscription	 Caesarea 							
 ?????Tanh?um	Vol-2-S-H_M-d8e27420-person	Epitaph	 Sepphoris 							
 ?????Tanhum	Vol-2-Vol-1-ADD-P_M-d8e2621-person	Krauss	Leben Jesu	 p. 128 						
 ?????Tanhum	Vol-2-Vol-1-ADD-P_M-d8e2665-person	Ossuary	 Katamon 							
 ?????Tanhum	Vol-3-S-H_M-d8e6486-person	Papyrus	 Berlin 							
 ?????Tanhum	Vol-3-S-H_M-d8e6521-person	Dedicatory inscription on church chancel screen	 Kayikçili 							
 ?????Tanqin	Vol-1-S-H_F-d2e3096-person	Dedicatory inscription	 Mt Gerizim 							
 TaoutisTaoutis	Vol-3-E_F-d8e1109-person	Epitaph	 Gizeh?de Ricci 							
 TaoutisTaoutis	Vol-3-E_F-d8e1161-person	Epitaph	 Leontopolis	 Edgar 						
 TapetiaTapetia	Vol-3-L_F-d8e33130-person	Papyrus	 Oxyrhynchus 							
 TapsousTapsous	Vol-3-E_F-d8e1216-person	Papyrus	 Hermopolis Magna	 Meyer 						
 TardiTardi	Vol-4-I_F-d8e13728-person	Incantation bowl	 Nippur	 Montgomery 						
 ????Tarna	Vol-2-S-H_F-d8e1812-person	Ibn Qutayba	Kit?b al-Ma‘?rif	319						
 TaseusTaseus	Vol-3-E_F-d8e1271-person	Papyrus	 Karanis	 Pearl & Youtie 						
 ???Tasi	Vol-3-S-H_M-d8e6584-person	Ostracon	 Edfu	 Degen 						
 TasiTasi	Vol-4-I_F-d8e13777-person	Incantation bowl 								
 TataTata	Vol-3-L_M-d8e38884-person	Altar	 Aphrodisias 							
 ?????Tate	Vol-2-G_F-d8e4667-person	Epitaph	 Beth She‘arim	 catacomb 11 						
 ?????Tate	Vol-2-G_F-d8e4702-person	Amulet	 Nirim							
                   										
 TathaisTathais	Vol-3-E_F-d8e1317-person	Papyrus	 Karanis	 Pearl & Youtie 						
 TatiTati	Vol-4-I_F-d8e13829-person	Incantation bowl	 Nippur	 Montgomery 						
 TatiTati	Vol-4-I_F-d8e13864-person	Incantation bowl	 Iraq	 Gordon 						
 TatiTati	Vol-4-I_F-d8e13899-person	Incantation bowl	 Jeruzalmi 							
 TatiTati	Vol-4-I_F-d8e13934-person	Incantation bowl	 Moscow 							
 TatiaTatia	Vol-3-L_F-d8e33176-person	Synagogue inscription	 Phocia	 Reinach 						
 TatiaTatia	Vol-3-L_F-d8e33214-person	Epitaph	 Kotiaeion	 Weber 						
 TatiaTatia	Vol-3-L_F-d8e33246-person	Epitaph	 Eumenia 							
 TatiaTatia	Vol-3-L_F-d8e33285-person	Dedicatory inscription	 Acmonia 							
 TatianaTatiana	Vol-3-L_F-d8e33335-person	Epitaph	 Apamea	 Ramasy 						
 TatianaTatiana	Vol-3-L_F-d8e33379-person	Epitaph	 Apamea 							
 TatianusTatianus	Vol-3-L_M-d8e38935-person	Dedicatory inscription	 Aphrodisias	 Reynolds & Tannenbaum 						
 TatianusTatianus	Vol-3-L_M-d8e38967-person	Sarcophagus	 Hierapolis	 Miranda 						
 TatianusTatianus	Vol-3-L_M-d8e39005-person	Sarcophagus	 Hierapolis	 Miranda 						
 TatianusTatianus	Vol-3-L_M-d8e39043-person	Sarcophagus	 Hierapolis	 Miranda 						
 ???Tatu	Vol-3-S-H_M-d8e6714-person	Papyrus	 Luxor	 Cowley 						
 ???Tatu	Vol-3-S-H_M-d8e6745-person	Epitaph	 Leontopolis	 Edgar 						
 TaurisTauris	Vol-3-E_F-d8e1366-person	Papyrus	 Hermopolis	 Magna	 Meyer 					
 TaurisTauris	Vol-3-E_F-d8e1401-person	Papyrus	 Oxyrhynchus 							
 ????T?avla	Vol-2-S-H_M-d8e15313-person	Epitaph	 Beth She‘arim	 catacomb 13 						
 TawatTawat	Vol-4-I_F-d8e13982-person	Incantation bowl 								
 TcouisTcouis	Vol-3-E_F-d8e1465-person	Papyrus	 Karanis	 Boak 						
 ?št?d?št?d	Vol-4-I_M-d8e1490-person	Incantation bowl 								
 ????Tehinah	Vol-1-B_M-d2e59845-person	Ossuary	 Shu‘afat	 Abel	1913					
 ????Tehinah	Vol-1-B_M-d2e59874-person	Ossuary	 Shu‘afat	 Abel	1913					
 ????Tehinah	Vol-1-B_M-d2e59907-person	Ossuary lid	 Bethphage	 Dussaud	1910	CIJ	 no. 1285 			
 ????Tehinah	Vol-1-B_M-d2e59933-person	Ossuary	 Kidron	 Husseini	1934					
 ????Tehinah	Vol-1-B_M-d2e59962-person	Ossuaries	 Ramat Eshkol	 Edelstein	1971					
 ????Tehinah	Vol-1-B_M-d2e59991-person	Tomb inscription	 Jatt 							
 ????Tehinah	Vol-1-B_M-d2e60028-person	Papyrus	 deed	 Babatha archive 						
 ????Tehinah	Vol-1-B_M-d2e60055-person	Papyri	 Heber 							
 ????Tehinah	Vol-1-B_M-d2e60086-person	Papyrus	 list	 Jericho 						
 ????Tehinah	Vol-1-B_M-d2e60105-person	Papyrus	 list	 Jericho 						
 ????Tehinah	Vol-1-B_M-d2e60125-person	Papyrus	 list	 Jericho 						
 ????Tehinah	Vol-1-B_M-d2e60146-person	Papyrus	 list	 Jericho 						
 ????Tehinah	Vol-2-Vol-1-ADD-B_M-d8e11199-person	Dedicatory inscription	 Mt. Gerizim 							
 ????Teima	Vol-1-B_M-d2e60215-person	Ossuary	 Shu‘afat	 Abel	1913					
 ????Teima	Vol-1-B_M-d2e60247-person	Ossuary	 Jerusalem 							
 ????Teima	Vol-1-B_M-d2e60279-person	Ossuary	 Pontifical Institute 							
 ????Teima	Vol-2-B_M-d8e49518-person	Epitaph	 France	 Oehler 						
 ????Teima	Vol-2-B_M-d8e49581-person	Epitaphs	 Beth She‘arim	 catacomb 1	CIJ1023	1024	1025			
 ????Teima	Vol-2-B_M-d8e49632-person	Synagogue inscription	 Ma‘on	Yeivin 						
 ????Teima	Vol-3-B_M-d8e39866-person	Ostracon	 Edfu	 Manteuffel 						
 ????Teima	Vol-4-B_M-d8e33731-person	Ossuary	 Jerusalem	 Abel 						
 ????Teima	Vol-4-B_M-d8e33773-person	Epitaph	 Palmyra	 Ronzevalle 						
 ????Teima	Vol-4-B_M-d8e33808-person	Epitaph	 Palmyra	 Lidzbarski 						
 ????????Telephus	Vol-3-G_M-d8e75116-person	Papyrus	 Apollonias	 Smyly 						
 ??????????Telesinus	Vol-3-G_M-d8e74980-person	Epitaph	 Mommsen 							
 ??????????Telesinus	Vol-3-G_M-d8e75014-person	Epitaph	 Naples	 Galante 						
 ??????????????Telesistratus	Vol-2-Vol-1-ADD-G_M-d8e4378-person	Ossuary	 University of Missouri 							
 ??????????????Telesistratus	Vol-3-G_M-d8e75067-person	Epitaph	 Teucheira	 Oliverio 						
 ???????Teleso	Vol-3-G_F-d8e18249-person	Epitaph	 Teucheira 							
 ???????Teleso	Vol-3-G_F-d8e18292-person	Epitaph	 Teucheira 							
 TeosTeos	Vol-3-E_M-d8e9146-person	Papyrus	 Karanis	 Boak 						
 ??????Tephous	Vol-1-S-G_M-d2e2816-person	Parchment	 Muraba‘at 							
 ??????Teres	Vol-3-G_M-d8e75179-person	Papyrus	 Theogenis	 Kramer 						
 ??????Teres	Vol-3-G_M-d8e75214-person	Papyrus	 Vienna 							
 TerioTerio	Vol-3-L_M-d8e39093-person	Ostracon	 Edfu	 Schwartz 						
 TerpoliusTerpolius	Vol-3-L_M-d8e39142-person	Donation inscription	 Berenice	 Caputo 						
 TertiaTertia	Vol-3-L_F-d8e33441-person	Epitaph	 Beroea	 Delacoulonche 						
 TertiaTertia	Vol-3-L_F-d8e33514-person	Epitaph	 Ptolemais 							
 TertiaTertia	Vol-3-L_F-d8e33550-person	Epitaph	 Chios 							
 TertianusTertianus	Vol-1-L_M-d2e5133-person	Ossuary	 Jerusalem 							
 TertullaTertulla	Vol-3-L_F-d8e33601-person	Epitaph	 Nicomedia 							
 TertullusTertullus	Vol-3-L_M-d8e39192-person	Dedicatory inscription	 Aphrodisias	 Reynolds & Tannenbaum 						
 TertullusTertullus	Vol-3-L_M-d8e39233-person	Epitaph	 Bahcekonak 							
 TetiusTetius	Vol-3-L_M-d8e39299-person	Epitaph	 Monteverde	 Migliore 						
 TetoeusTetoeus	Vol-3-E_F-d8e1514-person	Papyrus	 Heracleopolis 							
 TetutionTetution	Vol-3-E_M-d8e9192-person	Papyrus	 Theadelphia	 Westerman & Keyes 						
 TetutionTetution	Vol-3-E_M-d8e9227-person	Epitaph	 Leontopolis	 Edgar 						
 TeuphilosTeuphilos	Vol-3-E_M-d8e9288-person	Ostracon	 Edfu	 Manteuffel 						
 TeuphilosTeuphilos	Vol-3-E_M-d8e9319-person	Ostraca	 Edfu	 Manteuffel 						
 TeuphilosTeuphilos	Vol-3-E_M-d8e9351-person	Ostracon	 Edfu	 Meyer 						
 TeuphilosTeuphilos	Vol-3-E_M-d8e9386-person	Ostracon	 Edfu	 Meyer 						
 TeuphilosTeuphilos	Vol-3-E_M-d8e9418-person	Ostracon	 Edfu	 Manteuffel 						
 TeuphilosTeuphilos	Vol-3-E_M-d8e9461-person	Papyrus	 Fayum	 Krebs 						
 TeuphilosTeuphilos	Vol-3-E_M-d8e9497-person	Papyrus	 Fayum	 Lietzman 						
 TeuphilosTeuphilos	Vol-3-E_M-d8e9532-person	Papyrus	 Vienna 							
 TeuphilosTeuphilos	Vol-3-E_M-d8e9565-person	Epitaph	 Gizeh?de Ricci 							
 TeuphilosTeuphilos	Vol-3-E_M-d8e9610-person	Epitaph	 Leontopolis?Moretti 							
 ???????????Teuthrantis	Vol-3-G_F-d8e18343-person	Epitaph	 Acmonia 							
 ?????????Thaddaius	Vol-1-G_M-d2e8843-person	Ossuary	 Augusta Victoria	 Sukenik	1930					
 ?????????Thaddaius	Vol-1-G_M-d2e8865-person	Ossuaries	 Bagatti 							
 ?????????Thaddaius	Vol-1-G_M-d2e8905-person	Ossuary	 Kfar Barukh	 Prausnitz	1958					
 ?????????Thaddaius	Vol-1-G_M-d2e8931-person	Papyri	 Babatha archive 							
 ?????????Thaddaius	Vol-1-G_M-d2e8956-person	Papyri	 Babatha archive 							
 ?????????Thaddaius	Vol-1-G_M-d2e8982-person	Papyrus	 Seelim 							
 ???????Thafortaham	Vol-3-S-H_M-d8e6625-person	Ostracon	 Edfu 							
 ????????Thalassa	Vol-3-G_F-d8e10556-person	Epitaph	 Villa Torlonia	 Paribeni 						
 ????????Thalassa	Vol-3-G_F-d8e10603-person	Epitaph	 Villa Torlonia	 Beyer &Lietzmann 						
 ????????Thalassa	Vol-3-G_F-d8e10646-person	Epitaph	 Mauritania 							
 ??????????Thaliarchus	Vol-1-G_M-d2e9030-person	Ossuary	 Kidron	 Sukenik	1942					
 ??????????Thaliarchus	Vol-3-G_M-d8e39376-person	Donors inscription	 Berenice	 Caputo 						
 ??????????Thaliarchus	Vol-3-G_M-d8e39414-person	Ossuary	 Kidron Valley (Jerusalem)	 Sukenik 						
 ???????Thallus	Vol-3-G_M-d8e39522-person	Epitaph	 Vigna Randanini	 De Rossi 						
 ?????????Thallusa	Vol-3-G_F-d8e10697-person	Epitaph	 Acmonia	 Ramsay 						
 ?????????Thallusa	Vol-3-G_F-d8e10743-person	Epitaph	 Vigna Randanini	 De Rossi 						
 ?????????Thallusa	Vol-3-G_F-d8e10777-person	Manumission inscription	 Panticapeum	Newton 						
 ThalousThalous	Vol-3-E_F-d8e1573-person	Papyrus	 Heracleopolis 							
 ThalousThalous	Vol-3-E_F-d8e1614-person	Epitaph	 Schedia	 Botti 						
 ThalousThalous	Vol-3-E_F-d8e1652-person	Epitaph	 Teucheira	 Oliverio 						
 ThalousThalous	Vol-3-E_F-d8e1690-person	Epitaph	 Teucheira	 						
 ??Tham	Vol-3-S-H_F-d8e2011-person	Ostracon	 Edfu 							
 ????????Thamanus	Vol-1-S-G_M-d2e1135-person	Papyrus	 deed	 Babatha 						
 ThamenisThamenis	Vol-3-E_F-d8e1746-person	Ostracon	 Edfu	 Degen 						
 ???????Thamus	Vol-1-G_M-d2e9069-person	Papyrus	 deed	 Babatha archive 						
 ThanouphisThanouphis	Vol-3-E_M-d8e9673-person	Ostracon	 Edfu	 Sachau 						
 ThanouphisThanouphis	Vol-3-E_M-d8e9707-person	Ostracon	 Edfu	 Sachau 						
 ThaseisThaseis	Vol-3-E_F-d8e1794-person	Papyrus	 Luxor	 Cowley 						
 ThaseisThaseis	Vol-3-E_F-d8e1832-person	Ostracon	 Edfu	 Degen 						
 ?????Thashpur	Vol-3-S-H_M-d8e6667-person	Ostracon	 Edfu	 Sachau 						
 ??????Thasia	Vol-3-G_F-d8e10835-person	Papyrus	 Fayum	 Krebs 						
 ThatresThatres	Vol-3-E_M-d8e9758-person	Ostracon	 Edfu	 Manteuffel 						
 ??????????Thaumasias	Vol-2-G_M-d8e8451-person	Epitaph	 Jaffa	 Clermont-Ganneau 						
 ??????????Thaumasias	Vol-2-G_M-d8e8486-person	Synagogue mosaic	 Apamea/Syria	 Mayence 						
 ??????????Thaumasias	Vol-2-G_M-d8e8522-person	Epitaph	 Tiberias 							
 ??????????Thaumasias	Vol-3-G_M-d8e39640-person	Ostraca	 Edfu	 Manteuffel 						
 ??????????Thaumasias	Vol-3-G_M-d8e39675-person	Papyrus	 Fayum 							
 ??????????Theaitetus	Vol-2-G_M-d8e8570-person	Synagogue inscription	 Beth She‘arim 							
 ???????Theanus	Vol-3-G_M-d8e39790-person	Dedicatory inscription	 Cos 							
 ???Theba	Vol-3-S-H_M-d8e6317-person	Ostracon	 Edfu	 Sachau 						
 ???Theba	Vol-3-S-H_M-d8e6348-person	Papyrus	 Trikomia	 Wilcken 						
 ?????Theia	Vol-2-G_F-d8e2213-person	Epitaph	 Zoar 							
 ????????Themison	Vol-3-G_M-d8e39846-person	Epitaph	 Athens	 Dittenberger 						
 ???????????Theochrestus	Vol-3-G_M-d8e46403-person	Ostracon	 Thebes	 Wilcken 						
 ???????????Theochrestus	Vol-3-G_M-d8e46434-person	Epitaph	 Teucheira 							
 ????????Theocles	Vol-3-G_M-d8e45069-person	Epitaph	 Teucheira	 Oliverio 						
 ??????????Theocritus	Vol-3-G_M-d8e45126-person	Sarcophagus	 Hierapolis	 Miranda 						
 ???????????Theoctistus	Vol-3-G_M-d8e45183-person	Papyrus	 Vienna 							
 ???????????Theoctistus	Vol-3-G_M-d8e45221-person	Epitaph	 Athens	 Koumanoudis 						
 ???????????Theoctistus	Vol-3-G_M-d8e45262-person	Jar	 synagogue store	 Sardis	 Hanfmann 					
 ???????Theodes	Vol-3-G_M-d8e40257-person	Papyrus	 Oxyrhynchus	 Roth 						
 ????????Theodora	Vol-1-G_F-d2e2187-person	Inscription	 Delphi	1863						
 ????????Theodora	Vol-2-G_F-d8e2361-person	Epitaph	 Beth She‘arim	 catacomb 13 						
 ????????Theodora	Vol-2-G_F-d8e2387-person	Epitaph	 Zoar 							
 ????????Theodora	Vol-2-G_F-d8e2428-person	Amulet	 Bible Lands Museum 							
 ????????Theodora	Vol-3-G_F-d8e11266-person	Papyrus	 Arsinoe	 Schürer 						
 ????????Theodora	Vol-3-G_F-d8e11299-person	Epitaph	 Villa Torlonia	 Paribeni 						
 ????????Theodora	Vol-3-G_F-d8e11350-person	Epitaph	 Vigna Randanini	 Garrucci 						
 ????????Theodora	Vol-3-G_F-d8e11397-person	Epitaph	 Thessaly	 Spyridiakès 						
 ????????Theodora	Vol-3-G_F-d8e11442-person	Seal	 Reifenberg 							
 ????????Theodora	Vol-3-G_F-d8e11476-person	Epitaph	 Leontopolis	 Naville 						
 ????????Theodora	Vol-3-G_F-d8e11517-person	Epitaph	 Athens	 Dittenberger 						
 ????????Theodora	Vol-3-G_F-d8e11558-person	Epitaph	 Teucheira	 Applebaum 						
 ????????????Theodorianus	Vol-3-G_M-d8e42769-person	Sarcophagus	 Hierapolis	 Judeich 						
 ????????????Theodorianus	Vol-3-G_M-d8e42804-person	Epitaph	 Luxor?							
                   										
 ?????????Theodorus	Vol-1-G_M-d2e9921-person	Ossuary	 Shu‘afat	 Abel	1913					
 ?????????Theodorus	Vol-1-G_M-d2e9954-person	Ossuary	 Mt Olives	 Vincent	1907					
 ?????????Theodorus	Vol-1-G_M-d2e10016-person	Inscription	 Herodium	 Testa 						
 ?????????Theodorus	Vol-1-G_M-d2e10043-person	Papyrus	 deed	 Babatha archive 						
 ?????????Theodorus	Vol-1-G_M-d2e10060-person	Papyrus	 letter	 Heber 						
 ?????????Theodorus	Vol-1-G_M-d2e10081-person	Papyrus	 “Seyal” 							
 ?????????Theodorus	Vol-2-G_M-d8e8942-person	Papyrus	 Nessana 							
 ?????????Theodorus	Vol-2-G_M-d8e8984-person	Synagogue mosaic	 Apamea/Syria 							
 ?????????Theodorus	Vol-2-G_M-d8e9016-person	Synagogue mosaic	 Apamea/Syria 							
 ?????????Theodorus	Vol-2-G_M-d8e9041-person	Epitaph	 Tyre	Dussaud 						
 ?????????Theodorus	Vol-2-G_M-d8e9086-person	Epitaph	 Jaffa	 Sukenik 						
 ?????????Theodorus	Vol-2-G_M-d8e9112-person	Dedicatory inscription	 Syria 							
 ?????????Theodorus	Vol-2-G_M-d8e9151-person	Epitaph	 Rafîd							
                   										
 ?????????Theodorus	Vol-2-G_M-d8e9183-person	Synagogue inscription	 Caesarea	 Avi-Yonah 						
 ?????????Theodorus	Vol-2-G_M-d8e9221-person	Epitaph	 Caesarea 							
 ?????????Theodorus	Vol-2-G_M-d8e9259-person	Epitaph	 Caesarea 							
 ?????????Theodorus	Vol-2-G_M-d8e9301-person	Epitaph	 Caesarea 							
 ?????????Theodorus	Vol-2-G_M-d8e9346-person	Epitaph	 Caesarea 							
 ?????????Theodorus	Vol-2-G_M-d8e9383-person	Dedicatory inscription	 Hammat Gader 							
 ?????????Theodorus	Vol-2-G_M-d8e9417-person	Dedicatory inscription	 Er-R?ma							
                   										
 ?????????Theodorus	Vol-2-G_M-d8e9452-person	Epitaph	 Syria 							
 ?????????Theodorus	Vol-2-G_M-d8e9505-person	Epitaph	 Caesarea 							
 ?????????Theodorus	Vol-2-G_M-d8e9544-person	Graffito	 Synagogue Rehov							
                   										
 ?????????Theodorus	Vol-2-G_M-d8e9579-person	Synagogue inscription	 Sepphoris 							
 ?????????Theodorus	Vol-2-Vol-1-ADD-G_M-d8e2530-person	Epitaph	 Athens 							
 ?????????Theodorus	Vol-2-Vol-1-ADD-G_M-d8e2573-person	Epitaph	 Athens 							
 ?????????Theodorus	Vol-2-Vol-1-ADD-G_M-d8e2613-person	Ossuary	 Tzur Baher 							
 ?????????Theodorus	Vol-3-G_M-d8e43068-person	Papyrus	 Della Vida 							
 ?????????Theodorus	Vol-3-G_M-d8e43102-person	Ostracon	 Edfu	 Sachau 						
 ?????????Theodorus	Vol-3-G_M-d8e43139-person	Ostracon	 Edfu	 Sachau 						
 ?????????Theodorus	Vol-3-G_M-d8e43173-person	Ostracon	 Edfu	 Weill 						
 ?????????Theodorus	Vol-3-G_M-d8e43207-person	Papyrus	 Trikomia	 Wilcken 						
 ?????????Theodorus	Vol-3-G_M-d8e43243-person	Papyrus	 Trikomia	 Wilcken 						
 ?????????Theodorus	Vol-3-G_M-d8e43279-person	Papyrus	 Samaria	 Wilcken 						
 ?????????Theodorus	Vol-3-G_M-d8e43312-person	Papyrus	 Samaria	 Wilcken 						
 ?????????Theodorus	Vol-3-G_M-d8e43344-person	Papyrus	 Fayum	 Smyly 						
 ?????????Theodorus	Vol-3-G_M-d8e43379-person	Papyrus	 Arsinoe	 Schürer 						
 ?????????Theodorus	Vol-3-G_M-d8e43413-person	Papyrus	 Arsinoe	 Schürer 						
 ?????????Theodorus	Vol-3-G_M-d8e43447-person	Ostracon	 Upper Egypt	 Préaux 						
 ?????????Theodorus	Vol-3-G_M-d8e43484-person	Ostracon	 Upper Egypt	 Wilcken 						
 ?????????Theodorus	Vol-3-G_M-d8e43521-person	Papyri	 Alexandria	 Schubart 						
 ?????????Theodorus	Vol-3-G_M-d8e43556-person	Ostracon	 Edfu	 Manteuffel 						
 ?????????Theodorus	Vol-3-G_M-d8e43597-person	Papyrus	 Arsinoe	 Wessely 						
 ?????????Theodorus	Vol-3-G_M-d8e43632-person	Papyrus	 Arsinoe	 Wessely 						
 ?????????Theodorus	Vol-3-G_M-d8e43668-person	Papyrus	 Theogenis	 Kramer 						
 ?????????Theodorus	Vol-3-G_M-d8e43712-person	Papyrus	 Theogenis	 Kramer 						
 ?????????Theodorus	Vol-3-G_M-d8e43747-person	Papyrus	 Köln 							
 ?????????Theodorus	Vol-3-G_M-d8e43782-person	Papyrus	 Heracleopolis 							
 ?????????Theodorus	Vol-3-G_M-d8e43820-person	Papyrus	 Oxyrhynchus 							
 ?????????Theodorus	Vol-3-G_M-d8e43853-person	Papyrus	 Strasbourg 							
 ?????????Theodorus	Vol-3-G_M-d8e43886-person	Papyrus	 Vienna 							
 ?????????Theodorus	Vol-3-G_M-d8e43919-person	Papyrus	 Vienna 							
 ?????????Theodorus	Vol-3-G_M-d8e43952-person	Papyrus	 Vienna 							
 ?????????Theodorus	Vol-3-G_M-d8e43985-person	Papyrus	 Vienna 							
 ?????????Theodorus	Vol-3-G_M-d8e44018-person	Papyrus	 Vienna 							
 ?????????Theodorus	Vol-3-G_M-d8e44052-person	Papyrus	 Vienna 							
 ?????????Theodorus	Vol-3-G_M-d8e44085-person	Ostracon	 Apollonopolis Magna 							
 ?????????Theodorus	Vol-3-G_M-d8e44115-person	Epitaph	 Villa Torlonia	 Paribeni 						
 ?????????Theodorus	Vol-3-G_M-d8e44159-person	Synagogue inscription	 Aegina	 Schürer 						
 ?????????Theodorus	Vol-3-G_M-d8e44197-person	Synagogue inscription	 Aegina	 Schürer 						
 ?????????Theodorus	Vol-3-G_M-d8e44235-person	Epitaph	 Arcades	 Guarducci 						
 ?????????Theodorus	Vol-3-G_M-d8e44270-person	Epitaph	 Seleucia	 Barth 						
 ?????????Theodorus	Vol-3-G_M-d8e44305-person	Epitaph	 Seleucia	 Barth 						
 ?????????Theodorus	Vol-3-G_M-d8e44340-person	Epitaph	 Seleucia	 Barth 						
 ?????????Theodorus	Vol-3-G_M-d8e44375-person	Dedicatory inscription	 Xenephyris	 Breccia 						
 ?????????Theodorus	Vol-3-G_M-d8e44416-person	Epitaph	 Porto	 Sacco 						
 ?????????Theodorus	Vol-3-G_M-d8e44462-person	Dedicatory inscription	 Hermopolis	 Jouguet 						
 ?????????Theodorus	Vol-3-G_M-d8e44494-person	Dedicatory inscription	 Hermopolis	 Jouguet 						
 ?????????Theodorus	Vol-3-G_M-d8e44529-person	Dedicatory inscription	 Hermopolis	 Jouguet 						
 ?????????Theodorus	Vol-3-G_M-d8e44560-person	Dedicatory inscription	 Hermopolis	 Zucker 						
 ?????????Theodorus	Vol-3-G_M-d8e44591-person	Dedicatory inscription	 Hermopolis	 Zucker 						
 ?????????Theodorus	Vol-3-G_M-d8e44622-person	Dedicatory inscription	 Aphrodisias	 Reynolds & Tannenbaum 						
 ?????????Theodorus	Vol-3-G_M-d8e44657-person	Graffito	 Aphrodisias	 Reynolds & Tannenbaum 						
