baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-sifra,dam-lev,jac,lcs_len_char,lcs_str_char,lcc_distance,id
ref-sifra.11.4-12.6.134-ref-sifra.11.4-12.6.143,ref-sifre-d.195.7.13-ref-sifre-d.195.7.22,524804,524854,ref-sifra.11.4-12.6.134,ref-sifra.11.4-12.6.143,206965,207012,ref-sifre-d.195.7.13,ref-sifre-d.195.7.22,נאמר כאן דודו ונאמר להלן דודו מה דודו שנאמר להלן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן ,10,10,1466,1452.0,1530,1517.0,0.30612244897959184,0.4285714285714286,35,נאמר כאן  ונאמר להלן  מה  אמר להלן ,0.2857142857142857,4060001285
ref-sifra.11.4-12.6.131-ref-sifra.11.4-12.6.143,ref-sifre-d.261.2.22-ref-sifre-d.261.2.34,524788,524854,ref-sifra.11.4-12.6.131,ref-sifra.11.4-12.6.143,251400,251466,ref-sifre-d.261.2.22,ref-sifre-d.261.2.34,תלמוד לומר דודו נאמר כאן דודו ונאמר להלן דודו מה דודו שנאמר להלן ,"ת""ל כי תועבת נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ",13,13,1688,1688.0,1517,1517.0,0.4153846153846154,0.6,44,תל  ו נאמר כאן ו ונאמר להלן ו מה ו אמר להלן ,0.32307692307692304,4060001286
ref-sifra.11.4-12.6.134-ref-sifra.11.4-12.6.143,ref-sifre-d.264.1.5-ref-sifre-d.264.1.14,524804,524854,ref-sifra.11.4-12.6.134,ref-sifra.11.4-12.6.143,252869,252916,ref-sifre-d.264.1.5,ref-sifre-d.264.1.14,נאמר כאן דודו ונאמר להלן דודו מה דודו שנאמר להלן ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,10,10,1750,1739.0,1531,1517.0,0.24489795918367346,0.4285714285714286,38,נאמר כאן ד ונאמר להלן ד מה ד אמר להלן ,0.22448979591836737,4060001287
ref-sifra.11.4-12.6.134-ref-sifra.11.4-12.6.143,ref-sifre-d.284.6.4-ref-sifre-d.284.6.16,524804,524854,ref-sifra.11.4-12.6.134,ref-sifra.11.4-12.6.143,268085,268144,ref-sifre-d.284.6.4,ref-sifre-d.284.6.16,נאמר כאן דודו ונאמר להלן דודו מה דודו שנאמר להלן ,נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן ,10,13,1825,1819.0,1532,1517.0,0.3620689655172414,0.5,38,נאמר כאן ו ונאמר להלן ו מה ו אמר להלן ,0.3448275862068966,4060001288
ref-sifra.11.4-12.6.134-ref-sifra.11.4-12.6.143,ref-sifre-d.285.4.3-ref-sifre-d.285.4.15,524804,524854,ref-sifra.11.4-12.6.134,ref-sifra.11.4-12.6.143,268747,268806,ref-sifre-d.285.4.3,ref-sifre-d.285.4.15,נאמר כאן דודו ונאמר להלן דודו מה דודו שנאמר להלן ,נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן ,10,13,1872,1863.0,1533,1517.0,0.3620689655172414,0.5,38,נאמר כאן ו ונאמר להלן ו מה ו אמר להלן ,0.3448275862068966,4060001289
ref-sifra.11.4-12.6.134-ref-sifra.11.4-12.6.145,ref-sifre-d.289.3.9-ref-sifre-d.289.3.25,524804,524867,ref-sifra.11.4-12.6.134,ref-sifra.11.4-12.6.145,274175,274259,ref-sifre-d.289.3.9,ref-sifre-d.289.3.25,נאמר כאן שם אחיו ונאמר להלן על שם אחיהם יקראו בנחלתם מה שם האמור להלן,אביו לנחלה נאמר כאן שם אחיו ונאמר להלן על שם אחיהם יקראו בנחלתם מה שם האמור להלן,15,17,1924,1924.0,1534,1534.0,0.1375,0.16666666666666663,69,נאמר כאן שם אחיו ונאמר להלן על שם אחיהם יקראו בנחלתם מה שם האמור להלן,0.13749999999999996,4060001290
ref-sifra.11.4-12.6.134-ref-sifra.11.4-12.6.143,ref-sifre-d.289.9.18-ref-sifre-d.289.9.27,524804,524854,ref-sifra.11.4-12.6.134,ref-sifra.11.4-12.6.143,274954,274998,ref-sifre-d.289.9.18,ref-sifre-d.289.9.27,נאמר כאן דודו ונאמר להלן דודו מה דודו שנאמר להלן ,נאמר כאן שם ונאמר להלן שם מה שם האמור להלן ,10,10,1967,1958.0,1535,1517.0,0.30612244897959184,0.4285714285714286,35,נאמר כאן  ונאמר להלן  מה שאמר להלן ,0.2857142857142857,4060001291
ref-sifra.11.4-12.6.134-ref-sifra.11.4-12.6.143,ref-sifre-d.291.6.2-ref-sifre-d.291.6.12,524804,524854,ref-sifra.11.4-12.6.134,ref-sifra.11.4-12.6.143,276456,276517,ref-sifre-d.291.6.2,ref-sifre-d.291.6.12,נאמר כאן דודו ונאמר להלן דודו מה דודו שנאמר להלן ,ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן ,10,11,2037,2031.0,1536,1517.0,0.423728813559322,0.4285714285714286,35,נאמר כאן  ונאמר להלן  מה נאמר להלן ,0.4067796610169492,4060001292
ref-sifra.11.4-12.6.134-ref-sifra.11.4-12.6.143,ref-sifre-d.302.1.6-ref-sifre-d.302.1.15,524804,524854,ref-sifra.11.4-12.6.134,ref-sifra.11.4-12.6.143,288148,288192,ref-sifre-d.302.1.6,ref-sifre-d.302.1.15,נאמר כאן דודו ונאמר להלן דודו מה דודו שנאמר להלן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן ,10,10,2120,2114.0,1537,1517.0,0.30612244897959184,0.4285714285714286,35,נאמר כאן  ונאמר להלן  מה  אמר להלן ,0.2857142857142857,4060001293
ref-sifra.11.4-12.7.7-ref-sifra.11.4-12.7.20,ref-sifre-d.243.4.12-ref-sifre-d.243.4.27,524955,525015,ref-sifra.11.4-12.7.7,ref-sifra.11.4-12.7.20,240614,240692,ref-sifre-d.243.4.12,ref-sifre-d.243.4.27,אם יש להם בנים קוברים את בניהם אם אין להם בנים מתים בלא בנים ,ואם אין לה מושיעים בין בעיר בין בשדה פטורה ואם יש לה מושיעים בין בעיר בין ,14,16,1632,1632.0,1543,1543.0,0.581081081081081,0.75,37,אם י לה ים בי  ביה אם י לה ים י ב בי ,0.5,4060001294
ref-sifra.11.4-12.8.28-ref-sifra.11.4-12.8.39,ref-sifre-d.116.5.3-ref-sifre-d.116.6.1,525303,525362,ref-sifra.11.4-12.8.28,ref-sifra.11.4-12.8.39,153557,153640,ref-sifre-d.116.5.3,ref-sifre-d.116.6.1,אחות אמו ואחות אביו ואסר אשת אחיו מה אחות אביו ואחות אמו ,אחיך מאביך מאמך כשהוא אומר מאחד אחיך מלמד שאחיך מאביך קודם לאחיך מאמך באחת ,12,14,1024,1018.0,1545,1544.0,0.56,0.9333333333333333,35,אח אמ וא אור א אחי מ אח אבי ואח אמ ,0.5333333333333333,4060001295
ref-sifra.11.4-12.8.28-ref-sifra.11.4-12.8.39,ref-sifre-d.280.2.11-ref-sifre-d.280.2.22,525303,525362,ref-sifra.11.4-12.8.28,ref-sifra.11.4-12.8.39,264594,264657,ref-sifre-d.280.2.11,ref-sifre-d.280.2.22,ואחי אביו ואחי אמו ובעל אחותו ובעל אחות אביו ובעל אחות אמו,ואחי אביו ואחי אמו ובעל אחותו ובעל אחות אביו ובעל אחות אמו,12,12,1809,1809.0,1544,1544.0,0.0,0.0,58,ואחי אביו ואחי אמו ובעל אחותו ובעל אחות אביו ובעל אחות אמו,0.0,4060001296
ref-sifra.11.4-12.9.8-ref-sifra.11.4-12.9.21,ref-sifre-d.243.4.12-ref-sifre-d.243.4.27,525672,525732,ref-sifra.11.4-12.9.8,ref-sifra.11.4-12.9.21,240614,240692,ref-sifre-d.243.4.12,ref-sifre-d.243.4.27,אם יש להם בנים קוברים את בניהם אם אין להם בנים מתים בלא בנים ,ואם אין לה מושיעים בין בעיר בין בשדה פטורה ואם יש לה מושיעים בין בעיר בין ,14,16,1633,1632.0,1547,1547.0,0.581081081081081,0.75,37,אם י לה ים בי  ביה אם י לה ים י ב בי ,0.5,4060001297
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.46,ref-sifre-d.36.2.56-ref-sifre-d.36.2.65,525997,526099,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.46,51347,51394,ref-sifre-d.36.2.56,ref-sifre-d.36.2.65,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן,10,10,60,60.0,1577,1577.0,0.0,0.0,45,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן,0.0,4060001298
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.46,ref-sifre-d.36.2.102-ref-sifre-d.36.2.119,525997,526099,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.46,51584,51668,ref-sifre-d.36.2.102,ref-sifre-d.36.2.119,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ביבמה הכתוב_מדבר_אף עליה שנאמר כאן ביבמה הכתוב ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן על ,17,18,119,90.0,1578,1548.0,0.4791666666666667,0.6153846153846154,53,נאמר כאן  ונאמר להלן  מה  אמר להלן  הובדאף  אמר כאן  ,0.44791666666666663,4060001299
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.43.25.1-ref-sifre-d.43.25.12,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,82467,82519,ref-sifre-d.43.25.1,ref-sifre-d.43.25.12,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן ,10,12,195,168.0,1555,1548.0,0.35294117647058826,0.5,37,נאמר כאן  ונאמר להלן י מה י אמר להלן ,0.27450980392156865,4060001300
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.62.4.5-ref-sifre-d.62.4.18,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,110105,110170,ref-sifre-d.62.4.5,ref-sifre-d.62.4.18,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן לשום את שמו ונאמר להלן ושמו את שמי מה שמי האמור להלן ,10,14,304,293.0,1556,1548.0,0.41935483870967744,0.5,38,נאמר כאן ל ונאמר להלן י מה י אמר להלן ,0.3870967741935484,4060001301
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.69.1.2-ref-sifre-d.69.1.11,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,114083,114136,ref-sifre-d.69.1.2,ref-sifre-d.69.1.11,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמרה כאן שמחה ונאמרה להלן שמחה מה שמחה האמורה להלן ,10,10,446,441.0,1557,1548.0,0.28846153846153844,0.4285714285714286,38,נאמר כאן ה ונאמר להלן ה מה ה אמר להלן ,0.2692307692307693,4060001302
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.86.6.4-ref-sifre-d.86.6.13,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,131038,131091,ref-sifre-d.86.6.4,ref-sifre-d.86.6.13,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמרה כאן הדחה ונאמרה להלן הדחה מה הדחה האמורה להלן ,10,10,599,592.0,1558,1548.0,0.28846153846153844,0.4285714285714286,38,נאמר כאן ה ונאמר להלן ה מה ה אמר להלן ,0.2692307692307693,4060001303
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.90.2.4-ref-sifre-d.90.2.13,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,133022,133073,ref-sifre-d.90.2.4,ref-sifre-d.90.2.13,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן ,10,10,656,651.0,1559,1548.0,0.26,0.4285714285714286,38,נאמר כאן ה ונאמר להלן ה מה ה אמר להלן ,0.24,4060001304
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.103.3.7-ref-sifre-d.103.3.16,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,141103,141150,ref-sifre-d.103.3.7,ref-sifre-d.103.3.16,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן נשר ונאמר להלן נשר מה נשר האמור להלן ,10,10,796,777.0,1560,1548.0,0.30612244897959184,0.4285714285714286,35,נאמר כאן  ונאמר להלן  מה נאמר להלן ,0.2857142857142857,4060001305
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.107.18.9-ref-sifre-d.107.18.19,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,147570,147625,ref-sifre-d.107.18.9,ref-sifre-d.107.18.19,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן ,10,11,860,860.0,1561,1553.0,0.3148148148148148,0.4285714285714286,38,נאמר כאן ה ונאמר להלן ה מה ה אמר להלן ,0.2962962962962963,4060001306
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.107.18.28-ref-sifre-d.107.18.38,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,147666,147724,ref-sifre-d.107.18.28,ref-sifre-d.107.18.38,מה שמחה האמורה להלן עולה ושלמים אף שמחה האמורה כאן עולה,מה שמחה האמורה להלן עולה ושלמים אף שמחה האמורה כאן עולה,11,11,926,926.0,1553,1553.0,0.0,0.0,55,מה שמחה האמורה להלן עולה ושלמים אף שמחה האמורה כאן עולה,0.0,4060001307
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.111.1.12-ref-sifre-d.111.1.21,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,150177,150221,ref-sifre-d.111.1.12,ref-sifre-d.111.1.21,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן ,10,10,972,962.0,1563,1548.0,0.30612244897959184,0.4285714285714286,35,נאמר כאן  ונאמר להלן  מה  אמר להלן ,0.2857142857142857,4060001308
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.122.3.2-ref-sifre-d.122.3.11,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,159571,159621,ref-sifre-d.122.3.2,ref-sifre-d.122.3.11,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ,10,10,1051,1044.0,1564,1548.0,0.30612244897959184,0.4285714285714286,35,נאמר כאן  ונאמר להלן  מה נאמר להלן ,0.2857142857142857,4060001309
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.138.1.6-ref-sifre-d.138.1.15,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,170273,170324,ref-sifre-d.138.1.6,ref-sifre-d.138.1.15,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן ,10,10,1180,1174.0,1565,1548.0,0.26,0.4285714285714286,38,נאמר כאן ה ונאמר להלן ה מה ה אמר להלן ,0.24,4060001310
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.149.4.17-ref-sifre-d.149.4.26,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,179575,179628,ref-sifre-d.149.4.17,ref-sifre-d.149.4.26,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן ,10,10,1276,1261.0,1566,1548.0,0.23076923076923078,0.4285714285714286,41,נאמר כאן עי ונאמר להלן עי מה עי אמר להלן ,0.21153846153846156,4060001311
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.194.6.12-ref-sifre-d.194.6.21,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,206415,206462,ref-sifre-d.194.6.12,ref-sifre-d.194.6.21,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן ,10,10,1410,1395.0,1567,1548.0,0.30612244897959184,0.4285714285714286,35,נאמר כאן  ונאמר להלן  מה  אמר להלן ,0.2857142857142857,4060001312
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.195.7.13-ref-sifre-d.195.7.22,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,206965,207012,ref-sifre-d.195.7.13,ref-sifre-d.195.7.22,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן ,10,10,1467,1452.0,1568,1548.0,0.30612244897959184,0.4285714285714286,35,נאמר כאן  ונאמר להלן  מה  אמר להלן ,0.2857142857142857,4060001313
ref-sifra.11.4-12.9.46-ref-sifra.11.4-12.10.21,ref-sifre-d.233.3.2-ref-sifre-d.233.4.1,525846,525956,ref-sifra.11.4-12.9.46,ref-sifra.11.4-12.10.21,233958,234010,ref-sifre-d.233.3.2,ref-sifre-d.233.4.1,אשת אחיך לא תגלה יבמה יבא עליה נאמרו בדבור אחד וכל,אשת אחיך לא תגלה יבמה יבא עליה נאמרו בדבור אחד וכל,11,11,1591,1591.0,1548,1548.0,0.0,0.0,50,אשת אחיך לא תגלה יבמה יבא עליה נאמרו בדבור אחד וכל,0.0,4060001314
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.249.5.26-ref-sifre-d.249.5.48,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,246497,246608,ref-sifre-d.249.5.26,ref-sifre-d.249.5.48,נאמר כאן דור עשירי ונאמר להלן דור עשירי מה דור עשירי האמור כאן עד עולם אף דור עשירי האמור למטן להלן עד עולם,נאמר כאן דור עשירי ונאמר להלן דור עשירי מה דור עשירי האמור כאן עד עולם אף דור עשירי האמור למטן להלן עד עולם,23,23,1673,1673.0,1554,1554.0,0.0,0.0,107,נאמר כאן דור עשירי ונאמר להלן דור עשירי מה דור עשירי האמור כאן עד עולם אף דור עשירי האמור למטן להלן עד עולם,0.0,4060001315
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.261.2.25-ref-sifre-d.261.2.34,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,251413,251466,ref-sifre-d.261.2.25,ref-sifre-d.261.2.34,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן ,10,10,1698,1688.0,1570,1548.0,0.28846153846153844,0.4285714285714286,41,נאמר כאן עה ונאמר להלן עה מה עה אמר להלן ,0.21153846153846156,4060001316
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.264.1.5-ref-sifre-d.264.1.14,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,252869,252916,ref-sifre-d.264.1.5,ref-sifre-d.264.1.14,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן ,10,10,1751,1739.0,1571,1548.0,0.30612244897959184,0.4285714285714286,35,נאמר כאן  ונאמר להלן  מה נאמר להלן ,0.2857142857142857,4060001317
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.284.6.4-ref-sifre-d.284.6.16,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,268085,268144,ref-sifre-d.284.6.4,ref-sifre-d.284.6.16,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן ,10,13,1826,1819.0,1572,1548.0,0.3620689655172414,0.5,38,נאמר כאן י ונאמר להלן י מה י אמר להלן ,0.3448275862068966,4060001318
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.285.4.3-ref-sifre-d.285.4.15,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,268747,268806,ref-sifre-d.285.4.3,ref-sifre-d.285.4.15,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן ,10,13,1873,1863.0,1573,1548.0,0.3620689655172414,0.5,38,נאמר כאן י ונאמר להלן י מה י אמר להלן ,0.3448275862068966,4060001319
ref-sifra.11.4-12.10.10-ref-sifra.11.4-12.10.23,ref-sifre-d.288.4.94-ref-sifre-d.288.5.2,525902,525973,ref-sifra.11.4-12.10.10,ref-sifra.11.4-12.10.23,273614,273707,ref-sifre-d.288.4.94,ref-sifre-d.288.5.2,"על האחים יכול יהיה מאמר גומר בה ת""ל יבמה יבא עליה ביאה גומרת בה ואין מאמר גומר בה יבמה יבוא","על האחים יכול יהיה מאמר גומר בה ת""ל יבמה יבא עליה ביאה גומרת בה ואין מאמר גומר בה יבמה יבוא",20,20,1918,1918.0,1550,1550.0,0.0,0.0,91,"על האחים יכול יהיה מאמר גומר בה ת""ל יבמה יבא עליה ביאה גומרת בה ואין מאמר גומר בה יבמה יבוא",0.0,4060001320
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.289.3.11-ref-sifre-d.289.3.25,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,274187,274259,ref-sifre-d.289.3.11,ref-sifre-d.289.3.25,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן שם אחיו ונאמר להלן על שם אחיהם יקראו בנחלתם מה שם האמור להלן ,10,15,1929,1924.0,1574,1548.0,0.4142857142857143,0.5454545454545454,41,נאמר כאן י ונאמר להלן עליה  לה שאמר להלן ,0.41428571428571426,4060001321
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.289.9.18-ref-sifre-d.289.9.27,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,274954,274998,ref-sifre-d.289.9.18,ref-sifre-d.289.9.27,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן שם ונאמר להלן שם מה שם האמור להלן ,10,10,1968,1958.0,1575,1548.0,0.30612244897959184,0.4285714285714286,35,נאמר כאן  ונאמר להלן  מה שאמר להלן ,0.2857142857142857,4060001322
ref-sifra.11.4-12.10.23-ref-sifra.11.4-12.10.37,ref-sifre-d.291.6.2-ref-sifre-d.291.6.12,525965,526047,ref-sifra.11.4-12.10.23,ref-sifra.11.4-12.10.37,276456,276517,ref-sifre-d.291.6.2,ref-sifre-d.291.6.12,האמורות בתורה תלמוד_לומר_עליה נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן ,13,11,2038,2031.0,1552,1548.0,0.4430379746835443,0.6,49,ומרה נאמר כאן עיה ונאמר להלן עיה מה עיה אמר להלן ,0.379746835443038,4060001323
ref-sifra.11.4-12.10.28-ref-sifra.11.4-12.10.37,ref-sifre-d.302.1.6-ref-sifre-d.302.1.15,525997,526047,ref-sifra.11.4-12.10.28,ref-sifra.11.4-12.10.37,288148,288192,ref-sifre-d.302.1.6,ref-sifre-d.302.1.15,נאמר כאן עליה ונאמר להלן עליה מה עליה שנאמר להלן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן ,10,10,2121,2114.0,1576,1548.0,0.30612244897959184,0.4285714285714286,35,נאמר כאן  ונאמר להלן  מה  אמר להלן ,0.2857142857142857,4060001324
ref-sifra.11.4-12.11.42-ref-sifra.11.4-12.11.49,ref-sifre-d.288.6.11-ref-sifre-d.288.6.18,526478,526526,ref-sifra.11.4-12.11.42,ref-sifra.11.4-12.11.49,273875,273923,ref-sifre-d.288.6.11,ref-sifre-d.288.6.18,"מכאן אמרו ט""ו נשים פוטרות צרותיהן וצרות צרותיהן ","מכאן אמרו ט""ו נשים פוטרות צרותיהן וצרות צרותיהן ",8,8,1923,1923.0,1580,1580.0,0.0,0.0,48,"מכאן אמרו ט""ו נשים פוטרות צרותיהן וצרות צרותיהן ",0.0,4060001325
ref-sifra.11.4-12.14.3-ref-sifra.11.4-12.14.18,ref-sifre-d.38.11.94-ref-sifre-d.39.1.4,526957,527043,ref-sifra.11.4-12.14.3,ref-sifra.11.4-12.14.18,61403,61458,ref-sifre-d.38.11.94,ref-sifre-d.39.1.4,ולא תקיא אתכם הארץ בטמאכם אותה ארץ ישראל אינה כשאר כל הארץ אינה מקיימת בעלי עוברי ,ולא תקיא הארץ אתכם בטמאכם אותה והארץ אשר אתם עוברים ,16,10,153,151.0,1581,1581.0,0.5487804878048781,0.5,43,ולא תקיא הארץ בטמאכם אותה ארץ אשר את עוברי ,0.47560975609756095,4060001326
ref-sifra.11.4-12.14.42-ref-sifra.11.4-12.14.47,ref-sifre-d.38.11.94-ref-sifre-d.39.1.3,527171,527204,ref-sifra.11.4-12.14.42,ref-sifra.11.4-12.14.47,61403,61451,ref-sifre-d.38.11.94,ref-sifre-d.39.1.3,ולא תקיא אתכם הארץ בטמאכם אותה ,ולא תקיא הארץ אתכם בטמאכם אותה והארץ אשר אתם ,6,9,152,151.0,1582,1582.0,0.4888888888888889,0.25,26,ולא תקיא הארץ בטמאכם אותה ,0.4222222222222223,4060001327
ref-sifra.11.4-12.15.19-ref-sifra.11.4-12.15.31,ref-sifre-d.80.2.3-ref-sifre-d.80.2.11,527399,527458,ref-sifra.11.4-12.15.19,ref-sifra.11.4-12.15.31,126901,126939,ref-sifre-d.80.2.3,ref-sifre-d.80.2.11,אתכם הארץ אשר אני מביא אתכם שמה לשבת בה אני איני מביא אתכם ,מביא אתכם שמה אשר אתה בא שמה לרשת אותם ,13,9,579,579.0,1583,1583.0,0.6101694915254238,0.6,28,אתכם ה אשר א בא שמה לשת אתם ,0.5254237288135593,4060001328
ref-sifra.11.4-12.17.1-ref-sifra.11.4-12.17.11,ref-sifre-d.1.9.32-ref-sifre-d.1.9.41,527675,527731,ref-sifra.11.4-12.17.1,ref-sifra.11.4-12.17.11,2135,2199,ref-sifre-d.1.9.32,ref-sifre-d.1.9.41,ואומר לכם אתם תירשו את אדמתם אתם נאים יורשים אותם שאתם ,ואתם שנאתם אותי ותשלחוני מאתכם ואומר וישלחם יצחק וילכו מאתו ,11,10,1,1.0,1584,1584.0,0.6666666666666666,0.8,30,ואם אתם תי ת מאתם אים יויו את ,0.5,4060001329
