baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-sifra,dam-lev,jac,lcs_len_char,lcs_str_char,lcc_distance,id
ref-sifra.3.3-00.8.8-ref-sifra.3.3-00.8.28,ref-sifre-d.122.2.56-ref-sifre-d.122.3.17,98575,98696,ref-sifra.3.3-00.8.8,ref-sifra.3.3-00.8.28,159562,159652,ref-sifre-d.122.2.56,ref-sifre-d.122.3.17,הזיה טבילה אצבעו נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן הימנית ,אזן אזנו נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן ימנית ,21,18,1045,1044.0,231,231.0,0.38461538461538464,0.5,74,ז או נאמר כאן או ונאמר להלן או מה או אמור להלן ימנית אף או אמור כאן ימנית ,0.36752136752136755,4060000213
ref-sifra.3.3-00.8.11-ref-sifra.3.3-00.8.27,ref-sifre-d.138.1.6-ref-sifre-d.138.1.20,98592,98688,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.27,170273,170350,ref-sifre-d.138.1.6,ref-sifre-d.138.1.20,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,17,15,1189,1174.0,244,231.0,0.43010752688172044,0.5454545454545454,55,נאמר כאן  ונאמר להלן  מה  אמורה להלן שמי אף  אמורה כאן ,0.4086021505376344,4060000214
ref-sifra.3.3-00.8.11-ref-sifra.3.3-00.8.27,ref-sifre-d.149.4.17-ref-sifre-d.149.4.37,98592,98688,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.27,179575,179681,ref-sifre-d.149.4.17,ref-sifre-d.149.4.37,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן ,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן שער_שנמצאו_בו_ולא_שער שנדונו בו אף שעריך האמור כאן ,17,17,1281,1261.0,245,231.0,0.49514563106796117,0.5833333333333333,60,נאמר כאן ע ונאמר להלן ע מה ע אמור להלן נמו שב אף ע אמור כאן ,0.41747572815533984,4060000215
ref-sifra.3.3-00.8.11-ref-sifra.3.3-00.8.27,ref-sifre-d.194.6.12-ref-sifre-d.194.6.26,98592,98688,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.27,206415,206485,ref-sifre-d.194.6.12,ref-sifre-d.194.6.26,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן ,17,15,1419,1395.0,246,231.0,0.41935483870967744,0.5454545454545454,56,נאמר כאן א ונאמר להלן א מה א אמור להלן ני אף א אמור כאן ,0.3978494623655914,4060000216
ref-sifra.3.3-00.8.11-ref-sifra.3.3-00.8.27,ref-sifre-d.195.7.13-ref-sifre-d.195.7.27,98592,98688,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.27,206965,207035,ref-sifre-d.195.7.13,ref-sifre-d.195.7.27,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן ,17,15,1476,1452.0,247,231.0,0.41935483870967744,0.5454545454545454,56,נאמר כאן א ונאמר להלן א מה א אמור להלן ני אף א אמור כאן ,0.3978494623655914,4060000217
ref-sifra.3.3-00.8.11-ref-sifra.3.3-00.8.27,ref-sifre-d.261.2.25-ref-sifre-d.261.2.41,98592,98688,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.27,251413,251503,ref-sifre-d.261.2.25,ref-sifre-d.261.2.41,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן ,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,17,17,1702,1688.0,248,231.0,0.3978494623655914,0.5833333333333333,58,נאמר כאן ו ונאמר להלן ו מה ו אור להלן  ו ב אף ו אמורה כאן ,0.3763440860215054,4060000218
ref-sifra.3.3-00.8.11-ref-sifra.3.3-00.8.27,ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,98592,98688,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.27,252869,252945,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,17,16,1759,1739.0,249,231.0,0.43010752688172044,0.5454545454545454,55,נאמר כאן  ונאמר להלן  מה  אמור להלן נ ונב אף  אמור כאן ,0.4086021505376344,4060000219
ref-sifra.3.3-00.8.11-ref-sifra.3.3-00.8.27,ref-sifre-d.284.6.4-ref-sifre-d.284.6.24,98592,98688,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.27,268085,268188,ref-sifre-d.284.6.4,ref-sifre-d.284.6.24,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן ,נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן בעושה פחות מסאתים אף גר ויתום האמור כאן ,17,21,1831,1819.0,250,231.0,0.45918367346938777,0.6428571428571428,61,נאמר כאן ו ונאמר להלן ו מה ו אמור להלן ה ות מי אף ו אמור כאן ,0.37755102040816324,4060000220
ref-sifra.3.3-00.8.11-ref-sifra.3.3-00.8.27,ref-sifre-d.285.3.31-ref-sifre-d.285.4.18,98592,98688,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.27,268729,268822,ref-sifre-d.285.3.31,ref-sifre-d.285.4.18,הימנה לגר ליתום נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן פחות מסאתים אף,הימנה לגר ליתום נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן פחות מסאתים אף,19,19,1863,1863.0,234,234.0,0.0,0.0,88,הימנה לגר ליתום נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן פחות מסאתים אף,0.0,4060000221
ref-sifra.3.3-00.8.11-ref-sifra.3.3-00.8.27,ref-sifre-d.289.3.11-ref-sifre-d.289.3.30,98592,98688,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.27,274187,274283,ref-sifre-d.289.3.11,ref-sifre-d.289.3.30,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן ,נאמר כאן שם אחיו ונאמר להלן על שם אחיהם יקראו בנחלתם מה שם האמור להלן לנחלה אף שם האמור כאן ,17,20,1939,1924.0,251,231.0,0.5591397849462365,0.6875,56,נאמר כאן או ונאמר להלן ע ה או אמור להלן נה אף  אמור כאן ,0.3978494623655914,4060000222
ref-sifra.3.3-00.8.11-ref-sifra.3.3-00.8.27,ref-sifre-d.289.9.18-ref-sifre-d.289.9.32,98592,98688,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.27,274954,275020,ref-sifre-d.289.9.18,ref-sifre-d.289.9.32,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן ,נאמר כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן ,17,15,1975,1958.0,252,231.0,0.46236559139784944,0.5454545454545454,52,נאמר כאן  ונאמר להלן  מה  אמור להלן נה אף  אמור כאן ,0.4408602150537635,4060000223
ref-sifra.3.3-00.8.11-ref-sifra.3.3-00.8.28,ref-sifre-d.291.4.11-ref-sifre-d.291.4.22,98592,98696,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.28,276124,276181,ref-sifre-d.291.4.11,ref-sifre-d.291.4.22,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן הימנית ,נאמר כאן רגלו ונאמר להלן רגלו מה להלן ימנית אף כאן ימנית ,18,12,2028,2024.0,255,231.0,0.49,0.4,51,נאמר כאן ו ונאמר להלן ו מה להלן ימנית אף כאן ימנית ,0.49,4060000224
ref-sifra.3.3-00.8.11-ref-sifra.3.3-00.8.27,ref-sifre-d.291.6.2-ref-sifre-d.291.6.18,98592,98688,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.27,276456,276551,ref-sifre-d.291.6.2,ref-sifre-d.291.6.18,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן ,ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן ,17,17,2045,2031.0,253,231.0,0.4946236559139785,0.5833333333333333,59,נאמר כאן ע ונאמר להלן ע מה ע אמורה להלן ו ש אף ע אמורה כאן ,0.3655913978494624,4060000225
ref-sifra.3.3-00.8.11-ref-sifra.3.3-00.8.27,ref-sifre-d.302.1.6-ref-sifre-d.302.1.20,98592,98688,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.27,288148,288213,ref-sifre-d.302.1.6,ref-sifre-d.302.1.20,נאמר כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן הימנית המיומנת שבימין אף אצבעו אמורה כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,17,15,2128,2128.0,254,254.0,0.4838709677419355,0.5454545454545454,50,נאמר כאן  ונאמר להלן  מה  אמור להלן  אף  אמור כאן ,0.4623655913978495,4060000226
ref-sifra.3.3-00.8.12-ref-sifra.3.3-00.8.20,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,98597,98644,ref-sifra.3.3-00.8.12,ref-sifra.3.3-00.8.20,288221,288275,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן אצבעו ונאמר להלן אצבעו מה אצבעו אמורה להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,9,12,2174,2174.0,257,254.0,0.6346153846153846,0.6666666666666667,28,  אמר להלן צו  אצו אמר להלן ,0.46153846153846156,4060000227
ref-sifra.3.3-00.8.11-ref-sifra.3.3-00.8.30,ref-sifre-d.357.37.20-ref-sifre-d.357.37.33,98592,98713,ref-sifra.3.3-00.8.11,ref-sifra.3.3-00.8.30,388176,388234,ref-sifre-d.357.37.20,ref-sifre-d.357.37.33,נא' כאן ימי ונא' להלן ימי מה ימי האמור כאן ל' יום אף ימי,נא' כאן ימי ונא' להלן ימי מה ימי האמור כאן ל' יום אף ימי,14,14,2265,2261.0,256,256.0,0.0,0.0,56,נא' כאן ימי ונא' להלן ימי מה ימי האמור כאן ל' יום אף ימי,0.0,4060000228
ref-sifra.3.3-04.1.22-ref-sifra.3.3-04.2.2,ref-sifre-d.72.7.12-ref-sifre-d.72.7.16,100170,100224,ref-sifra.3.3-04.1.22,ref-sifra.3.3-04.2.2,117593,117617,ref-sifre-d.72.7.12,ref-sifre-d.72.7.16,לכל האמור בענין ירים ממנו ממנו מן המחובר כאשר יורם ,הורם ממנו כלום מנין הורם ,10,5,525,525.0,264,264.0,0.6470588235294118,0.8,20,הורם ממנו ו מן הורם ,0.607843137254902,4060000229
ref-sifra.3.3-05.5.2-ref-sifra.3.3-05.5.11,ref-sifre-d.109.7.9-ref-sifre-d.109.8.17,101775,101830,ref-sifra.3.3-05.5.2,ref-sifra.3.3-05.5.11,148772,148897,ref-sifre-d.109.7.9,ref-sifre-d.109.8.17,"יהיו מוציאים אותו ממקום טומאה טהרה למקום טהרה טומאה ת""ל בשנה ההיא","ממקום טומאה טהרה למקום טהרה טומאה יכול אף של שאר שנים יהיו מוציאים אותו ממקום טומאה טהרה למקום טהרה טומאה ת""ל בשנה ההיא",12,23,950,950.0,265,265.0,0.453781512605042,0.41666666666666663,65,"יהיו מוציאים אותו ממקום טומאה טהרה למקום טהרה טומאה ת""ל בשנה ההיא",0.45378151260504207,4060000230
ref-sifra.3.4-00.2.18-ref-sifra.3.4-00.2.35,ref-sifre-d.43.25.4-ref-sifre-d.43.25.12,102458,102535,ref-sifra.3.4-00.2.18,ref-sifra.3.4-00.2.35,82479,82519,ref-sifre-d.43.25.4,ref-sifre-d.43.25.12,מה עדה' אמורה להלן בית_דין_אף כאן בית דין או מה עדה' אמורה להלן בכהן גדול אף ,ונאמר להלן אף חרי מה חרי אף האמור להלן ,16,9,213,168.0,268,267.0,0.6363636363636364,0.75,29,אמר להלן אף י י א האמור להלן ,0.6233766233766234,4060000231
ref-sifra.3.4-00.2.15-ref-sifra.3.4-00.2.35,ref-sifre-d.109.2.6-ref-sifre-d.109.2.14,102441,102535,ref-sifra.3.4-00.2.15,ref-sifra.3.4-00.2.35,148136,148175,ref-sifre-d.109.2.6,ref-sifre-d.109.2.14,ולהלן נאמר עדה' מה עדה' אמורה להלן בית_דין_אף כאן בית דין או מה עדה' אמורה להלן בכהן גדול אף ,ולהלן נאמר קץ מה קץ האמור להלן רגל אף ,19,9,931,931.0,267,267.0,0.6451612903225806,0.6923076923076923,33,ולהלן נאמר  מה  האמור להלן גל אף ,0.6451612903225806,4060000232
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-d.56.1.87-ref-sifre-d.56.1.97,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,105011,105063,ref-sifre-d.56.1.87,ref-sifre-d.56.1.97,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה אלון מורה האמור להלן שכם אף אלון מורה האמור כאן ,11,11,267,267.0,270,269.0,0.5636363636363636,0.4444444444444444,35,מה ה אמור להלן כם א לורה האמור כאן ,0.36363636363636365,4060000233
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.38,ref-sifre-d.64.2.8-ref-sifre-d.64.3.1,102750,102820,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.38,111834,111891,ref-sifre-d.64.2.8,ref-sifre-d.64.3.1,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן עד שיהיו כולם ,מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן שלמים בכל ,14,11,431,411.0,279,269.0,0.4782608695652174,0.6923076923076923,41,מה ה אמורה להלן לים אף ה אמורה כאן שי כל ,0.4057971014492754,4060000234
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-d.69.1.8-ref-sifre-d.69.1.16,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,114116,114162,ref-sifre-d.69.1.8,ref-sifre-d.69.1.16,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,11,9,485,441.0,271,269.0,0.43636363636363634,0.6,35,מה ה אמורה להלן לים אף ה אמורה כאן ,0.36363636363636365,4060000235
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-d.86.6.10-ref-sifre-d.86.6.18,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,131071,131119,ref-sifre-d.86.6.10,ref-sifre-d.86.6.18,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,11,9,636,592.0,272,269.0,0.4,0.6,37,מה דה אמורה להלן ילה אף דה אמורה כאן ,0.32727272727272727,4060000236
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-d.90.2.10-ref-sifre-d.90.2.19,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,133053,133105,ref-sifre-d.90.2.10,ref-sifre-d.90.2.19,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן ,11,10,710,651.0,273,269.0,0.36363636363636365,0.6,39,מה דה אמורה להלן כא יה אף דה אמורה כאן ,0.2909090909090909,4060000237
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-d.99.2.28-ref-sifre-d.99.2.39,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,139010,139082,ref-sifre-d.99.2.28,ref-sifre-d.99.2.39,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה תועבה האמורה להלן בפסולי המוקדשים הכתוב מדבר אף תועבה האמורה כאן ,11,12,748,745.0,274,269.0,0.4117647058823529,0.6923076923076923,44,מה עה אמורה להלן ול וים הור אף עה אמורה כאן ,0.3529411764705882,4060000238
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-d.107.18.15-ref-sifre-d.107.18.25,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,147601,147656,ref-sifre-d.107.18.15,ref-sifre-d.107.18.25,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן ,11,11,912,912.0,275,275.0,0.5636363636363636,0.6,35,מה ה אמורה להלן לים אף ה אמורה כאן ,0.36363636363636365,4060000239
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-d.107.18.28-ref-sifre-d.107.18.37,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,147666,147719,ref-sifre-d.107.18.28,ref-sifre-d.107.18.37,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה שמחה האמורה להלן עולה ושלמים אף שמחה האמורה כאן ,11,10,923,923.0,276,275.0,0.38181818181818183,0.6363636363636364,38,מה ה אמורה להלן ול ולי אף ה אמורה כאן ,0.3090909090909091,4060000240
ref-sifra.3.4-00.3.22-ref-sifra.3.4-00.3.35,ref-sifre-d.109.2.6-ref-sifre-d.109.2.17,102733,102805,ref-sifra.3.4-00.3.22,ref-sifra.3.4-00.3.35,148136,148189,ref-sifre-d.109.2.6,ref-sifre-d.109.2.17,ולהלן נאמר עדה' מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,ולהלן נאמר קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,14,12,934,931.0,269,269.0,0.4084507042253521,0.5454545454545454,42,ולהלן נאמר  מה  אמור להלן רל אף  אמור כאן ,0.4084507042253521,4060000241
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-d.138.1.12-ref-sifre-d.138.1.20,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,170304,170350,ref-sifre-d.138.1.12,ref-sifre-d.138.1.20,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,11,9,1217,1174.0,277,269.0,0.43636363636363634,0.6,35,מה ה אמורה להלן לים אף ה אמורה כאן ,0.36363636363636365,4060000242
ref-sifra.3.4-00.3.25-ref-sifra.3.4-00.3.35,ref-sifre-d.291.6.9-ref-sifre-d.291.6.18,102750,102805,ref-sifra.3.4-00.3.25,ref-sifra.3.4-00.3.35,276496,276551,ref-sifre-d.291.6.9,ref-sifre-d.291.6.18,מה עדה' אמורה להלן כולם ראוים להוריה אף עדה' אמורה כאן ,מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן ,11,10,2080,2031.0,278,269.0,0.41818181818181815,0.6363636363636364,38,מה עה אמורה להלן לו ה אף עה אמורה כאן ,0.3090909090909091,4060000243
