baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-mek,dam-lev,jac,id
ref-mek.7.1.2.250-ref-mek.7.1.2.269,ref-bible.0104.23.19.5-ref-bible.104.23.21.5,286108,286205,ref-mek.7.1.2.250,ref-mek.7.1.2.269,308639,308749,ref-bible.0104.23.19.5,ref-bible.0104.23.21.5,בו עבודת עבד מכאן אמרו לא ירחוץ לו רגליו ולא ינעול לו מנעליו ולא יטול לו כלים לבית המרחץ ולא ,ובן אדם ויתנחם ההוא אמר ולא יעשה ודבר ולא יקימנה הנה ברך לקחתי וברך ולא אשיבנה לא הביט און ביעקב ולא ,20,21,768,768.0,1368,1368.0,0.6336633663366337,0.9166666666666666,3090001162
ref-mek.7.1.2.453-ref-mek.7.1.2.471,ref-bible.0102.21.3.1-ref-bible.0102.21.3.6,287180,287269,ref-mek.7.1.2.453,ref-mek.7.1.2.471,146399,146424,ref-bible.0102.21.3.1,ref-bible.0102.21.3.6,אם בגפו יבא בגפו יצא אם בגפו יבא בגפו יצא אם,אם בגפו יבא בגפו יצא אם בגפו יבא בגפו יצא אם,19,6,478,478.0,1369,1369.0,0.0,0.0,3090001163
ref-mek.7.1.2.520-ref-mek.7.1.2.525,ref-bible.0105.15.12.2-ref-bible.105.15.12.7,287534,287564,ref-mek.7.1.2.520,ref-mek.7.1.2.525,371926,371956,ref-bible.0105.15.12.2,ref-bible.0105.15.12.7,ימכר לך אחיך העברי או העבריה ,ימכר לך אחיך העברי או העבריה ,6,6,866,866.0,1371,1371.0,0.0,0.0,3090001164
ref-mek.7.1.3.1-ref-mek.7.1.3.44,ref-bible.0102.21.3.6-ref-bible.0102.21.4.5,288265,288479,ref-mek.7.1.3.1,ref-mek.7.1.3.44,146422,146472,ref-bible.0102.21.3.6,ref-bible.0102.21.4.5,אם בעל אשה הוא ויצאה אשתו עמו אם אדניו יתן לו אשה,אם בעל אשה הוא ויצאה אשתו עמו,26,12,483,482.0,1372,1372.0,0.40816326530612246,0.25,3090001165
ref-mek.7.1.3.92-ref-mek.7.2.1.5,ref-bible.0102.21.3.10-ref-bible.102.21.4.5,288743,288787,ref-mek.7.1.3.92,ref-mek.7.2.1.5,146437,146472,ref-bible.0102.21.3.10,ref-bible.0102.21.4.5,להוציא ארוסה שאינה עמו אם אדוניו יתן לו אשה ,ויצאה אשתו עמו אם אדניו יתן לו אשה ,9,8,485,478.0,1375,1375.0,0.29545454545454547,0.33333333333333337,3090001166
ref-mek.7.2.1.16-ref-mek.7.2.1.79,ref-bible.0102.21.3.1-ref-bible.0102.21.4.14,288836,289185,ref-mek.7.2.1.16,ref-mek.7.2.1.79,146399,146522,ref-bible.0102.21.3.1,ref-bible.0102.21.4.14,אם בגפו יבא בגפו יצא אם בעל אשה הוא ויצאה אשתו עמו אם אדניו יתן לו אשה,אם בגפו יבא בגפו יצא אם בעל אשה הוא ויצאה אשתו עמו אם אדניו יתן לו אשה,19,17,480,480.0,1376,1376.0,0.0,0.0,3090001167
ref-mek.7.2.2.1-ref-mek.7.2.2.13,ref-bible.0102.21.5.1-ref-bible.102.21.5.7,290204,290272,ref-mek.7.2.2.1,ref-mek.7.2.2.13,146539,146572,ref-bible.0102.21.5.1,ref-bible.0102.21.5.7,ואם אמר יאמר העבד מגיד שאינו נרצע עד שיאמר וישנה אהבתי את אדוני ,ואם אמר יאמר העבד אהבתי את אדני ,13,7,488,488.0,1380,1380.0,0.5,0.4545454545454546,3090001168
ref-mek.7.2.2.70-ref-mek.7.2.2.82,ref-bible.0104.10.32.1-ref-bible.104.10.32.13,290551,290607,ref-mek.7.2.2.70,ref-mek.7.2.2.82,278808,278874,ref-bible.0104.10.32.1,ref-bible.0104.10.32.13,והיה כי יאמר אליך וגו' כי טוב לו עמך שתהא טובתו שוה לך ,והיה כי תלך עמנו והיה הטוב ההוא אשר ייטיב יהוה עמנו והטבנו לך ,13,13,724,724.0,1382,1381.0,0.5967741935483871,0.8461538461538461,3090001169
ref-mek.7.2.2.70-ref-mek.7.2.2.78,ref-bible.0105.15.16.1-ref-bible.105.15.16.15,290551,290588,ref-mek.7.2.2.70,ref-mek.7.2.2.78,372191,372254,ref-bible.0105.15.16.1,ref-bible.0105.15.16.15,והיה כי יאמר אליך וגו' כי טוב לו עמך ,והיה כי יאמר אליך לא אצא מעמך כי אהבך ואת ביתך כי טוב לו עמך ,9,15,869,869.0,1381,1381.0,0.4426229508196721,0.5555555555555556,3090001170
ref-mek.7.2.3.26-ref-mek.7.2.3.31,ref-bible.0102.21.6.5-ref-bible.102.21.6.10,290874,290904,ref-mek.7.2.3.26,ref-mek.7.2.3.31,146627,146657,ref-bible.0102.21.6.5,ref-bible.0102.21.6.10,והגישו אל הדלת או אל המזוזה ,והגישו אל הדלת או אל המזוזה ,6,6,489,489.0,1383,1383.0,0.0,0.0,3090001171
ref-mek.7.2.3.85-ref-mek.7.2.3.89,ref-bible.0102.21.6.11-ref-bible.102.21.6.15,291194,291221,ref-mek.7.2.3.85,ref-mek.7.2.3.89,146658,146684,ref-bible.0102.21.6.11,ref-bible.0102.21.6.15,ורצע אדוניו את אזנו במרצע ,ורצע אדניו את אזנו במרצע ,5,5,490,490.0,1384,1384.0,0.038461538461538464,0.0,3090001172
ref-mek.7.2.3.224-ref-mek.7.2.3.228,ref-bible.0102.21.6.11-ref-bible.102.21.6.15,291893,291920,ref-mek.7.2.3.224,ref-mek.7.2.3.228,146658,146684,ref-bible.0102.21.6.11,ref-bible.0102.21.6.15,ורצע אדוניו את אזנו במרצע ,ורצע אדניו את אזנו במרצע ,5,5,491,490.0,1385,1385.0,0.038461538461538464,0.0,3090001173
ref-mek.7.2.3.323-ref-mek.7.2.3.348,ref-bible.0102.1.14.13-ref-bible.0102.1.15.5,292404,292547,ref-mek.7.2.3.323,ref-mek.7.2.3.348,106371,106428,ref-bible.0102.1.14.13,ref-bible.0102.1.15.5,עבדתם אשר עבדו בהם בפרך ויאמר מלך מצרים למילדת העברית,עבדתם אשר עבדו בהם בפרך ויאמר מלך מצרים למילדת העברית,26,10,108,108.0,1386,1386.0,0.0,0.0,3090001174
ref-mek.7.2.3.348-ref-mek.7.2.3.361,ref-bible.0209.29.11.2-ref-bible.209.29.11.11,292543,292609,ref-mek.7.2.3.348,ref-mek.7.2.3.361,1035461,1035503,ref-bible.0209.29.11.2,ref-bible.0209.29.11.11,עברי עובד את הבן ואינו עובד את הבת נרצע ועבריה לא את הבן ולא ,תעבר בה רגל אדם ורגל בהמה לא תעבר בה ולא ,14,10,1297,1297.0,1388,1386.0,0.639344262295082,0.9166666666666666,3090001175
ref-mek.7.3.1.286-ref-mek.7.3.1.291,ref-bible.0105.15.12.2-ref-bible.105.15.12.7,294071,294101,ref-mek.7.3.1.286,ref-mek.7.3.1.291,371926,371956,ref-bible.0105.15.12.2,ref-bible.0105.15.12.7,ימכר לך אחיך העברי או העבריה ,ימכר לך אחיך העברי או העבריה ,6,6,867,866.0,1389,1389.0,0.0,0.0,3090001176
ref-mek.7.3.2.1-ref-mek.7.3.2.15,ref-bible.0102.21.8.1-ref-bible.102.21.8.9,295241,295313,ref-mek.7.3.2.1,ref-mek.7.3.2.15,146746,146787,ref-bible.0102.21.8.1,ref-bible.0102.21.8.9,אם רעה בעיני אדוניה אין רעה אלא שלא נגמלה חסד לפניו אשר לא יעדה והפדה ,אם רעה בעיני אדניה אשר לא לו יעדה והפדה ,15,9,492,492.0,1390,1390.0,0.44285714285714284,0.41666666666666663,3090001177
ref-mek.7.3.2.54-ref-mek.7.3.2.79,ref-bible.0102.21.8.8-ref-bible.102.21.9.5,295486,295614,ref-mek.7.3.2.54,ref-mek.7.3.2.79,146776,146853,ref-bible.0102.21.8.8,ref-bible.0102.21.9.5,ליעד מיעד לעם נכרי הרי זה אזהרה לבית דין שלא ימכר לגוי בבגדו בה מאחר שבגד בה נוהג בה מנהג ביזיון ולא נהג בה כמשפט הבנות ,יעדה והפדה לעם נכרי לא ימשל למכרה בבגדו בה ואם לבנו ייעדנה כמשפט הבנות ,26,14,493,492.0,1391,1391.0,0.5416666666666666,0.6956521739130435,3090001178
ref-mek.7.3.2.128-ref-mek.7.3.2.135,ref-bible.0102.21.8.15-ref-bible.102.21.9.7,295861,295906,ref-mek.7.3.2.128,ref-mek.7.3.2.135,146812,146861,ref-bible.0102.21.8.15,ref-bible.0102.21.9.7,בגדו עליה ואם לבנו ייעדנה לבנו ייעדנה ולא ,בבגדו בה ואם לבנו ייעדנה כמשפט הבנות יעשה לה ,8,9,494,492.0,1392,1392.0,0.37777777777777777,0.6666666666666667,3090001179
ref-mek.7.3.2.202-ref-mek.7.3.2.237,ref-bible.0102.21.10.1-ref-bible.0102.21.10.9,296244,296419,ref-mek.7.3.2.202,ref-mek.7.3.2.237,146862,146902,ref-bible.0102.21.10.1,ref-bible.0102.21.10.9,אם אחרת יקח לו שארה כסותה וענתה לא יגרע,אם אחרת יקח לו שארה כסותה וענתה לא יגרע,36,9,496,496.0,1393,1393.0,0.0,0.0,3090001180
ref-mek.7.3.2.265-ref-mek.7.3.2.274,ref-bible.0101.31.43.3-ref-bible.101.31.43.18,296553,296610,ref-mek.7.3.2.265,ref-mek.7.3.2.274,62314,62396,ref-bible.0101.31.43.3,ref-bible.0101.31.43.18,אומר והודעתם לבניך ולבני בניך אימתי אתה זכאי לראות בני ,ויאמר אל יעקב הבנות בנתי והבנים בני והצאן צאני וכל אשר אתה ראה לי הוא ולבנתי ,10,16,64,64.0,1395,1395.0,0.5714285714285714,0.7777777777777778,3090001181
ref-mek.7.3.2.267-ref-mek.7.3.2.279,ref-bible.0310.5.5.5-ref-bible.310.5.5.13,296567,296637,ref-mek.7.3.2.267,ref-mek.7.3.2.279,1400947,1400999,ref-bible.0310.5.5.5,ref-bible.0310.5.5.13,לבניך ולבני בניך אימתי אתה זכאי לראות בני בניך בזמן שאתה משיא בניך ,כבניהם בנינו והנה אנחנו כבשים את בנינו ואת בנתינו ,13,9,1581,1581.0,1396,1395.0,0.6567164179104478,0.875,3090001182
ref-mek.7.3.2.267-ref-mek.7.3.2.279,ref-bible.0312.7.29.3-ref-bible.312.7.29.16,296567,296637,ref-mek.7.3.2.267,ref-mek.7.3.2.279,1472296,1472375,ref-bible.0312.7.29.3,ref-bible.0312.7.29.16,לבניך ולבני בניך אימתי אתה זכאי לראות בני בניך בזמן שאתה משיא בניך ,בני מנשה בית שאן ובנתיה תענך ובנתיה מגדו ובנותיה דור ובנותיה באלה ישבו בני ,13,14,1622,1622.0,1397,1395.0,0.6533333333333333,0.8947368421052632,3090001183
ref-mek.7.3.2.419-ref-mek.7.3.2.441,ref-bible.0102.21.10.1-ref-bible.0102.21.11.1,297341,297458,ref-mek.7.3.2.419,ref-mek.7.3.2.441,146862,146907,ref-bible.0102.21.10.1,ref-bible.0102.21.11.1,אחרת יקח לו שארה כסותה וענתה לא יגרע ואם,אם אחרת יקח לו שארה כסותה וענתה לא יגרע ואם,23,9,498,498.0,1398,1398.0,0.06976744186046512,0.0,3090001184
ref-mek.7.3.2.479-ref-mek.7.3.3.6,ref-bible.0102.21.9.4-ref-bible.102.21.11.6,297644,297761,ref-mek.7.3.2.479,ref-mek.7.3.3.6,146840,146926,ref-bible.0102.21.9.4,ref-bible.0102.21.11.6,כמשפט הבנות יעשה לה הרי עבריה אמורה הא מה תלמוד לומר ואם אחרת יקח לו בבת ישראל הכתוב מדבר ואם שלש אלה לא יעשה לה ,כמשפט הבנות יעשה לה אם אחרת יקח לו שארה כסותה וענתה לא יגרע ואם שלש אלה לא יעשה לה ,25,19,495,492.0,1400,1400.0,0.4690265486725664,0.6,3090001185
ref-mek.7.3.3.13-ref-mek.7.3.3.30,ref-bible.0101.29.4.9-ref-bible.101.29.6.5,297786,297866,ref-mek.7.3.3.13,ref-mek.7.3.3.30,54386,54469,ref-bible.0101.29.4.9,ref-bible.0101.29.6.5,אתה אומר יעד לך או לבנך או פדה או אינו אלא שארה כסותה ועונתה אמרת אין דבר אמור ,אנחנו ויאמר להם הידעתם את לבן בן נחור ויאמרו ידענו ויאמר להם השלום לו ויאמרו ,18,15,62,61.0,1401,1401.0,0.7468354430379747,0.85,3090001186
ref-mek.7.3.3.24-ref-mek.7.3.3.40,ref-bible.0102.21.10.5-ref-bible.102.21.11.6,297830,297915,ref-mek.7.3.3.24,ref-mek.7.3.3.40,146877,146926,ref-bible.0102.21.10.5,ref-bible.0102.21.11.6,שארה כסותה ועונתה אמרת אין דבר אמור אלא בעבריה ומה תלמוד לומר ואם שלש אלה ייעד לך ,שארה כסותה וענתה לא יגרע ואם שלש אלה לא יעשה לה ,17,11,500,492.0,1402,1401.0,0.5609756097560976,0.6,3090001187
ref-mek.7.3.3.194-ref-mek.7.4.1.5,ref-bible.0102.21.11.9-ref-bible.102.21.12.5,298718,298747,ref-mek.7.3.3.194,ref-mek.7.4.1.5,146938,146967,ref-bible.0102.21.11.9,ref-bible.0102.21.12.5,אין כסף מכה איש ומת מות יומת ,אין כסף מכה איש ומת מות יומת ,7,7,501,501.0,1403,1403.0,0.0,0.0,3090001188
ref-mek.7.4.1.48-ref-mek.7.4.1.56,ref-bible.0103.24.17.1-ref-bible.103.24.18.1,298941,298979,ref-mek.7.4.1.48,ref-mek.7.4.1.56,242679,242717,ref-bible.0103.24.17.1,ref-bible.0103.24.18.1,ואיש כי יכה כל נפש אדם להביא את שהכה ,ואיש כי יכה כל נפש אדם מות יומת ומכה ,9,9,696,696.0,1404,1404.0,0.24324324324324326,0.5,3090001189
ref-mek.7.4.1.260-ref-mek.7.4.1.264,ref-bible.0105.21.9.1-ref-bible.105.21.9.5,300004,300031,ref-mek.7.4.1.260,ref-mek.7.4.1.264,381676,381704,ref-bible.0105.21.9.1,ref-bible.0105.21.9.5,ואתה תבער הדם הנקי מקרבך ,ואתה תבער הדם הנקי מקרבך ,5,5,885,885.0,1405,1405.0,0.0,0.0,3090001190
ref-mek.7.4.2.83-ref-mek.7.4.2.91,ref-bible.0102.21.13.1-ref-bible.102.21.13.9,300606,300650,ref-mek.7.4.2.83,ref-mek.7.4.2.91,146968,147014,ref-bible.0102.21.13.1,ref-bible.0102.21.13.9,ואשר לא צדה והאלהים אנה וגו ושמתי לך מקום ,ואשר לא צדה והאלהים אנה לידו ושמתי לך מקום ,9,9,502,502.0,1406,1406.0,0.06976744186046512,0.2222222222222222,3090001191
ref-mek.7.4.2.169-ref-mek.7.4.3.3,ref-bible.0102.21.13.7-ref-bible.102.21.14.3,301034,301067,ref-mek.7.4.2.169,ref-mek.7.4.3.3,147000,147040,ref-bible.0102.21.13.7,ref-bible.0102.21.14.3,ושמתי לך מקום וגו' וכי יזיד איש ,ושמתי לך מקום אשר ינוס שמה וכי יזד איש ,7,9,503,502.0,1407,1407.0,0.3076923076923077,0.4444444444444444,3090001192
ref-mek.7.4.3.409-ref-mek.7.4.3.414,ref-bible.0205.2.28.14-ref-bible.205.2.28.19,303221,303248,ref-mek.7.4.3.409,ref-mek.7.4.3.414,651066,651095,ref-bible.0205.2.28.14,ref-bible.0205.2.28.19,וינס יואב אל אהל ה' ויחזק ,וינס יואב אל אהל יהוה ויחזק ,6,6,1020,1020.0,1408,1408.0,0.10714285714285714,0.19999999999999996,3090001193
ref-mek.7.5.2.83-ref-mek.7.5.2.99,ref-bible.0105.24.7.2-ref-bible.105.24.7.14,305345,305430,ref-mek.7.5.2.83,ref-mek.7.5.2.99,387287,387357,ref-bible.0105.24.7.2,ref-bible.0105.24.7.14,ומת הגנב ההוא מכל מקום וגונב איש אף הקטן במשמע תלמוד לומר כי ימצא איש גונב נפש ,ימצא איש גנב נפש מאחיו מבני ישראל והתעמר בו ומכרו ומת הגנב ההוא ,17,13,893,893.0,1409,1409.0,0.6708860759493671,0.7058823529411764,3090001194
ref-mek.7.5.3.119-ref-mek.7.5.3.127,ref-bible.0103.20.9.5-ref-bible.103.20.9.14,307306,307355,ref-mek.7.5.3.119,ref-mek.7.5.3.127,233416,233461,ref-bible.0103.20.9.5,ref-bible.0103.20.9.14,יומת להביא המקלל אביו ואמו אינו חייב עד שיקללם ,יקלל את אביו ואת אמו מות יומת אביו ואמו קלל ,9,10,681,681.0,1410,1410.0,0.6595744680851063,0.7,3090001195
ref-mek.7.6.1.217-ref-mek.7.6.2.4,ref-bible.0102.21.18.8-ref-bible.0102.21.19.12,309437,309607,ref-mek.7.6.1.217,ref-mek.7.6.2.4,147211,147311,ref-bible.0102.21.18.8,ref-bible.0102.21.19.12,באבן או באגרף ולא ימות ונפל למשכב אם יקום והתהלך בחוץ על משענתו ונקה המכה רק שבתו יתן ורפא,באבן או באגרף ולא ימות ונפל למשכב אם יקום והתהלך בחוץ על משענתו ונקה המכה רק שבתו יתן ורפא,31,11,504,504.0,1411,1411.0,0.0,0.0,3090001196
ref-mek.7.6.2.79-ref-mek.7.6.2.96,ref-bible.0102.21.19.2-ref-bible.0102.21.19.11,309976,310072,ref-mek.7.6.2.79,ref-mek.7.6.2.96,147253,147305,ref-bible.0102.21.19.2,ref-bible.0102.21.19.11,יקום והתהלך בחוץ על משענתו ונקה המכה רק שבתו יתן,יקום והתהלך בחוץ על משענתו ונקה המכה רק שבתו יתן,18,10,506,506.0,1413,1413.0,0.0,0.0,3090001197
ref-mek.7.6.2.113-ref-mek.7.6.2.117,ref-bible.0102.21.19.9-ref-bible.102.21.19.13,310162,310184,ref-mek.7.6.2.113,ref-mek.7.6.2.117,147294,147316,ref-bible.0102.21.19.9,ref-bible.0102.21.19.13,רק שבתו יתן ורפא ירפא ,רק שבתו יתן ורפא ירפא ,5,5,508,504.0,1415,1415.0,0.0,0.0,3090001198
ref-mek.7.6.2.175-ref-mek.7.6.2.183,ref-bible.0102.21.19.9-ref-bible.102.21.19.13,310467,310513,ref-mek.7.6.2.175,ref-mek.7.6.2.183,147294,147316,ref-bible.0102.21.19.9,ref-bible.0102.21.19.13,רק שבתו יתן מגיד שחלוק מכלל השבת ורפא ירפא ,רק שבתו יתן ורפא ירפא ,9,5,509,504.0,1416,1416.0,0.4883720930232558,0.4285714285714286,3090001199
ref-mek.7.6.2.212-ref-mek.7.6.2.216,ref-bible.0102.21.19.9-ref-bible.102.21.19.13,310673,310695,ref-mek.7.6.2.212,ref-mek.7.6.2.216,147294,147316,ref-bible.0102.21.19.9,ref-bible.0102.21.19.13,רק שבתו יתן ורפא ירפא ,רק שבתו יתן ורפא ירפא ,5,5,510,504.0,1417,1417.0,0.0,0.0,3090001200
ref-mek.7.6.2.234-ref-mek.7.6.2.238,ref-bible.0102.21.19.9-ref-bible.102.21.19.13,310771,310793,ref-mek.7.6.2.234,ref-mek.7.6.2.238,147294,147316,ref-bible.0102.21.19.9,ref-bible.0102.21.19.13,רק שבתו יתן ורפא ירפא ,רק שבתו יתן ורפא ירפא ,5,5,511,504.0,1418,1418.0,0.0,0.0,3090001201
ref-mek.7.7.1.417-ref-mek.7.7.1.421,ref-bible.0103.26.25.1-ref-bible.103.26.25.6,312860,312888,ref-mek.7.7.1.417,ref-mek.7.7.1.421,248262,248293,ref-bible.0103.26.25.1,ref-bible.0103.26.25.6,והבאתי עליכם נוקמת נקם ברית ,והבאתי עליכם חרב נקמת נקם ברית ,5,6,710,710.0,1419,1419.0,0.16129032258064516,0.16666666666666663,3090001202
ref-mek.7.7.2.155-ref-mek.7.8.1.3,ref-bible.0102.21.21.7-ref-bible.102.21.22.3,313683,313718,ref-mek.7.7.2.155,ref-mek.7.8.1.3,147401,147435,ref-bible.0102.21.21.7,ref-bible.0102.21.22.3,לא יוקם כי כספו הוא וכי ינצו אנשים ,לא יקם כי כספו הוא וכי ינצו אנשים ,8,8,512,512.0,1420,1420.0,0.02857142857142857,0.0,3090001203
ref-mek.7.8.2.72-ref-mek.7.8.2.77,ref-bible.0105.19.11.6-ref-bible.105.19.11.11,314284,314313,ref-mek.7.8.2.72,ref-mek.7.8.2.77,378739,378768,ref-bible.0105.19.11.6,ref-bible.0105.19.11.11,וארב לו וקם עליו והכהו נפש ,וארב לו וקם עליו והכהו נפש ,6,6,882,882.0,1421,1421.0,0.0,0.0,3090001204
ref-mek.7.8.2.144-ref-mek.7.8.2.148,ref-bible.0102.21.22.4-ref-bible.102.21.22.8,314632,314659,ref-mek.7.8.2.144,ref-mek.7.8.2.148,147436,147463,ref-bible.0102.21.22.4,ref-bible.0102.21.22.8,ונגפו אשה הרה ויצאו ילדיה ,ונגפו אשה הרה ויצאו ילדיה ,5,5,513,513.0,1422,1422.0,0.0,0.0,3090001205
ref-mek.7.8.2.154-ref-mek.7.8.2.162,ref-bible.0102.21.22.4-ref-bible.102.21.22.8,314683,314729,ref-mek.7.8.2.154,ref-mek.7.8.2.162,147436,147463,ref-bible.0102.21.22.4,ref-bible.0102.21.22.8,ונגפו אשה הרה למה נאמר לפי שנאמר ויצאו ילדיה ,ונגפו אשה הרה ויצאו ילדיה ,9,5,514,513.0,1423,1423.0,0.4222222222222222,0.4444444444444444,3090001206
ref-mek.7.8.2.195-ref-mek.7.8.2.211,ref-bible.0102.21.22.4-ref-bible.102.21.23.1,314883,314962,ref-mek.7.8.2.195,ref-mek.7.8.2.211,147436,147532,ref-bible.0102.21.22.4,ref-bible.0102.21.23.1,ונגפו אשה הרה מה תלמוד לומר לפי שנאמר כאשר ישית עליו בעל האשה אף על פי שאין ,ונגפו אשה הרה ויצאו ילדיה ולא יהיה אסון ענוש יענש כאשר ישית עליו בעל האשה ונתן בפללים ואם ,17,18,515,513.0,1424,1424.0,0.4444444444444444,0.6666666666666667,3090001207
ref-mek.7.8.2.378-ref-mek.7.8.3.19,ref-bible.0102.21.22.18-ref-bible.102.21.23.7,315822,315938,ref-mek.7.8.2.378,ref-mek.7.8.3.19,147508,147561,ref-bible.0102.21.22.18,ref-bible.0102.21.23.7,"איש לאיש ופללו אלהים ואם אסון יהיה אין אסון אלא מיתה ואע""פ שאין ראיה לדבר זכר לדבר וקראהו אסון ונתת נפש תחת נפש ",האשה ונתן בפללים ואם אסון יהיה ונתתה נפש תחת נפש ,23,10,516,513.0,1426,1425.0,0.6607142857142857,0.5333333333333333,3090001208
ref-mek.7.8.2.377-ref-mek.7.8.3.1,ref-bible.0203.2.25.2-ref-bible.203.2.25.7,315817,315849,ref-mek.7.8.2.377,ref-mek.7.8.3.1,520910,520942,ref-bible.0203.2.25.2,ref-bible.0203.2.25.7,יחטא איש לאיש ופללו אלהים ואם ,יחטא איש לאיש ופללו אלהים ואם ,6,6,968,968.0,1425,1425.0,0.0,0.0,3090001209
ref-mek.7.8.4.17-ref-mek.7.8.4.22,ref-bible.0103.24.17.3-ref-bible.103.24.18.4,316171,316201,ref-mek.7.8.4.17,ref-mek.7.8.4.22,242688,242733,ref-bible.0103.24.17.3,ref-bible.0103.24.18.4,מכה בהמה ישלמנה ומכה אדם יומת ,יכה כל נפש אדם מות יומת ומכה נפש בהמה ישלמנה ,6,10,697,696.0,1427,1427.0,0.6666666666666666,0.25,3090001210
ref-mek.7.8.4.17-ref-mek.7.8.4.22,ref-bible.0103.24.21.1-ref-bible.103.24.21.6,316171,316201,ref-mek.7.8.4.17,ref-mek.7.8.4.22,242855,242887,ref-bible.0103.24.21.1,ref-bible.0103.24.21.6,מכה בהמה ישלמנה ומכה אדם יומת ,ומכה בהמה ישלמנה ומכה אדם יומת ,6,6,698,698.0,1428,1427.0,0.03225806451612903,0.16666666666666663,3090001211
ref-mek.7.8.5.1-ref-mek.7.8.5.32,ref-bible.0102.21.24.11-ref-bible.0102.21.25.9,317004,317159,ref-mek.7.8.5.1,ref-mek.7.8.5.32,147598,147647,ref-bible.0102.21.24.11,ref-bible.0102.21.25.9,כויה תחת כויה פצע תחת פצע חבורה תחת חבורה,תחת רגל כויה תחת כויה פצע תחת פצע חבורה תחת חבורה,26,9,517,517.0,1429,1429.0,0.16326530612244897,0.25,3090001212
ref-mek.7.9.1.205-ref-mek.7.9.1.210,ref-bible.0102.21.26.9-ref-bible.0102.21.27.2,318353,318384,ref-mek.7.9.1.205,ref-mek.7.9.1.210,147679,147725,ref-bible.0102.21.26.9,ref-bible.0102.21.27.2,עין אמתו ושחתה לחפשי ישלחנו תחת עינו ואם שן,עין אמתו ושחתה לחפשי ישלחנו תחת עינו ואם שן,6,9,519,519.0,1431,1431.0,0.0,0.0,3090001213
ref-mek.7.9.1.282-ref-mek.7.9.2.3,ref-bible.0102.21.26.12-ref-bible.102.21.27.3,318743,318786,ref-mek.7.9.1.282,ref-mek.7.9.2.3,147695,147730,ref-bible.0102.21.26.12,ref-bible.0102.21.27.3,לחפשי ישלחנו תחת עינו מכל מקום אם שן עבדו ,לחפשי ישלחנו תחת עינו ואם שן עבדו ,9,7,521,519.0,1433,1433.0,0.19047619047619047,0.2222222222222222,3090001214
ref-mek.7.10.1.34-ref-mek.7.10.1.60,ref-bible.0105.17.10.10-ref-bible.0105.17.11.11,319834,319961,ref-mek.7.10.1.34,ref-mek.7.10.1.60,375311,375411,ref-bible.0105.17.10.10,ref-bible.0105.17.11.11,לעשות ככל אשר יורוך על פי התורה אשר יורוך ועל המשפט אשר יאמרו לך תעשה,ההוא אשר יבחר יהוה ושמרת לעשות ככל אשר יורוך על פי התורה אשר יורוך ועל המשפט אשר יאמרו לך תעשה,17,20,877,877.0,1434,1434.0,0.26595744680851063,0.15384615384615385,3090001215
ref-mek.7.10.1.320-ref-mek.7.10.1.343,ref-bible.0102.21.28.10-ref-bible.102.21.28.18,321333,321453,ref-mek.7.10.1.320,ref-mek.7.10.1.343,147804,147849,ref-bible.0102.21.28.10,ref-bible.0102.21.28.18,סקול יסקל השור למה נאמר ממשמע נאמר סקול יסקל השור איני יודע שבשרו אסור באכילה מה תלמוד לומר לא יאכל את בשרו אלא שור ,סקול יסקל השור ולא יאכל את בשרו ובעל השור ,24,9,523,522.0,1436,1436.0,0.6896551724137931,0.6428571428571428,3090001216
ref-mek.7.10.1.588-ref-mek.7.10.1.595,ref-bible.0102.21.28.9-ref-bible.102.21.28.16,322785,322826,ref-mek.7.10.1.588,ref-mek.7.10.1.595,147799,147837,ref-bible.0102.21.28.9,ref-bible.0102.21.28.16,במיתתו סקול יסקל השור ולא יאכל את בשרו ,ומת סקול יסקל השור ולא יאכל את בשרו ,8,8,522,522.0,1437,1437.0,0.10256410256410256,0.2857142857142857,3090001217
ref-mek.7.10.2.283-ref-mek.7.10.2.289,ref-bible.0102.21.30.1-ref-bible.102.21.30.7,325266,325300,ref-mek.7.10.2.283,ref-mek.7.10.2.289,147955,147987,ref-bible.0102.21.30.1,ref-bible.0102.21.30.7,אם כופר יושת עליו ונתן פדיון נפשו ,אם כפר יושת עליו ונתן פדין נפשו ,7,7,525,524.0,1438,1438.0,0.058823529411764705,0.25,3090001218
ref-mek.7.10.2.293-ref-mek.7.10.2.307,ref-bible.0104.35.16.4-ref-bible.0104.35.17.7,325317,325397,ref-mek.7.10.2.293,ref-mek.7.10.2.307,334876,334940,ref-bible.0104.35.16.4,ref-bible.0104.35.17.7,וימת רצח הוא מות יומת הרצח ואם באבן יד אשר ימות בה הכהו וימת רצח הוא מות יומת,הכהו וימת רצח הוא מות יומת הרצח ואם באבן יד אשר ימות בה הכהו,11,6,795,795.0,1439,1439.0,0.35064935064935066,0.0,3090001219
