baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-b,dam-lev,jac,id
ref-b.5.4.8.51a.12.5-ref-b.5.4.8.51a.12.12,ref-bible.0104.18.15.23-ref-bible.0104.18.16.8,8086938,8086980,ref-b.5.4.8.51a.12.5,ref-b.5.4.8.51a.12.12,296529,296577,ref-bible.0104.18.15.23,ref-bible.0104.18.16.8,תפדה ופדויו מבן חדש תפדה בערכך כסף חמשת שקלים,תפדה ופדויו מבן חדש תפדה בערכך כסף חמשת שקלים,8,9,2551,2551.0,8544,8544.0,0.0,0.0,8090007393
ref-b.5.4.9.53a.3.19-ref-b.5.4.9.53a.3.24,ref-bible.0105.12.5.17-ref-bible.105.12.6.6,8091281,8091325,ref-b.5.4.9.53a.3.19,ref-b.5.4.9.53a.3.24,365216,365267,ref-bible.0105.12.5.17,ref-bible.0105.12.6.6,והבאתם שמה עולותיכם וזבחיכם ואת מעשרותיכם ,ובאת שמה והבאתם שמה עלתיכם וזבחיכם ואת מעשרתיכם ,6,8,3007,3006.0,8546,8546.0,0.25,0.1428571428571429,8090007394
ref-b.5.4.9.53a.3.19-ref-b.5.4.9.53a.3.24,ref-bible.0105.12.11.11-ref-bible.105.12.11.21,8091281,8091325,ref-b.5.4.9.53a.3.19,ref-b.5.4.9.53a.3.24,365680,365740,ref-bible.0105.12.11.11,ref-bible.0105.12.11.21,והבאתם שמה עולותיכם וזבחיכם ואת מעשרותיכם ,שמה תביאו את כל אשר אנכי מצוה אתכם עולתיכם וזבחיכם מעשרתיכם ,6,11,3015,3015.0,8547,8546.0,0.5333333333333333,0.5833333333333333,8090007395
ref-b.5.4.9.53b.17.32-ref-b.5.4.9.53b.17.41,ref-bible.0104.18.12.1-ref-bible.104.18.12.10,8094067,8094112,ref-b.5.4.9.53b.17.32,ref-b.5.4.9.53b.17.41,296264,296312,ref-bible.0104.18.12.1,ref-bible.0104.18.12.10,כל חלב יצהר וכל חלב תירוש ודגן אמרה תורה תן ,כל חלב יצהר וכל חלב תירוש ודגן ראשיתם אשר יתנו ,10,10,2541,2541.0,8548,8548.0,0.23404255319148937,0.36363636363636365,8090007396
ref-b.5.4.9.54a.2.12-ref-b.5.4.9.54a.3.6,ref-bible.0211.2.19.7-ref-bible.211.2.19.15,8094378,8094417,ref-b.5.4.9.54a.2.12,ref-b.5.4.9.54a.3.6,1095113,1095163,ref-bible.0211.2.19.7,ref-bible.0211.2.19.15,מייתי לה מייתי לה הכי ומה תירוש ויצהר ,לכם את הדגן והתירוש והיצהר ושבעתם אתו ולא אתן ,8,9,6444,6444.0,8549,8549.0,0.7608695652173914,0.7,8090007397
ref-b.5.4.9.55a.8.14-ref-b.5.4.9.55a.8.18,ref-bible.0201.18.20.1-ref-bible.201.18.20.5,8096939,8096968,ref-b.5.4.9.55a.8.14,ref-b.5.4.9.55a.8.18,448983,449010,ref-bible.0201.18.20.1,ref-bible.0201.18.20.5,והירדן יגבול אותו לפאת קדמה ,והירדן יגבל אתו לפאת קדמה ,5,5,3612,3612.0,8550,8550.0,0.07142857142857142,0.0,8090007398
ref-b.5.4.9.55a.10.5-ref-b.5.4.9.55a.10.10,ref-bible.0104.34.12.8-ref-bible.104.34.12.13,8097086,8097120,ref-b.5.4.9.55a.10.5,ref-b.5.4.9.55a.10.10,332917,332949,ref-bible.0104.34.12.8,ref-bible.0104.34.12.13,זאת תהיה לכם הארץ לגבולותיה סביב ,זאת תהיה לכם הארץ לגבלתיה סביב ,6,6,2794,2793.0,8551,8551.0,0.06060606060606061,0.0,8090007399
ref-b.5.4.9.55a.14.9-ref-b.5.4.9.55a.14.13,ref-bible.0104.34.15.7-ref-bible.104.34.15.11,8097400,8097428,ref-b.5.4.9.55a.14.9,ref-b.5.4.9.55a.14.13,333174,333201,ref-bible.0104.34.15.7,ref-bible.0104.34.15.11,מעבר לירדן ירחו קדמה מזרחה ,מעבר לירדן ירחו קדמה מזרחה ,5,5,2795,2795.0,8552,8552.0,0.0,0.0,8090007400
ref-b.5.4.9.55a.17.26-ref-b.5.4.9.55a.17.32,ref-bible.0201.19.47.22-ref-bible.201.19.47.27,8097872,8097904,ref-b.5.4.9.55a.17.26,ref-b.5.4.9.55a.17.32,451816,451845,ref-bible.0201.19.47.22,ref-bible.0201.19.47.27,ויקראו לו ללשם דן בשם דן אביהם ,ויקראו ללשם דן כשם דן אביהם ,7,6,3617,3617.0,8553,8553.0,0.12903225806451613,0.0,8090007401
ref-b.5.4.9.55a.17.26-ref-b.5.4.9.55a.17.32,ref-bible.0202.18.29.1-ref-bible.202.18.29.7,8097872,8097904,ref-b.5.4.9.55a.17.26,ref-b.5.4.9.55a.17.32,507823,507855,ref-bible.0202.18.29.1,ref-bible.0202.18.29.7,ויקראו לו ללשם דן בשם דן אביהם ,ויקראו שם העיר דן בשם דן אביהם ,7,7,3809,3809.0,8554,8553.0,0.1935483870967742,0.33333333333333337,8090007402
ref-b.5.4.9.55b.4.8-ref-b.5.4.9.55b.4.16,ref-bible.0208.17.8.1-ref-bible.208.17.8.9,8098598,8098641,ref-b.5.4.9.55b.4.8,ref-b.5.4.9.55b.4.16,898398,898441,ref-bible.0208.17.8.1,ref-bible.0208.17.8.9,והיה כעץ שתול על מים ועל יובל ישלח שרשיו ,והיה כעץ שתול על מים ועל יובל ישלח שרשיו ,9,9,5666,5666.0,8555,8555.0,0.0,0.0,8090007403
ref-b.5.4.9.55b.10.9-ref-b.5.4.9.55b.10.16,ref-bible.0102.22.28.5-ref-bible.102.22.29.4,8099112,8099150,ref-b.5.4.9.55b.10.9,ref-b.5.4.9.55b.10.16,150051,150087,ref-bible.0102.22.28.5,ref-bible.0102.22.29.4,בכור בניך תתן לי כן תעשה לשורך לצאנך ,בכור בניך תתן לי כן תעשה לשרך לצאנך ,8,8,932,927.0,8556,8556.0,0.02702702702702703,0.0,8090007404
ref-b.5.4.9.57a.12.15-ref-b.5.4.9.57a.13.1,ref-bible.0105.4.16.1-ref-bible.105.4.17.2,8103405,8103467,ref-b.5.4.9.57a.12.15,ref-b.5.4.9.57a.13.1,347198,347263,ref-bible.0105.4.16.1,ref-bible.0105.4.17.2,פן תשחיתון ועשיתם לכם פסל תמונת כל סמל תבנית זכר או נקבה וכל ,פן תשחתון ועשיתם לכם פסל תמונת כל סמל תבנית זכר או נקבה תבנית כל ,13,14,2913,2910.0,8557,8557.0,0.1076923076923077,0.08333333333333337,8090007405
ref-b.5.4.9.57a.12.16-ref-b.5.4.9.57a.12.21,ref-bible.0105.4.25.8-ref-bible.105.4.25.12,8103408,8103440,ref-b.5.4.9.57a.12.16,ref-b.5.4.9.57a.12.21,347962,347990,ref-bible.0105.4.25.8,ref-bible.0105.4.25.12,תשחיתון ועשיתם לכם פסל תמונת כל ,והשחתם ועשיתם פסל תמונת כל ,6,5,2915,2915.0,8558,8557.0,0.28125,0.4285714285714286,8090007406
ref-b.5.4.9.59a.1.12-ref-b.5.4.9.59a.1.23,ref-bible.0104.18.24.1-ref-bible.104.18.24.12,8107993,8108052,ref-b.5.4.9.59a.1.12,ref-b.5.4.9.59a.1.23,297209,297271,ref-bible.0104.18.24.1,ref-bible.0104.18.24.12,כי את מעשר בני ישראל אשר ירימו לה' תרומה נתתי ללוים לנחלה ,כי את מעשר בני ישראל אשר ירימו ליהוה תרומה נתתי ללוים לנחלה ,12,12,2563,2563.0,8559,8559.0,0.05,0.09090909090909094,8090007407
ref-b.5.4.9.60b.2.2-ref-b.5.4.9.60b.2.13,ref-bible.0103.27.32.1-ref-bible.103.27.32.12,8112184,8112243,ref-b.5.4.9.60b.2.2,ref-b.5.4.9.60b.2.13,251986,252044,ref-bible.0103.27.32.1,ref-bible.0103.27.32.12,וכל מעשר בקר וצאן כל אשר יעבור תחת השבט העשירי יהיה קדש ,וכל מעשר בקר וצאן כל אשר יעבר תחת השבט העשירי יהיה קדש ,12,12,2289,2287.0,8560,8560.0,0.017857142857142856,0.0,8090007408
ref-b.5.5.1.3a.6.13-ref-b.5.5.1.3a.8.3,ref-bible.0103.22.5.7-ref-bible.103.22.6.3,8119245,8119365,ref-b.5.5.1.3a.6.13,ref-b.5.5.1.3a.8.3,236742,236797,ref-bible.0103.22.5.7,ref-bible.0103.22.6.3,"אשר יטמא ולא יתחטא איש אין קטן לא קמ""ל ועל הנפשות אשר היו שם אלא איש למעוטי מאי למעוטי קטן מכרת הכל מטמאין בנגעים ",אשר יטמא לו או באדם אשר יטמא לו לכל טמאתו נפש אשר תגע ,24,13,2062,2049.0,8561,8561.0,0.6842105263157895,0.8333333333333334,8090007409
ref-b.5.5.1.4a.13.8-ref-b.5.5.1.4a.13.12,ref-bible.0104.18.15.23-ref-bible.0104.18.16.5,8123477,8123505,ref-b.5.5.1.4a.13.8,ref-b.5.5.1.4a.13.12,296529,296562,ref-bible.0104.18.15.23,ref-bible.0104.18.16.5,תפדה ופדויו מבן חדש תפדה בערכך,תפדה ופדויו מבן חדש תפדה בערכך,5,6,2550,2550.0,8562,8562.0,0.0,0.0,8090007410
ref-b.5.5.1.4a.14.11-ref-b.5.5.1.4a.14.17,ref-bible.0103.5.15.9-ref-bible.103.5.15.17,8123648,8123681,ref-b.5.5.1.4a.14.11,ref-b.5.5.1.4a.14.17,199039,199085,ref-bible.0103.5.15.9,ref-bible.0103.5.15.17,יביא לה' איל תמים מן הצאן בערכך ,והביא את אשמו ליהוה איל תמים מן הצאן בערכך ,7,9,1462,1459.0,8567,8564.0,0.3023255813953488,0.33333333333333337,8090007411
ref-b.5.5.1.4a.14.10-ref-b.5.5.1.4a.14.17,ref-bible.0103.5.17.15-ref-bible.103.5.18.6,8123643,8123681,ref-b.5.5.1.4a.14.10,ref-b.5.5.1.4a.14.17,199283,199331,ref-bible.0103.5.17.15,ref-bible.0103.5.18.6,אשמו יביא לה' איל תמים מן הצאן בערכך ,ואשם ונשא עונו והביא איל תמים מן הצאן בערכך ,8,9,1465,1465.0,8566,8564.0,0.3181818181818182,0.30000000000000004,8090007412
ref-b.5.5.1.4a.14.7-ref-b.5.5.1.4a.14.17,ref-bible.0103.5.24.18-ref-bible.103.5.25.9,8123627,8123681,ref-b.5.5.1.4a.14.7,ref-b.5.5.1.4a.14.17,199815,199867,ref-bible.0103.5.24.18,ref-bible.0103.5.25.9,אשם דכתיב ואת אשמו יביא לה' איל תמים מן הצאן בערכך ,אשמתו ואת אשמו יביא ליהוה איל תמים מן הצאן בערכך ,11,10,1472,1472.0,8565,8564.0,0.17647058823529413,0.2727272727272727,8090007413
ref-b.5.5.1.4a.14.6-ref-b.5.5.1.4a.14.24,ref-bible.0209.5.4.5-ref-bible.0209.5.4.16,8123623,8123724,ref-b.5.5.1.4a.14.6,ref-b.5.5.1.4a.14.24,986670,986720,ref-bible.0209.5.4.5,ref-bible.0209.5.4.16,אותם אל תוך האש ושרפת אתם באש ממנו תצא אש אל כל,אותם אל תוך האש ושרפת אתם באש ממנו תצא אש אל כל,15,12,5924,5924.0,8564,8564.0,0.0,0.0,8090007414
ref-b.5.5.1.4a.15.11-ref-b.5.5.1.4a.16.2,ref-bible.0103.27.8.5-ref-bible.0103.27.8.10,8123833,8123889,ref-b.5.5.1.4a.15.11,ref-b.5.5.1.4a.16.2,250355,250392,ref-bible.0103.27.8.5,ref-bible.0103.27.8.10,והעמידו לפני הכהן והעריך אתו הכהן,והעמידו לפני הכהן והעריך אתו הכהן,10,5,2258,2258.0,8569,8569.0,0.0,0.0,8090007415
ref-b.5.5.1.4a.15.11-ref-b.5.5.1.4a.16.2,ref-bible.0103.27.11.11-ref-bible.103.27.12.3,8123833,8123889,ref-b.5.5.1.4a.15.11,ref-b.5.5.1.4a.16.2,250651,250697,ref-bible.0103.27.11.11,ref-bible.0103.27.12.3,והעמידו לפני הכהן ולא כהן לפני כהן קמל נערכין לאתויי ,והעמיד את הבהמה לפני הכהן והעריך הכהן אתה ,10,8,2263,2263.0,8571,8569.0,0.5283018867924528,0.4444444444444444,8090007416
ref-b.5.5.1.5b.20.9-ref-b.5.5.1.5b.20.18,ref-bible.0309.4.4.1-ref-bible.309.4.4.11,8130307,8130360,ref-b.5.5.1.5b.20.9,ref-b.5.5.1.5b.20.18,1377852,1377914,ref-bible.0309.4.4.1,ref-bible.0309.4.4.11,ויהי עם הארץ מרפין ידי עם יהודה ומבהלים אותם לבנות ,ויהי עם הארץ מרפים ידי עם יהודה ומבלהים ומבהלים אותם לבנות ,10,11,8296,8296.0,8572,8572.0,0.15254237288135594,0.0,8090007417
ref-b.5.5.1.6a.4.4-ref-b.5.5.1.6a.4.10,ref-bible.0310.2.8.1-ref-bible.310.2.8.7,8130673,8130709,ref-b.5.5.1.6a.4.4,ref-b.5.5.1.6a.4.10,1394829,1394863,ref-bible.0310.2.8.1,ref-bible.0310.2.8.7,ואיגרת אל אסף שומר הפרדס אשר למלך ,ואגרת אל אסף שמר הפרדס אשר למלך ,7,7,8356,8356.0,8573,8573.0,0.058823529411764705,0.0,8090007418
ref-b.5.5.1.7b.4.10-ref-b.5.5.1.7b.4.18,ref-bible.0305.3.16.2-ref-bible.0305.3.17.5,8136592,8136638,ref-b.5.5.1.7b.4.10,ref-b.5.5.1.7b.4.18,1345604,1345689,ref-bible.0305.3.16.2,ref-bible.0305.3.17.5,אל חמותה ותאמר מי את בתי ותגד לה את כל אשר עשה לה האיש ותאמר שש השערים האלה נתן,אל חמותה ותאמר מי את בתי ותגד לה את כל אשר עשה לה האיש ותאמר שש השערים האלה נתן,9,19,8083,8083.0,8574,8574.0,0.0,0.0,8090007419
ref-b.5.5.2.8a.8.1-ref-b.5.5.2.8a.10.7,ref-bible.0308.9.18.6-ref-bible.308.9.18.14,8138563,8138664,ref-b.5.5.2.8a.8.1,ref-b.5.5.2.8a.10.7,1370254,1370300,ref-bible.0308.9.18.6,ref-bible.0308.9.18.14,שלשה ימים טמא ראיתי פתחה שבעה עשר ארבעה ימים טמא ראיתי פתחה ששה עשר חמשה ימים טמא ראיתי פתחה חמשה עשר ,בשלשה עשר בו ובארבעה עשר בו ונוח בחמשה עשר ,21,9,8226,8225.0,8581,8576.0,0.7156862745098039,0.75,8090007420
ref-b.5.5.2.8a.6.10-ref-b.5.5.2.8a.10.8,ref-bible.0312.24.14.2-ref-bible.0312.24.15.3,8138526,8138668,ref-b.5.5.2.8a.6.10,ref-b.5.5.2.8a.10.8,1503541,1503578,ref-bible.0312.24.14.2,ref-bible.0312.24.15.3,חמשה עשר לאמר ששה עשר לחזיר שבעה עשר,חמשה עשר לאמר ששה עשר לחזיר שבעה עשר,29,8,8770,8770.0,8578,8578.0,0.0,0.0,8090007421
ref-b.5.5.2.8a.6.10-ref-b.5.5.2.8a.9.7,ref-bible.0312.24.17.3-ref-bible.312.24.18.6,8138526,8138630,ref-b.5.5.2.8a.6.10,ref-b.5.5.2.8a.9.7,1503640,1503710,ref-bible.0312.24.17.3,ref-bible.0312.24.18.6,עשר שני ימים טמא ראיתי פתחה שבעה עשר שלשה ימים טמא ראיתי פתחה שבעה עשר ארבעה ימים טמא ראיתי פתחה ששה עשר ,ועשרים לגמול שנים ועשרים לדליהו שלשה ועשרים למעזיהו ארבעה ועשרים ,22,10,8778,8778.0,8576,8576.0,0.7238095238095238,0.6923076923076923,8090007422
ref-b.5.5.2.8a.6.10-ref-b.5.5.2.8a.12.1,ref-bible.0312.25.18.2-ref-bible.312.25.25.1,8138526,8138738,ref-b.5.5.2.8a.6.10,ref-b.5.5.2.8a.12.1,1505471,1505741,ref-bible.0312.25.18.2,ref-bible.0312.25.25.1,עשר שני ימים טמא ראיתי פתחה שבעה עשר שלשה ימים טמא ראיתי פתחה שבעה עשר ארבעה ימים טמא ראיתי פתחה ששה עשר חמשה ימים טמא ראיתי פתחה חמשה עשר ששה ימים טמא ראיתי פתחה ארבעה עשר שבעה ימים טמא ראיתי פתחה שלשה עשר שמונה ,עשר עזראל בניו ואחיו שנים עשר השנים עשר לחשביה בניו ואחיו שנים עשר לשלשה עשר שובאל בניו ואחיו שנים עשר לארבעה עשר מתתיהו בניו ואחיו שנים עשר לחמשה עשר לירמות בניו ואחיו שנים עשר לששה עשר לחנניהו בניו ואחיו שנים עשר לשבעה עשר לישבקשה בניו ואחיו שנים עשר לשמונה ,44,49,8782,8781.0,8579,8576.0,0.5961538461538461,0.6190476190476191,8090007423
ref-b.5.5.2.8a.6.10-ref-b.5.5.2.8a.9.7,ref-bible.0312.25.28.2-ref-bible.312.25.31.2,8138526,8138630,ref-b.5.5.2.8a.6.10,ref-b.5.5.2.8a.9.7,1505854,1505992,ref-bible.0312.25.28.2,ref-bible.0312.25.31.2,עשר שני ימים טמא ראיתי פתחה שבעה עשר שלשה ימים טמא ראיתי פתחה שבעה עשר ארבעה ימים טמא ראיתי פתחה ששה עשר ,ועשרים להותיר בניו ואחיו שנים עשר לשנים ועשרים לגדלתי בניו ואחיו שנים עשר לשלשה ועשרים למחזיאות בניו ואחיו שנים עשר לארבעה ועשרים ,22,22,8789,8787.0,8577,8576.0,0.6538461538461539,0.7333333333333334,8090007424
ref-b.5.5.2.8b.11.4-ref-b.5.5.2.8b.11.12,ref-bible.0301.36.7.1-ref-bible.301.36.7.6,8139363,8139407,ref-b.5.5.2.8b.11.4,ref-b.5.5.2.8b.11.12,1174814,1174844,ref-bible.0301.36.7.1,ref-bible.0301.36.7.6,צדקתך כהררי אל אלו נגעי אדם משפטיך תהום רבה ,צדקתך כהררי אל משפטך תהום רבה ,9,6,6888,6887.0,8582,8582.0,0.3181818181818182,0.25,8090007425
ref-b.5.5.2.8b.12.11-ref-b.5.5.2.8b.12.17,ref-bible.0203.6.20.3-ref-bible.203.6.20.9,8139476,8139509,ref-b.5.5.2.8b.12.11,ref-b.5.5.2.8b.12.17,528735,528765,ref-bible.0203.6.20.3,ref-bible.0203.6.20.9,אל מי יוכל לעמוד לפני משפטיך תהום ,בית שמש מי יוכל לעמד לפני יהוה ,7,7,3894,3894.0,8584,8583.0,0.47058823529411764,0.625,8090007426
ref-b.5.5.2.8b.12.9-ref-b.5.5.2.8b.12.18,ref-bible.0301.36.7.1-ref-bible.301.36.7.6,8139463,8139513,ref-b.5.5.2.8b.12.9,ref-b.5.5.2.8b.12.18,1174814,1174844,ref-bible.0301.36.7.1,ref-bible.0301.36.7.6,צדקתך כהררי אל מי יוכל לעמוד לפני משפטיך תהום רבה ,צדקתך כהררי אל משפטך תהום רבה ,10,6,6889,6887.0,8583,8583.0,0.4,0.33333333333333337,8090007427
ref-b.5.5.2.9b.12.10-ref-b.5.5.2.9b.12.16,ref-bible.0309.2.3.6-ref-bible.309.2.5.5,8141367,8141407,ref-b.5.5.2.9b.12.10,ref-b.5.5.2.9b.12.16,1373335,1373395,ref-bible.0309.2.3.6,ref-bible.0309.2.5.5,שנת לבנה פחותה משלש מאות וחמשים ושתים ,ושנים בני שפטיה שלש מאות שבעים ושנים בני ארח שבע מאות חמשה ,7,12,8251,8249.0,8585,8585.0,0.6271186440677966,0.8181818181818181,8090007428
ref-b.5.5.2.9b.12.10-ref-b.5.5.2.9b.12.24,ref-bible.0309.2.28.7-ref-bible.0309.2.30.5,8141367,8141448,ref-b.5.5.2.9b.12.10,ref-b.5.5.2.9b.12.24,1374115,1374168,ref-bible.0309.2.28.7,ref-bible.0309.2.30.5,ושלשה בני נבו חמשים ושנים בני מגביש מאה חמשים וששה,ושלשה בני נבו חמשים ושנים בני מגביש מאה חמשים וששה,15,10,8252,8252.0,8586,8586.0,0.0,0.0,8090007429
ref-b.5.5.2.10a.8.4-ref-b.5.5.2.10a.8.12,ref-bible.0104.10.7.1-ref-bible.104.10.8.4,8142392,8142441,ref-b.5.5.2.10a.8.4,ref-b.5.5.2.10a.8.12,277361,277419,ref-bible.0104.10.7.1,ref-bible.0104.10.8.4,"ובהקהיל את הקהל תתקעו ולא תריעו ואי ס""ד תקיעה ",ובהקהיל את הקהל תתקעו ולא תריעו ובני אהרן הכהנים יתקעו ,9,10,2408,2406.0,8588,8588.0,0.2909090909090909,0.36363636363636365,8090007430
ref-b.5.5.2.10b.16.24-ref-b.5.5.2.10b.16.30,ref-bible.0208.9.22.5-ref-bible.208.9.22.11,8145312,8145354,ref-b.5.5.2.10b.16.24,ref-b.5.5.2.10b.16.30,885243,885287,ref-bible.0208.9.22.5,ref-bible.0208.9.22.11,יתהלל חכם בחכמתו ואל יתהלל גבור בגבורתו ,יתהלל חכם בחכמתו ואל יתהלל הגבור בגבורתו ,7,7,5617,5617.0,8589,8589.0,0.024390243902439025,0.0,8090007431
ref-b.5.5.2.11a.7.6-ref-b.5.5.2.11a.7.16,ref-bible.0104.8.19.1-ref-bible.104.8.19.18,8146364,8146427,ref-b.5.5.2.11a.7.6,ref-b.5.5.2.11a.7.16,274564,274661,ref-bible.0104.8.19.1,ref-bible.0104.8.19.18,ואתנה את הלוים נתונים לאהרן ולבניו מתוך בני ישראל ולכפר על ,ואתנה את הלוים נתנים לאהרן ולבניו מתוך בני ישראל לעבד את עבדת בני ישראל באהל מועד ולכפר על ,11,18,2391,2389.0,8590,8590.0,0.37362637362637363,0.23076923076923073,8090007432
ref-b.5.5.2.11a.11.5-ref-b.5.5.2.11a.11.17,ref-bible.0105.28.47.1-ref-bible.105.28.48.1,8146741,8146801,ref-b.5.5.2.11a.11.5,ref-b.5.5.2.11a.11.17,396202,396264,ref-bible.0105.28.47.1,ref-bible.0105.28.48.1,תחת אשר לא עבדת את ה' אלהיך בשמחה ובטוב לבב איזו היא עבודה ,תחת אשר לא עבדת את יהוה אלהיך בשמחה ובטוב לבב מרב כל ועבדת ,13,13,3360,3360.0,8591,8591.0,0.22033898305084745,0.3846153846153846,8090007433
ref-b.5.5.2.11a.14.16-ref-b.5.5.2.11a.14.25,ref-bible.0202.9.13.1-ref-bible.202.9.13.9,8147110,8147171,ref-b.5.5.2.11a.14.16,ref-b.5.5.2.11a.14.25,485850,485904,ref-bible.0202.9.13.1,ref-bible.0202.9.13.9,שנאמר ותאמר להם הגפן החדלתי את תירושי המשמח אלהים ואנשים ,ותאמר להם הגפן החדלתי את תירושי המשמח אלהים ואנשים ,10,9,3735,3734.0,8592,8592.0,0.10526315789473684,0.09999999999999998,8090007434
ref-b.5.5.2.11a.16.4-ref-b.5.5.2.11a.16.10,ref-bible.0312.15.22.1-ref-bible.312.15.22.9,8147342,8147378,ref-b.5.5.2.11a.16.4,ref-b.5.5.2.11a.16.10,1487823,1487869,ref-bible.0312.15.22.1,ref-bible.0312.15.22.9,וכנניהו שר הלוים במשא כי מבין הוא ,וכנניהו שר הלוים במשא יסר במשא כי מבין הוא ,7,9,8719,8719.0,8593,8593.0,0.20930232558139536,0.16666666666666663,8090007435
ref-b.5.5.2.11a.18.5-ref-b.5.5.2.11a.18.12,ref-bible.0301.81.3.1-ref-bible.301.81.3.8,8147501,8147536,ref-b.5.5.2.11a.18.5,ref-b.5.5.2.11a.18.12,1209447,1209481,ref-bible.0301.81.3.1,ref-bible.0301.81.3.8,שאו זמרה ותנו תוף כנור נעים עם נבל ,שאו זמרה ותנו תף כנור נעים עם נבל ,8,8,7096,7096.0,8594,8594.0,0.02857142857142857,0.0,8090007436
ref-b.5.5.2.11a.18.18-ref-b.5.5.2.11a.18.25,ref-bible.0207.24.14.1-ref-bible.207.24.14.8,8147558,8147595,ref-b.5.5.2.11a.18.18,ref-b.5.5.2.11a.18.25,807174,807213,ref-bible.0207.24.14.1,ref-bible.0207.24.14.8,הם ישאו קולם ירונו בגאון ה' צהלו מים ,המה ישאו קולם ירנו בגאון יהוה צהלו מים ,8,8,5183,5183.0,8595,8595.0,0.15384615384615385,0.1428571428571429,8090007437
ref-b.5.5.2.11a.19.5-ref-b.5.5.2.11a.19.14,ref-bible.0104.7.9.1-ref-bible.104.7.9.10,8147616,8147665,ref-b.5.5.2.11a.19.5,ref-b.5.5.2.11a.19.14,268658,268705,ref-bible.0104.7.9.1,ref-bible.0104.7.9.10,ולבני קהת לא נתן כי עבודת הקדש עליהם בכתף ישאו ,ולבני קהת לא נתן כי עבדת הקדש עלהם בכתף ישאו ,10,10,2382,2381.0,8596,8596.0,0.0425531914893617,0.0,8090007438
ref-b.5.5.2.11a.20.8-ref-b.5.5.2.11b.1.1,ref-bible.0102.19.19.7-ref-bible.102.19.20.3,8147832,8147864,ref-b.5.5.2.11a.20.8,ref-b.5.5.2.11b.1.1,144340,144383,ref-bible.0102.19.19.7,ref-bible.0102.19.20.3,משה ידבר והאלהים יעננו בקול על ,משה ידבר והאלהים יעננו בקול וירד יהוה על ,6,8,837,835.0,8597,8597.0,0.24390243902439024,0.1428571428571429,8090007439
ref-b.5.5.2.11b.1.8-ref-b.5.5.2.11b.1.14,ref-bible.0313.5.13.1-ref-bible.313.5.13.8,8147891,8147938,ref-b.5.5.2.11b.1.8,ref-b.5.5.2.11b.1.14,1522909,1522964,ref-bible.0313.5.13.1,ref-bible.0313.5.13.8,ויהי כאחד למחצצרים ולמשוררים להשמיע קול אחד ,ויהי כאחד למחצצרים למחצרים ולמשררים להשמיע קול אחד ,7,8,8878,8876.0,8598,8598.0,0.17647058823529413,0.16666666666666663,8090007440
ref-b.5.5.2.11b.2.12-ref-b.5.5.2.11b.3.9,ref-bible.0104.18.3.11-ref-bible.0104.18.3.19,8147986,8148058,ref-b.5.5.2.11b.2.12,ref-b.5.5.2.11b.3.9,295503,295541,ref-bible.0104.18.3.11,ref-bible.0104.18.3.19,המזבח לא יקרבו ולא ימתו גם הם גם אתם,המזבח לא יקרבו ולא ימתו גם הם גם אתם,15,9,2521,2521.0,8599,8599.0,0.0,0.0,8090007441
ref-b.5.5.2.11b.4.10-ref-b.5.5.2.11b.4.14,ref-bible.0104.3.38.1-ref-bible.104.3.38.5,8148177,8148216,ref-b.5.5.2.11b.4.10,ref-b.5.5.2.11b.4.14,259445,259483,ref-bible.0104.3.38.1,ref-bible.0104.3.38.5,והחונים לפני המשכן קדמה לפני אהל מועד ,והחנים לפני המשכן קדמה לפני אהל מועד ,7,7,2304,2304.0,8601,8601.0,0.02631578947368421,0.0,8090007442
ref-b.5.5.2.11b.10.2-ref-b.5.5.2.11b.10.14,ref-bible.0313.29.27.1-ref-bible.313.29.27.15,8148818,8148892,ref-b.5.5.2.11b.10.2,ref-b.5.5.2.11b.10.14,1570265,1570352,ref-bible.0313.29.27.1,ref-bible.0313.29.27.15,"ויאמר חזקיהו להעלות העולה ובעת החל העולה החל שיר ה' והחצוצרות ע""י כלי ",ויאמר חזקיהו להעלות העלה להמזבח ובעת החל העולה החל שיר יהוה והחצצרות ועל ידי כלי ,13,15,9006,9005.0,8602,8602.0,0.19753086419753085,0.33333333333333337,8090007443
ref-b.5.5.2.11b.17.31-ref-b.5.5.2.11b.17.36,ref-bible.0301.94.23.1-ref-bible.301.94.23.6,8149662,8149696,ref-b.5.5.2.11b.17.31,ref-b.5.5.2.11b.17.36,1218969,1219003,ref-bible.0301.94.23.1,ref-bible.0301.94.23.6,וישב עליהם את אונם וברעתם יצמיתם ,וישב עליהם את אונם וברעתם יצמיתם ,6,6,7171,7170.0,8603,8603.0,0.0,0.0,8090007444
ref-b.5.5.2.12a.7.8-ref-b.5.5.2.12a.7.28,ref-bible.0209.33.21.1-ref-bible.0209.33.21.8,8151114,8151231,ref-b.5.5.2.12a.7.8,ref-b.5.5.2.12a.7.28,1043926,1043974,ref-bible.0209.33.21.1,ref-bible.0209.33.21.8,ויהי בשתי עשרה שנה בעשרי בחמשה לחדש לגלותנו,ויהי בשתי עשרה שנה בעשרי בחמשה לחדש לגלותנו,17,8,6147,6147.0,8604,8604.0,0.0,0.0,8090007445
