,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,compWork
7701,ref-bible.0104.11.16.5-ref-bible.0104.11.16.10,ref-m.04.04.1.6.18-ref-m.04.04.1.6.23,280197,280227,47215,47220,ref-bible.00104.00011.00016.00005,ref-bible.00104.00011.00016.00010,509835,509865,79724,79729,ref-m.00004.00004.00001.00006.00018,ref-m.00004.00004.00001.00006.00023,אספה לי שבעים איש מזקני ישראל ,אספה לי שבעים איש מזקני ישראל ,ref-m
7702,ref-bible.0104.12.15.5-ref-bible.0104.12.15.12,ref-m.03.05.1.9.17-ref-m.03.05.1.9.26,282837,282872,47694,47701,ref-bible.00104.00012.00015.00005,ref-bible.00104.00012.00015.00012,386621,386670,60206,60215,ref-m.00003.00005.00001.00009.00017,ref-m.00003.00005.00001.00009.00026,שבעת ימים והעם לא נסע עד האסף מרים ,שבעה ימים במדבר שנאמר והעם לא נסע עד האסף מרים ,ref-m
7703,ref-bible.0104.14.22.12-ref-bible.0104.14.22.20,ref-m.04.09.5.4.29-ref-m.04.09.5.4.38,286453,286501,48318,48326,ref-bible.00104.00014.00022.00012,ref-bible.00104.00014.00022.00020,612716,612771,95345,95354,ref-m.00004.00009.00005.00004.00029,ref-m.00004.00009.00005.00004.00038,ובמדבר וינסו אתי זה עשר פעמים ולא שמעו בקולי ,במדבר שנאמר וינסו אותי זה עשר פעמים ולא שמעו בקולי ,ref-m
7704,ref-bible.0104.14.22.13-ref-bible.0104.14.22.20,ref-m.05.05.3.5.41-ref-m.05.05.3.5.48,286461,286501,48319,48326,ref-bible.00104.00014.00022.00013,ref-bible.00104.00014.00022.00020,727278,727319,113285,113292,ref-m.00005.00005.00003.00005.00041,ref-m.00005.00005.00003.00005.00048,וינסו אתי זה עשר פעמים ולא שמעו בקולי ,וינסו אותי זה עשר פעמים ולא שמעו בקולי ,ref-m
7705,ref-bible.0104.14.37.1-ref-bible.0104.14.37.8,ref-m.04.04.10.3.120-ref-m.04.04.10.3.127,287526,287573,48488,48495,ref-bible.00104.00014.00037.00001,ref-bible.00104.00014.00037.00008,531927,531976,83190,83197,ref-m.00004.00004.00010.00003.00120,ref-m.00004.00004.00010.00003.00127,וימתו האנשים מוצאי דבת הארץ רעה במגפה לפני ,וימותו האנשים מוציאי דבת הארץ רעה במגפה לפני ,ref-m
7706,ref-bible.0104.16.33.8-ref-bible.0104.16.33.13,ref-m.04.04.10.3.173-ref-m.04.04.10.3.180,293116,293152,49396,49401,ref-bible.00104.00016.00033.00008,ref-bible.00104.00016.00033.00013,532217,532265,83231,83237,ref-m.00004.00004.00010.00003.00173,ref-m.00004.00004.00010.00003.00180,ותכס עליהם הארץ ויאבדו מתוך הקהל ,ותכס עליהם הארץ בעולם הזה ויאבדו מתוך הקהל ,ref-m
7707,ref-bible.0104.19.6.3-ref-bible.0104.19.6.7,ref-m.06.03.14.1.34-ref-m.06.03.14.1.38,298267,298292,50238,50242,ref-bible.00104.00019.00006.00003,ref-bible.00104.00019.00006.00007,915536,915561,142669,142673,ref-m.00006.00003.00014.00001.00034,ref-m.00006.00003.00014.00001.00038,עץ ארז ואזוב ושני תולעת ,עץ ארז ואזוב ושני תולעת ,ref-m
7708,ref-bible.0104.19.6.3-ref-bible.0104.19.6.7,ref-m.06.04.3.10.6-ref-m.06.04.3.10.10,298267,298292,50238,50242,ref-bible.00104.00019.00006.00003,ref-bible.00104.00019.00006.00007,923398,923423,143949,143953,ref-m.00006.00004.00003.00010.00006,ref-m.00006.00004.00003.00010.00010,עץ ארז ואזוב ושני תולעת ,עץ ארז ואזוב ושני תולעת ,ref-m
7709,ref-bible.0104.19.6.3-ref-bible.0104.19.6.7,ref-m.06.04.3.10.16-ref-m.06.04.3.10.24,298267,298292,50238,50242,ref-bible.00104.00019.00006.00003,ref-bible.00104.00019.00006.00007,923442,923477,143959,143967,ref-m.00006.00004.00003.00010.00016,ref-m.00006.00004.00003.00010.00024,עץ ארז ואזוב ושני תולעת ,עץ ארז זה אזוב זה אזוב זה שני תולעת ,ref-m
7710,ref-bible.0104.21.8.5-ref-bible.0104.21.9.18,ref-m.02.08.3.8.43-ref-m.02.08.3.8.61,302388,302532,50943,50972,ref-bible.00104.00021.00008.00005,ref-bible.00104.00021.00009.00018,254195,254280,39432,39450,ref-m.00002.00008.00003.00008.00043,ref-m.00002.00008.00003.00008.00061,עשה לך שרף ושים אתו על נס והיה כל הנשוך וראה אתו וחי ויעש משה נחש נחשת וישמהו על הנס והיה אם נשך הנחש את איש והביט אל נחש הנחשת וחי ,עשה לך שרף ושים אותו על נס והיה כל הנשוך וראה אותו וחי וכי נחש ממית או נחש מחיה ,ref-m
7711,ref-bible.0104.23.19.8-ref-bible.0104.23.20.6,ref-m.04.03.4.9.48-ref-m.04.03.4.9.67,308656,308725,52092,52104,ref-bible.00104.00023.00019.00008,ref-bible.00104.00023.00020.00006,493299,493400,77120,77134,ref-m.00004.00003.00004.00009.00048,ref-m.00004.00003.00004.00009.00067,ההוא אמר ולא יעשה ודבר ולא יקימנה הנה ברך לקחתי וברך ולא אשיבנה ,שהיא עשויה בטיט ולא את החרוב המורכב ולא את סדן השקמה ולא את הבור ולא את הגת ולא את השובך ,ref-m
7712,ref-bible.0104.27.8.6-ref-bible.0104.27.10.1,ref-m.04.03.8.1.50-ref-m.04.03.8.2.17,316469,316559,53338,53352,ref-bible.00104.00027.00008.00006,ref-bible.00104.00027.00010.00001,500152,500274,78202,78223,ref-m.00004.00003.00008.00001.00050,ref-m.00004.00003.00008.00002.00017,איש כי ימות ובן אין לו והעברתם את נחלתו לבתו ואם אין לו בת ונתתם את נחלתו לאחיו ואם ,נוחלין והאחים מן האם לא נוחלין ולא מנחילין סדר נחלות כך הוא איש כי ימות ובן אין לו והעברתם את נחלתו לבתו בן קודם לבת ,ref-m
