,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,compWork
7365,ref-bible.0102.32.15.16-ref-bible.0102.32.16.10,ref-m.4.9.6.2.40-ref-m.4.9.6.2.48,171498,171559,30048,30059,ref-bible.00102.00032.00015.00016,ref-bible.00102.00032.00016.00010,618334,618379,96208,96216,ref-m.00004.00009.00006.00002.00040,ref-m.00004.00009.00006.00002.00048,הם כתבים והלחת מעשה אלהים המה והמכתב מכתב אלהים הוא חרות על ,מעשה אלהים המה והמכתב מכתב אלהים הוא חרות על ,ref-m
7366,ref-bible.0102.34.26.1-ref-bible.0102.34.26.5,ref-m.1.11.1.9.10-ref-m.1.11.1.9.14,176605,176631,30921,30925,ref-bible.00102.00034.00026.00001,ref-bible.00102.00034.00026.00005,123036,123062,18915,18919,ref-m.00001.00011.00001.00009.00010,ref-m.00001.00011.00001.00009.00014,ראשית בכורי אדמתך תביא בית ,ראשית בכורי אדמתך תביא בית ,ref-m
7367,ref-bible.0102.40.17.9-ref-bible.0102.40.19.10,ref-m.1.11.4.3.38-ref-m.1.11.4.4.11,190478,190618,33141,33160,ref-bible.00102.00040.00017.00009,ref-bible.00102.00040.00019.00010,128164,128237,19693,19704,ref-m.00001.00011.00004.00003.00038,ref-m.00001.00011.00004.00004.00011,המשכן ויקם משה את המשכן ויתן את אדניו וישם את קרשיו ויתן את בריחיו ויקם את עמודיו ויפרש את האהל על המשכן וישם את מכסה האהל עליו ,כנשים כיצד שוה לאנשים ולנשים חייבים על מכתו ועל קללתו כאנשים וכנשים ,ref-m
7368,ref-bible.0103.1.9.14-ref-bible.0103.1.10.11,ref-m.2.3.6.4.2-ref-m.2.3.6.4.13,192412,192472,33432,33443,ref-bible.00103.00001.00009.00014,ref-bible.00103.00001.00010.00011,189467,189527,29088,29099,ref-m.00002.00003.00006.00004.00002,ref-m.00002.00003.00006.00004.00013,ליהוה ואם מן הצאן קרבנו מן הכשבים או מן העזים לעלה זכר ,היתה באה מן הצאן מן הבקר מן הכבשים ומן העזים מן הזכרים ,ref-m
7369,ref-bible.0103.1.10.2-ref-bible.0103.1.10.12,ref-m.5.6.1.2.2-ref-m.5.6.1.2.27,192424,192477,33434,33444,ref-bible.00103.00001.00010.00002,ref-bible.00103.00001.00010.00012,738939,739078,115124,115149,ref-m.00005.00006.00001.00002.00002,ref-m.00005.00006.00001.00002.00027,מן הצאן קרבנו מן הכשבים או מן העזים לעלה זכר תמים ,מן הבקר על הצאן ומן הצאן על הבקר מן הכבשים על העזים ומן העזים על הכבשים מן הזכרים על הנקבות ומן הנקבות על הזכרים מן התמימים ,ref-m
7370,ref-bible.0103.1.16.1-ref-bible.0103.1.17.5,ref-m.5.1.6.5.44-ref-m.5.1.6.5.59,192906,192997,33515,33530,ref-bible.00103.00001.00016.00001,ref-bible.00103.00001.00017.00005,637282,637375,99223,99237,ref-m.00005.00001.00006.00005.00044,ref-m.00005.00001.00006.00005.00059,והסיר את מראתו בנצתה והשליך אתה אצל המזבח קדמה אל מקום הדשן ושסע אתו בכנפיו לא יבדיל ,והסיר את המוראה ואת הנוצה ואת בני מעים היוצאים עמה והשליכן לבית הדשן שיסע ולא הבדיל ,ref-m
7371,ref-bible.0103.2.11.1-ref-bible.0103.2.11.8,ref-m.5.2.5.2.15-ref-m.5.2.5.2.22,193735,193774,33649,33655,ref-bible.00103.00002.00011.00001,ref-bible.00103.00002.00011.00008,663656,663692,103214,103220,ref-m.00005.00002.00005.00002.00015,ref-m.00005.00002.00005.00002.00022,כל המנחה אשר תקריבו ליהוה לא תעשה חמץ ,כל המנחה אשר תקריבו לה' לא תעשה חמץ ,ref-m
7372,ref-bible.0103.3.1.1-ref-bible.0103.3.1.13,ref-m.5.6.5.1.20-ref-m.5.6.5.1.31,194144,194201,33722,33734,ref-bible.00103.00003.00001.00001,ref-bible.00103.00003.00001.00013,745030,745086,116055,116066,ref-m.00005.00006.00005.00001.00020,ref-m.00005.00006.00005.00001.00031,ואם זבח שלמים קרבנו אם מן הבקר הוא מקריב אם זכר אם נקבה ,ואם נקבה זבחי שלמים ילדה נקבה תקרב שלמים אם זכר עולה אם ,ref-m
7373,ref-bible.0103.3.6.4-ref-bible.0103.3.7.1,ref-m.5.6.5.1.26-ref-m.5.6.5.1.39,194572,194624,33779,33788,ref-bible.00103.00003.00006.00004,ref-bible.00103.00003.00007.00001,745061,745129,116061,116074,ref-m.00005.00006.00005.00001.00026,ref-m.00005.00006.00005.00001.00039,קרבנו לזבח שלמים ליהוה זכר או נקבה תמים יקריבנו אם ,תקרב שלמים אם זכר עולה אם נקבה זבחי שלמים ילדה זכר ונקבה הזכר יקרב ,ref-m
7374,ref-bible.0103.5.1.7-ref-bible.0103.5.1.15,ref-m.4.4.4.5.187-ref-m.4.4.4.5.195,198095,198129,34308,34316,ref-bible.00103.00005.00001.00007,ref-bible.00103.00005.00001.00015,518090,518123,80955,80962,ref-m.00004.00004.00004.00005.00187,ref-m.00004.00004.00004.00005.00195,והוא עד או ראה או ידע אם לוא יגיד ,והוא עד או ראה או ידע אם לא יגיד ,ref-m
7375,ref-bible.0103.5.2.19-ref-bible.0103.5.3.9,ref-m.6.1.18.7.8-ref-m.6.1.18.7.25,198223,198295,34336,34350,ref-bible.00103.00005.00002.00019,ref-bible.00103.00005.00003.00009,837450,837541,130716,130733,ref-m.00006.00001.00018.00007.00008,ref-m.00006.00001.00018.00007.00025,טמא ונעלם ממנו והוא טמא ואשם או כי יגע בטמאת אדם לכל טמאתו אשר יטמא ,טמאה מדרס פרשה היא טמאה מדרס והמטה מגע מדרס היתה טמאה טומאת ז' וחברה למטה כולה טמאה טומאת ,ref-m
7376,ref-bible.0103.5.2.19-ref-bible.0103.5.3.9,ref-m.6.1.19.5.9-ref-m.6.1.19.5.27,198223,198295,34336,34350,ref-bible.00103.00005.00002.00019,ref-bible.00103.00005.00003.00009,838837,838935,130932,130950,ref-m.00006.00001.00019.00005.00009,ref-m.00006.00001.00019.00005.00027,טמא ונעלם ממנו והוא טמא ואשם או כי יגע בטמאת אדם לכל טמאתו אשר יטמא ,טמאה מדרס פרשה היא טמאה מדרס והמיזרן מגע מדרס היתה טמאה טומאת שבעה וכרך לה מיזרן כולה טמאה טומאת ,ref-m
7377,ref-bible.0103.5.8.10-ref-bible.0103.5.9.9,ref-m.5.1.6.4.7-ref-m.5.1.6.4.22,198738,198823,34425,34439,ref-bible.00103.00005.00008.00010,ref-bible.00103.00005.00009.00009,636931,637012,99162,99176,ref-m.00005.00001.00006.00004.00007,ref-m.00005.00001.00006.00004.00022,ומלק את ראשו ממול ערפו ולא יבדיל והזה מדם החטאת על קיר המזבח והנשאר בדם ימצה ,מולק את ראשה ממול ערפה ואינו מבדיל ומזה מדמה על קיר המזבח שירי הדם היה מתמצה ,ref-m
7378,ref-bible.0103.5.8.10-ref-bible.0103.5.9.6,ref-m.5.1.6.5.16-ref-m.5.1.6.5.27,198738,198805,34425,34436,ref-bible.00103.00005.00008.00010,ref-bible.00103.00005.00009.00006,637137,637196,99200,99209,ref-m.00005.00001.00006.00005.00016,ref-m.00005.00001.00006.00005.00027,ומלק את ראשו ממול ערפו ולא יבדיל והזה מדם החטאת על קיר המזבח ,מולק את ראשה ממול ערפה ומבדיל וממצה את דמה על קיר המזבח ,ref-m
7379,ref-bible.0103.5.21.9-ref-bible.0103.5.22.8,ref-m.4.1.9.7.22-ref-m.4.1.9.7.41,199744,199825,34592,34608,ref-bible.00103.00005.00021.00009,ref-bible.00103.00005.00022.00008,455490,455587,71018,71036,ref-m.00004.00001.00009.00007.00022,ref-m.00004.00001.00009.00007.00041,בפקדון או בתשומת יד או בגזל או עשק את עמיתו או מצא אבדה וכחש בה ונשבע על שקר ,בפקדון שנאמר בפקדון או בתשומת יד או בגזל או עשק את עמיתו או מצא אבידה וכחש בה ונשבע על שקר ,ref-m
7380,ref-bible.0103.5.23.7-ref-bible.0103.5.24.6,ref-m.4.1.9.7.22-ref-m.4.1.9.7.41,199895,200005,34621,34642,ref-bible.00103.00005.00023.00007,ref-bible.00103.00005.00024.00006,455490,455587,71018,71036,ref-m.00004.00001.00009.00007.00022,ref-m.00004.00001.00009.00007.00041,הגזלה אשר גזל או את העשק אשר עשק או את הפקדון אשר הפקד אתו או את האבדה אשר מצא או מכל אשר ישבע עליו לשקר ,בפקדון שנאמר בפקדון או בתשומת יד או בגזל או עשק את עמיתו או מצא אבידה וכחש בה ונשבע על שקר ,ref-m
7381,ref-bible.0103.6.16.1-ref-bible.0103.6.16.7,ref-m.2.4.1.4.33-ref-m.2.4.1.4.39,201292,201323,34863,34869,ref-bible.00103.00006.00016.00001,ref-bible.00103.00006.00016.00007,200244,200273,30841,30847,ref-m.00002.00004.00001.00004.00033,ref-m.00002.00004.00001.00004.00039,וכל מנחת כהן כליל תהיה לא תאכל ,כל מנחת כהן כליל תהיה לא תאכל ,ref-m
7382,ref-bible.0103.7.7.2-ref-bible.0103.7.7.11,ref-m.4.1.9.11.23-ref-m.4.1.9.11.34,202090,202134,34988,34997,ref-bible.00103.00007.00007.00002,ref-bible.00103.00007.00007.00011,456235,456295,71134,71145,ref-m.00004.00001.00009.00011.00023,ref-m.00004.00001.00009.00011.00034,כאשם תורה אחת להם הכהן אשר יכפר בו לו יהיה ,האשם המושב לה לכהן מלבד איל הכפורים אשר יכפר בו עליו היה ,ref-m
7383,ref-bible.0103.7.11.3-ref-bible.0103.7.12.6,ref-m.5.6.5.1.18-ref-m.5.6.5.1.30,202343,202401,35034,35044,ref-bible.00103.00007.00011.00003,ref-bible.00103.00007.00012.00006,745020,745083,116053,116065,ref-m.00005.00006.00005.00001.00018,ref-m.00005.00006.00005.00001.00030,זבח השלמים אשר יקריב ליהוה אם על תודה יקריבנו והקריב על ,יקרב עולה ואם נקבה זבחי שלמים ילדה נקבה תקרב שלמים אם זכר עולה ,ref-m
7384,ref-bible.0103.7.14.1-ref-bible.0103.7.14.6,ref-m.5.2.7.2.36-ref-m.5.2.7.2.41,202533,202565,35070,35075,ref-bible.00103.00007.00014.00001,ref-bible.00103.00007.00014.00006,667871,667903,103898,103903,ref-m.00005.00002.00007.00002.00036,ref-m.00005.00002.00007.00002.00041,והקריב ממנו אחד מכל קרבן תרומה ,והקריב ממנו אחד מכל קרבן תרומה ,ref-m
